03-10-2015 12-56-59
Blocking per SRC-DST nodes

S	D	T	Req	Blocked	U	SimTime
9	13	0	85	0	0	840.4305748317499
9	13	1	15	0	0	840.4305748317499
6	1	0	79	0	0	841.1004899911455
6	1	1	21	0	0	841.1004899911455
8	6	0	80	0	0	842.382345302045
8	6	1	20	0	0	842.382345302045
12	6	0	81	0	0	843.9648364783792
12	6	1	19	0	0	843.9648364783792
8	5	0	82	0	0	858.8435351215202
8	5	1	18	0	0	858.8435351215202
1	6	0	80	0	0	859.443096386859
1	6	1	20	0	0	859.443096386859
8	12	0	79	0	0	866.4262657912036
8	12	1	21	0	0	866.4262657912036
11	9	0	80	0	0	871.6737374388207
11	9	1	20	0	0	871.6737374388207
11	10	0	83	0	0	872.4774280353327
11	10	1	17	0	0	872.4774280353327
13	12	0	78	0	0	892.7381788979003
13	12	1	22	0	0	892.7381788979003
1	7	0	76	0	0	895.9181399736353
1	7	1	24	0	0	895.9181399736353
11	12	0	87	0	0	913.2693342586819
11	12	1	13	0	0	913.2693342586819
2	13	0	77	0	0	1247.647620148522
2	13	1	23	0	0	1247.647620148522
14	8	0	81	0	0	1255.9151145495887
14	8	1	19	0	0	1255.9151145495887
3	12	0	79	0	0	1258.530795515302
3	12	1	21	0	0	1258.530795515302
3	6	0	73	0	0	1262.8526420610965
3	6	1	27	0	0	1262.8526420610965
13	7	0	84	0	0	1280.2778076066763
13	7	1	16	0	0	1280.2778076066763
13	4	0	87	0	0	1286.9360123286688
13	4	1	13	0	0	1286.9360123286688
12	5	0	80	0	0	1291.9563863576084
12	5	1	20	0	0	1291.9563863576084
11	6	0	81	0	0	1294.4766404443687
11	6	1	19	0	0	1294.4766404443687
2	3	0	83	0	0	1303.663799634927
2	3	1	17	0	0	1303.663799634927
12	3	0	81	0	0	1312.2485339246987
12	3	1	19	0	0	1312.2485339246987
8	4	0	77	0	0	1316.1971541836617
8	4	1	23	0	0	1316.1971541836617
1	3	0	80	0	0	1321.3804462226192
1	3	1	20	0	0	1321.3804462226192
12	7	0	84	0	0	1322.0223432754476
12	7	1	16	0	0	1322.0223432754476
10	4	0	85	0	0	1332.7376441942981
10	4	1	15	0	0	1332.7376441942981
14	10	0	77	0	0	1332.967858502555
14	10	1	23	0	0	1332.967858502555
5	14	0	73	0	0	1336.6221620882106
5	14	1	27	0	0	1336.6221620882106
7	1	0	77	0	0	1337.1258549601228
7	1	1	23	0	0	1337.1258549601228
4	7	0	80	0	0	1341.6235443849628
4	7	1	20	0	0	1341.6235443849628
2	12	0	74	0	0	1343.062566285526
2	12	1	26	0	0	1343.062566285526
10	11	0	80	0	0	1343.0913962410687
10	11	1	20	0	0	1343.0913962410687
3	1	0	82	0	0	1347.7327283103505
3	1	1	18	0	0	1347.7327283103505
12	14	0	81	0	0	1348.610345899135
12	14	1	19	0	0	1348.610345899135
13	6	0	80	0	0	1349.7000666562728
13	6	1	20	0	0	1349.7000666562728
14	3	0	70	0	0	1349.9855602112355
14	3	1	30	0	0	1349.9855602112355
10	9	0	74	0	0	1350.6875250548874
10	9	1	26	0	0	1350.6875250548874
13	5	0	80	0	0	1350.815419964895
13	5	1	20	0	0	1350.815419964895
6	13	0	77	0	0	1351.445236612944
6	13	1	23	0	0	1351.445236612944
5	1	0	88	0	0	1353.9870526754298
5	1	1	12	0	0	1353.9870526754298
9	7	0	80	0	0	1361.3344160859544
9	7	1	20	0	0	1361.3344160859544
7	11	0	79	0	0	1362.1337690158723
7	11	1	21	0	0	1362.1337690158723
5	12	0	79	0	0	1365.8999780133809
5	12	1	21	0	0	1365.8999780133809
5	9	0	80	0	0	1369.3553548302555
5	9	1	20	0	0	1369.3553548302555
13	9	0	83	0	0	1371.4490354407687
13	9	1	17	0	0	1371.4490354407687
8	10	0	80	0	0	1372.5261325773636
8	10	1	20	0	0	1372.5261325773636
5	2	0	81	0	0	1373.225243146565
5	2	1	19	0	0	1373.225243146565
13	14	0	83	0	0	1375.0555476873083
13	14	1	17	0	0	1375.0555476873083
6	2	0	69	0	0	1375.4530436638295
6	2	1	31	0	0	1375.4530436638295
6	11	0	78	0	0	1375.9812868091963
6	11	1	22	0	0	1375.9812868091963
7	6	0	81	0	0	1378.6043081222924
7	6	1	19	0	0	1378.6043081222924
3	8	0	81	0	0	1383.3813737721403
3	8	1	19	0	0	1383.3813737721403
6	12	0	76	0	0	1383.486997785558
6	12	1	24	0	0	1383.486997785558
8	2	0	83	0	0	1384.822294800066
8	2	1	17	0	0	1384.822294800066
11	5	0	79	0	0	1385.1860940871868
11	5	1	21	0	0	1385.1860940871868
9	14	0	84	0	0	1385.5847687595171
9	14	1	16	3	3	1385.5847687595171
8	11	0	85	0	0	1387.0937402551006
8	11	1	15	0	0	1387.0937402551006
4	14	0	76	0	0	1387.2528914370719
4	14	1	24	0	0	1387.2528914370719
1	4	0	86	0	0	1391.7545863849846
1	4	1	14	0	0	1391.7545863849846
7	14	0	73	0	0	1393.2004070981127
7	14	1	27	0	0	1393.2004070981127
1	10	0	83	0	0	1393.3730031504515
1	10	1	17	0	0	1393.3730031504515
2	14	0	75	0	0	1395.110810283428
2	14	1	25	0	0	1395.110810283428
12	9	0	80	0	0	1395.168764228187
12	9	1	20	0	0	1395.168764228187
4	10	0	76	0	0	1395.2261319191
4	10	1	24	0	0	1395.2261319191
2	6	0	76	0	0	1402.8630873646864
2	6	1	24	0	0	1402.8630873646864
12	2	0	83	0	0	1402.9619020257303
12	2	1	17	0	0	1402.9619020257303
13	3	0	78	0	0	1403.6658370319362
13	3	1	22	0	0	1403.6658370319362
14	2	0	76	0	0	1403.8259881938934
14	2	1	24	0	0	1403.8259881938934
3	14	0	77	0	0	1407.2705242835718
3	14	1	23	0	0	1407.2705242835718
9	5	0	76	0	0	1407.7857785994604
9	5	1	24	0	0	1407.7857785994604
5	6	0	86	0	0	1413.4236372312757
5	6	1	14	0	0	1413.4236372312757
14	1	0	82	0	0	1413.7076898538508
14	1	1	18	0	0	1413.7076898538508
10	7	0	77	0	0	1415.901722130717
10	7	1	23	0	0	1415.901722130717
4	2	0	83	0	0	1416.4369490462186
4	2	1	17	0	0	1416.4369490462186
9	3	0	81	0	0	1417.5925618253013
9	3	1	19	0	0	1417.5925618253013
13	8	0	85	0	0	1420.5566611971055
13	8	1	15	0	0	1420.5566611971055
7	4	0	80	0	0	1420.5759861018523
7	4	1	20	0	0	1420.5759861018523
14	4	0	75	0	0	1424.8813222507006
14	4	1	25	0	0	1424.8813222507006
8	13	0	83	0	0	1426.1185475116067
8	13	1	17	0	0	1426.1185475116067
14	5	0	76	0	0	1426.4186978329176
14	5	1	24	0	0	1426.4186978329176
13	10	0	82	0	0	1429.294218810899
13	10	1	18	0	0	1429.294218810899
7	5	0	75	0	0	1431.0508708188102
7	5	1	25	0	0	1431.0508708188102
7	8	0	81	0	0	1431.6436225489153
7	8	1	19	0	0	1431.6436225489153
1	14	0	80	0	0	1432.2522846297923
1	14	1	20	0	0	1432.2522846297923
7	13	0	76	0	0	1433.8234855200556
7	13	1	24	0	0	1433.8234855200556
11	1	0	80	0	0	1435.1582261157168
11	1	1	20	0	0	1435.1582261157168
11	7	0	85	0	0	1436.1164590203164
11	7	1	15	0	0	1436.1164590203164
8	1	0	81	0	0	1440.4421654046978
8	1	1	19	0	0	1440.4421654046978
2	5	0	81	0	0	1442.4726756054235
2	5	1	19	0	0	1442.4726756054235
9	1	0	89	0	0	1443.7344150389715
9	1	1	11	0	0	1443.7344150389715
3	2	0	80	0	0	1443.9671743339284
3	2	1	20	0	0	1443.9671743339284
3	9	0	75	0	0	1444.8325163437978
3	9	1	25	0	0	1444.8325163437978
11	8	0	76	0	0	1446.1594489374186
11	8	1	24	0	0	1446.1594489374186
11	2	0	80	0	0	1447.4716204693461
11	2	1	20	1	1	1447.4716204693461
10	12	0	79	0	0	1448.8379684356273
10	12	1	21	0	0	1448.8379684356273
2	1	0	73	0	0	1451.7668431652808
2	1	1	27	0	0	1451.7668431652808
14	9	0	80	0	0	1453.6248346442178
14	9	1	20	0	0	1453.6248346442178
12	4	0	78	0	0	1454.10573109637
12	4	1	22	0	0	1454.10573109637
6	9	0	76	0	0	1454.256667643228
6	9	1	24	0	0	1454.256667643228
14	6	0	71	0	0	1454.6261632673577
14	6	1	29	0	0	1454.6261632673577
7	2	0	82	0	0	1455.0295686199488
7	2	1	18	0	0	1455.0295686199488
6	14	0	79	0	0	1455.0523088275745
6	14	1	21	0	0	1455.0523088275745
6	5	0	85	0	0	1456.3721081949197
6	5	1	15	0	0	1456.3721081949197
7	9	0	79	0	0	1458.2531773233347
7	9	1	21	0	0	1458.2531773233347
9	2	0	81	0	0	1458.9682040021817
9	2	1	19	0	0	1458.9682040021817
13	11	0	79	0	0	1459.1763385922338
13	11	1	21	0	0	1459.1763385922338
7	3	0	72	0	0	1460.0515250763044
7	3	1	28	0	0	1460.0515250763044
5	8	0	83	0	0	1461.7588221030335
5	8	1	17	0	0	1461.7588221030335
3	11	0	79	0	0	1462.6551180217075
3	11	1	21	0	0	1462.6551180217075
5	3	0	78	0	0	1465.2465052123596
5	3	1	22	0	0	1465.2465052123596
4	1	0	76	0	0	1465.5551609175288
4	1	1	24	0	0	1465.5551609175288
8	5	0	88	0	0	1465.6359180361221
8	5	1	12	0	0	1465.6359180361221
9	10	0	85	0	0	1468.036740305004
9	10	1	15	0	0	1468.036740305004
14	7	0	81	0	0	1475.1954277208995
14	7	1	19	0	0	1475.1954277208995
9	12	0	86	0	0	1475.5208174510194
9	12	1	14	0	0	1475.5208174510194
9	8	0	84	0	0	1475.8889831936667
9	8	1	16	0	0	1475.8889831936667
4	5	0	75	0	0	1476.3210665940996
4	5	1	25	0	0	1476.3210665940996
2	9	0	70	0	0	1479.278900682608
2	9	1	30	0	0	1479.278900682608
11	14	0	83	0	0	1481.1494664647742
11	14	1	17	0	0	1481.1494664647742
1	13	0	78	0	0	1484.7113536105926
1	13	1	22	0	0	1484.7113536105926
14	12	0	86	0	0	1487.3829738747145
14	12	1	14	0	0	1487.3829738747145
1	5	0	81	0	0	1487.3921107369747
1	5	1	19	0	0	1487.3921107369747
8	9	0	76	0	0	1488.2417231850834
8	9	1	24	0	0	1488.2417231850834
7	10	0	80	0	0	1488.4654641410027
7	10	1	20	0	0	1488.4654641410027
9	4	0	81	0	0	1488.7778377532227
9	4	1	19	0	0	1488.7778377532227
6	10	0	76	0	0	1490.2127416017556
6	10	1	24	1	1	1490.2127416017556
4	13	0	83	0	0	1491.0252482157641
4	13	1	17	0	0	1491.0252482157641
8	7	0	80	0	0	1491.1183358166702
8	7	1	20	0	0	1491.1183358166702
1	2	0	78	0	0	1501.6318440846564
1	2	1	22	0	0	1501.6318440846564
10	13	0	85	0	0	1502.7269753114356
10	13	1	15	0	0	1502.7269753114356
10	2	0	81	0	0	1502.9383843319822
10	2	1	19	0	0	1502.9383843319822
1	11	0	77	0	0	1502.9624150509924
1	11	1	23	0	0	1502.9624150509924
13	1	0	88	0	0	1503.113600954271
13	1	1	12	0	0	1503.113600954271
1	8	0	86	0	0	1503.9380094007267
1	8	1	14	0	0	1503.9380094007267
5	7	0	78	0	0	1505.444749967333
5	7	1	22	0	0	1505.444749967333
9	11	0	78	0	0	1506.6932401704312
9	11	1	22	0	0	1506.6932401704312
1	6	0	83	0	0	1507.9359500062642
1	6	1	17	0	0	1507.9359500062642
11	4	0	75	0	0	1508.9417931587852
11	4	1	25	0	0	1508.9417931587852
11	13	0	81	0	0	1510.0740199289428
11	13	1	19	0	0	1510.0740199289428
2	4	0	84	0	0	1512.9430555158779
2	4	1	16	0	0	1512.9430555158779
12	8	0	77	0	0	1514.1277825932027
12	8	1	23	0	0	1514.1277825932027
11	3	0	86	0	0	1514.8632556047648
11	3	1	14	0	0	1514.8632556047648
10	5	0	80	0	0	1515.5906380779902
10	5	1	20	0	0	1515.5906380779902
14	13	0	83	0	0	1516.3320501753308
14	13	1	17	0	0	1516.3320501753308
8	6	0	78	0	0	1521.5634943150772
8	6	1	22	0	0	1521.5634943150772
10	6	0	83	0	0	1522.7875846412517
10	6	1	17	1	1	1522.7875846412517
6	3	0	78	0	0	1526.3494818120002
6	3	1	22	0	0	1526.3494818120002
12	11	0	77	0	0	1528.7395006907595
12	11	1	23	0	0	1528.7395006907595
1	9	0	83	0	0	1529.848288885076
1	9	1	17	0	0	1529.848288885076
10	3	0	86	0	0	1529.875128201307
10	3	1	14	0	0	1529.875128201307
4	6	0	83	0	0	1531.1477885623453
4	6	1	17	0	0	1531.1477885623453
10	14	0	73	0	0	1531.3286826601318
10	14	1	27	0	0	1531.3286826601318
13	2	0	76	0	0	1534.1041259128083
13	2	1	24	0	0	1534.1041259128083
4	11	0	81	0	0	1535.769481752293
4	11	1	19	0	0	1535.769481752293
1	12	0	84	0	0	1536.3214714729338
1	12	1	16	0	0	1536.3214714729338
13	12	0	82	0	0	1541.9755105023314
13	12	1	18	0	0	1541.9755105023314
3	7	0	77	0	0	1543.144506007849
3	7	1	23	0	0	1543.144506007849
5	11	0	85	0	0	1544.2580495979537
5	11	1	15	0	0	1544.2580495979537
3	4	0	81	0	0	1544.6864046334983
3	4	1	19	0	0	1544.6864046334983
6	4	0	87	0	0	1549.0939416819772
6	4	1	13	0	0	1549.0939416819772
3	5	0	79	0	0	1554.4711248011386
3	5	1	21	0	0	1554.4711248011386
2	10	0	74	0	0	1559.5586460704887
2	10	1	26	0	0	1559.5586460704887
14	11	0	83	0	0	1563.6764727970412
14	11	1	17	0	0	1563.6764727970412
2	8	0	82	0	0	1564.0784954365436
2	8	1	18	0	0	1564.0784954365436
5	13	0	82	0	0	1564.3720660205115
5	13	1	18	0	0	1564.3720660205115
8	3	0	77	0	0	1566.6758831482157
8	3	1	23	0	0	1566.6758831482157
6	8	0	87	0	0	1567.9962697551266
6	8	1	13	0	0	1567.9962697551266
12	10	0	79	0	0	1568.2087299480527
12	10	1	21	0	0	1568.2087299480527
10	8	0	72	0	0	1571.4586482097548
10	8	1	28	0	0	1571.4586482097548
9	6	0	83	0	0	1572.6818096707116
9	6	1	17	0	0	1572.6818096707116
3	13	0	71	0	0	1573.660032115279
3	13	1	29	0	0	1573.660032115279
8	14	0	87	0	0	1576.090510772269
