03-10-2015 12-56-59
Blocking per SRC-DST nodes

S	D	T	Req	Blocked	U	SimTime
8	14	1	13	0	0	1576.090510772269
2	7	0	88	0	0	1579.4673929992593
2	7	1	12	0	0	1579.4673929992593
6	7	0	82	0	0	1582.8061970159163
6	7	1	18	0	0	1582.8061970159163
8	12	0	76	0	0	1584.5974293841066
8	12	1	24	0	0	1584.5974293841066
3	10	0	78	0	0	1590.096335636856
3	10	1	22	0	0	1590.096335636856
5	4	0	79	0	0	1596.1678493423888
5	4	1	21	0	0	1596.1678493423888
4	12	0	79	0	0	1602.5546943915062
4	12	1	21	0	0	1602.5546943915062
4	3	0	79	0	0	1617.0192807433154
4	3	1	21	0	0	1617.0192807433154
12	1	0	88	0	0	1621.8319021326588
12	1	1	12	0	0	1621.8319021326588
2	11	0	76	0	0	1625.7380237322063
2	11	1	24	0	0	1625.7380237322063
9	13	0	81	0	0	1627.4915252552473
9	13	1	19	0	0	1627.4915252552473
4	9	0	79	0	0	1627.6107041935763
4	9	1	21	0	0	1627.6107041935763
12	13	0	79	0	0	1636.8554680241482
12	13	1	21	0	0	1636.8554680241482
10	1	0	79	0	0	1638.984167318197
10	1	1	21	0	0	1638.984167318197
11	12	0	76	0	0	1653.419218767786
11	12	1	24	0	0	1653.419218767786
11	9	0	75	0	0	1659.0540989685676
11	9	1	25	0	0	1659.0540989685676
12	6	0	83	0	0	1681.9497519604165
12	6	1	17	0	0	1681.9497519604165
11	10	0	81	0	0	1691.9635942879859
11	10	1	19	0	0	1691.9635942879859
5	10	0	76	0	0	1701.5612664135258
5	10	1	24	0	0	1701.5612664135258
7	12	0	85	0	0	1733.8641949304683
7	12	1	15	0	0	1733.8641949304683
1	7	0	79	0	0	1734.1503824803995
1	7	1	21	0	0	1734.1503824803995
4	8	0	76	0	0	1743.1156884081213
4	8	1	24	0	0	1743.1156884081213
6	1	0	73	0	0	1752.8227462940688
6	1	1	27	0	0	1752.8227462940688
12	3	0	76	0	0	1940.2572809422034
12	3	1	24	0	0	1940.2572809422034
5	1	0	80	0	0	1949.097166516006
5	1	1	20	0	0	1949.097166516006
3	12	0	84	0	0	1963.6742323308863
3	12	1	16	0	0	1963.6742323308863
6	13	0	80	0	0	1966.0090224735288
6	13	1	20	0	0	1966.0090224735288
1	3	0	85	0	0	1967.6730882239124
1	3	1	15	0	0	1967.6730882239124
2	13	0	73	0	0	1970.0148631097375
2	13	1	27	0	0	1970.0148631097375
13	7	0	80	0	0	1983.2575071838
13	7	1	20	0	0	1983.2575071838
3	6	0	76	0	0	1983.6498409455855
3	6	1	24	0	0	1983.6498409455855
8	4	0	77	0	0	1989.6964837584183
8	4	1	23	0	0	1989.6964837584183
1	4	0	78	0	0	2007.7160904489115
1	4	1	22	0	0	2007.7160904489115
3	8	0	81	0	0	2016.0414664704504
3	8	1	19	0	0	2016.0414664704504
12	7	0	70	0	0	2018.0492400094406
12	7	1	30	0	0	2018.0492400094406
11	7	0	84	0	0	2031.3051525429403
11	7	1	16	0	0	2031.3051525429403
14	8	0	75	0	0	2034.8089454883313
14	8	1	25	0	0	2034.8089454883313
6	11	0	81	0	0	2036.3803975100284
6	11	1	19	1	1	2036.3803975100284
9	7	0	81	0	0	2040.3801564827722
9	7	1	19	0	0	2040.3801564827722
12	14	0	81	0	0	2043.9308347175868
12	14	1	19	0	0	2043.9308347175868
10	12	0	81	0	0	2052.031718006911
10	12	1	19	0	0	2052.031718006911
11	8	0	82	0	0	2054.4537395266348
11	8	1	18	0	0	2054.4537395266348
10	7	0	82	0	0	2058.897575342524
10	7	1	18	0	0	2058.897575342524
11	1	0	84	0	0	2064.853921572656
11	1	1	16	0	0	2064.853921572656
7	5	0	78	0	0	2068.0986801909285
7	5	1	22	0	0	2068.0986801909285
9	5	0	78	0	0	2068.598436316592
9	5	1	22	0	0	2068.598436316592
14	2	0	79	0	0	2069.937602272588
14	2	1	21	0	0	2069.937602272588
6	12	0	76	0	0	2070.9934130482516
6	12	1	24	1	1	2070.9934130482516
13	9	0	80	0	0	2071.9448233679236
13	9	1	20	0	0	2071.9448233679236
14	10	0	85	0	0	2072.1320394303552
14	10	1	15	0	0	2072.1320394303552
11	6	0	82	0	0	2073.4565782951336
11	6	1	18	1	1	2073.4565782951336
14	5	0	82	0	0	2078.8206892275684
14	5	1	18	0	0	2078.8206892275684
10	11	0	76	0	0	2080.0892378347135
10	11	1	24	0	0	2080.0892378347135
2	3	0	74	0	0	2085.1352991707467
2	3	1	26	0	0	2085.1352991707467
4	14	0	82	0	0	2087.0506782240536
4	14	1	18	0	0	2087.0506782240536
7	1	0	76	0	0	2090.5311782097688
7	1	1	24	0	0	2090.5311782097688
5	12	0	85	0	0	2091.6064590408364
5	12	1	15	0	0	2091.6064590408364
10	9	0	84	0	0	2095.870920297796
10	9	1	16	0	0	2095.870920297796
1	6	0	77	0	0	2100.2711246622966
1	6	1	23	0	0	2100.2711246622966
4	7	0	90	0	0	2101.3510136833033
4	7	1	10	0	0	2101.3510136833033
12	5	0	82	0	0	2101.4173255307633
12	5	1	18	0	0	2101.4173255307633
9	1	0	80	0	0	2110.5827288191126
9	1	1	20	0	0	2110.5827288191126
13	3	0	76	0	0	2111.2270913548164
13	3	1	24	0	0	2111.2270913548164
3	1	0	78	0	0	2111.389614424211
3	1	1	22	0	0	2111.389614424211
7	6	0	84	0	0	2113.8304046052635
7	6	1	16	0	0	2113.8304046052635
8	11	0	79	0	0	2114.369269207029
8	11	1	21	0	0	2114.369269207029
5	14	0	82	0	0	2117.981580835544
5	14	1	18	0	0	2117.981580835544
5	2	0	78	0	0	2118.9769878641696
5	2	1	22	0	0	2118.9769878641696
5	9	0	81	0	0	2120.0377786425975
5	9	1	19	0	0	2120.0377786425975
13	14	0	76	0	0	2122.0621559984006
13	14	1	24	0	0	2122.0621559984006
14	6	0	78	0	0	2124.228536438048
14	6	1	22	0	0	2124.228536438048
11	13	0	82	0	0	2124.8430779955024
11	13	1	18	0	0	2124.8430779955024
3	14	0	84	0	0	2125.247645623575
3	14	1	16	0	0	2125.247645623575
2	6	0	76	0	0	2126.499276871523
2	6	1	24	0	0	2126.499276871523
7	14	0	79	0	0	2128.2904548746383
7	14	1	21	0	0	2128.2904548746383
13	5	0	78	0	0	2131.4331669011835
13	5	1	22	0	0	2131.4331669011835
7	4	0	78	0	0	2132.1324432256283
7	4	1	22	0	0	2132.1324432256283
2	5	0	85	0	0	2133.651063163702
2	5	1	15	0	0	2133.651063163702
2	12	0	75	0	0	2134.5449511962092
2	12	1	25	0	0	2134.5449511962092
7	11	0	80	0	0	2135.2443685361704
7	11	1	20	0	0	2135.2443685361704
12	10	0	83	0	0	2135.9976442294646
12	10	1	17	0	0	2135.9976442294646
4	2	0	80	0	0	2137.7234466452487
4	2	1	20	0	0	2137.7234466452487
4	1	0	84	0	0	2139.6932058408483
4	1	1	16	0	0	2139.6932058408483
8	13	0	73	0	0	2141.6063600730013
8	13	1	27	0	0	2141.6063600730013
12	9	0	83	0	0	2147.155211392741
12	9	1	17	0	0	2147.155211392741
11	2	0	76	0	0	2147.202139857233
11	2	1	24	0	0	2147.202139857233
11	14	0	72	0	0	2148.037670942242
11	14	1	28	0	0	2148.037670942242
13	11	0	75	0	0	2150.455573975623
13	11	1	25	0	0	2150.455573975623
6	7	0	75	0	0	2150.7578559079348
6	7	1	25	0	0	2150.7578559079348
4	10	0	74	0	0	2151.2351510503872
4	10	1	26	0	0	2151.2351510503872
5	6	0	83	0	0	2153.131703776288
5	6	1	17	0	0	2153.131703776288
6	9	0	77	0	0	2153.5764684122064
6	9	1	23	0	0	2153.5764684122064
13	10	0	79	0	0	2156.7392112697753
13	10	1	21	0	0	2156.7392112697753
9	10	0	75	0	0	2159.3038027771913
9	10	1	25	0	0	2159.3038027771913
10	4	0	86	0	0	2161.6060274512784
10	4	1	14	0	0	2161.6060274512784
12	8	0	80	0	0	2162.372822039781
12	8	1	20	0	0	2162.372822039781
8	10	0	79	0	0	2162.731786666852
8	10	1	21	0	0	2162.731786666852
1	14	0	87	0	0	2163.2026786374972
1	14	1	13	0	0	2163.2026786374972
6	2	0	74	0	0	2167.1486334516635
6	2	1	26	0	0	2167.1486334516635
7	9	0	74	0	0	2167.2460963115377
7	9	1	26	0	0	2167.2460963115377
14	3	0	75	0	0	2167.2838644967596
14	3	1	25	0	0	2167.2838644967596
5	8	0	77	0	0	2169.8605431827855
5	8	1	23	0	0	2169.8605431827855
8	7	0	80	0	0	2170.746781475526
8	7	1	20	0	0	2170.746781475526
8	5	0	76	0	0	2173.1001561243224
8	5	1	24	0	0	2173.1001561243224
13	4	0	82	0	0	2176.5943484848112
13	4	1	18	0	0	2176.5943484848112
7	3	0	78	0	0	2176.778331453497
7	3	1	22	0	0	2176.778331453497
14	9	0	84	0	0	2184.4242564274164
14	9	1	16	0	0	2184.4242564274164
6	8	0	78	0	0	2185.15036012821
6	8	1	22	0	0	2185.15036012821
5	3	0	84	0	0	2185.8576270539957
5	3	1	16	0	0	2185.8576270539957
13	8	0	78	0	0	2186.3072939435706
13	8	1	22	0	0	2186.3072939435706
2	1	0	81	0	0	2186.61180357908
2	1	1	19	0	0	2186.61180357908
2	4	0	82	0	0	2191.5015158753577
2	4	1	18	0	0	2191.5015158753577
10	2	0	81	0	0	2192.8293846688744
10	2	1	19	0	0	2192.8293846688744
3	7	0	79	0	0	2196.1646028624236
3	7	1	21	0	0	2196.1646028624236
9	11	0	77	0	0	2197.944822374103
9	11	1	23	0	0	2197.944822374103
2	14	0	82	0	0	2201.2051441532076
2	14	1	18	0	0	2201.2051441532076
14	4	0	82	0	0	2201.3407355477216
14	4	1	18	0	0	2201.3407355477216
14	1	0	76	0	0	2202.3693507265634
14	1	1	24	0	0	2202.3693507265634
6	5	0	79	0	0	2206.250992631365
6	5	1	21	0	0	2206.250992631365
13	2	0	75	0	0	2208.4704912654965
13	2	1	25	0	0	2208.4704912654965
3	13	0	83	0	0	2209.8126419835908
3	13	1	17	0	0	2209.8126419835908
2	10	0	82	0	0	2210.2582659482196
2	10	1	18	0	0	2210.2582659482196
8	2	0	77	0	0	2212.692560111638
8	2	1	23	0	0	2212.692560111638
5	7	0	86	0	0	2213.118994837345
5	7	1	14	0	0	2213.118994837345
1	12	0	80	0	0	2215.396205292333
1	12	1	20	0	0	2215.396205292333
13	1	0	84	0	0	2217.3825414217417
13	1	1	16	0	0	2217.3825414217417
10	8	0	81	0	0	2220.5565742042304
10	8	1	19	0	0	2220.5565742042304
11	4	0	73	0	0	2222.7835510291293
11	4	1	27	0	0	2222.7835510291293
2	9	0	80	0	0	2225.501836822889
2	9	1	20	0	0	2225.501836822889
5	11	0	75	0	0	2226.348710669578
5	11	1	25	0	0	2226.348710669578
6	14	0	79	0	0	2226.7161079783623
6	14	1	21	0	0	2226.7161079783623
6	10	0	74	0	0	2228.811717823944
6	10	1	26	0	0	2228.811717823944
14	7	0	84	0	0	2229.908621760763
14	7	1	16	0	0	2229.908621760763
3	5	0	78	0	0	2230.470118422219
3	5	1	22	0	0	2230.470118422219
13	6	0	85	0	0	2230.55333027489
13	6	1	15	0	0	2230.55333027489
10	5	0	79	0	0	2230.5876859115297
10	5	1	21	0	0	2230.5876859115297
14	12	0	80	0	0	2232.6553885467297
14	12	1	20	0	0	2232.6553885467297
1	9	0	73	0	0	2233.9166465677
1	9	1	27	0	0	2233.9166465677
1	11	0	83	0	0	2237.6070217050233
1	11	1	17	0	0	2237.6070217050233
1	2	0	80	0	0	2244.0826351536607
1	2	1	20	0	0	2244.0826351536607
14	13	0	75	0	0	2244.9066326441425
14	13	1	25	0	0	2244.9066326441425
1	13	0	82	0	0	2245.8859121303403
1	13	1	18	0	0	2245.8859121303403
9	8	0	79	0	0	2246.741154269208
9	8	1	21	0	0	2246.741154269208
2	8	0	89	0	0	2248.0776132758097
2	8	1	11	0	0	2248.0776132758097
9	14	0	87	0	0	2249.326885098581
9	14	1	13	0	0	2249.326885098581
7	13	0	86	0	0	2249.5263104508213
7	13	1	14	0	0	2249.5263104508213
2	7	0	72	0	0	2251.0989380596848
2	7	1	28	0	0	2251.0989380596848
4	6	0	78	0	0	2251.3235869738214
4	6	1	22	0	0	2251.3235869738214
11	3	0	82	0	0	2252.063568991554
11	3	1	18	0	0	2252.063568991554
9	12	0	80	0	0	2252.1373545753345
9	12	1	20	0	0	2252.1373545753345
13	12	0	78	0	0	2252.9847991401525
13	12	1	22	0	0	2252.9847991401525
10	14	0	69	0	0	2255.82988237009
10	14	1	31	2	2	2255.82988237009
11	9	0	86	0	0	2257.445399606267
11	9	1	14	0	0	2257.445399606267
11	5	0	80	0	0	2258.44040911285
11	5	1	20	0	0	2258.44040911285
12	11	0	82	0	0	2258.981819119092
12	11	1	18	0	0	2258.981819119092
9	2	0	81	0	0	2259.4711431071714
9	2	1	19	0	0	2259.4711431071714
3	9	0	79	0	0	2260.341881543743
3	9	1	21	0	0	2260.341881543743
7	2	0	81	0	0	2265.3189062007955
7	2	1	19	0	0	2265.3189062007955
8	14	0	80	0	0	2266.687601754115
8	14	1	20	0	0	2266.687601754115
3	2	0	85	0	0	2267.701525629627
3	2	1	15	0	0	2267.701525629627
4	12	0	80	0	0	2271.6744646415177
4	12	1	20	0	0	2271.6744646415177
8	6	0	81	0	0	2273.444691811676
8	6	1	19	0	0	2273.444691811676
5	13	0	85	0	0	2276.0014112223175
5	13	1	15	0	0	2276.0014112223175
5	4	0	77	0	0	2278.6294520526885
5	4	1	23	0	0	2278.6294520526885
10	13	0	81	0	0	2279.7527376693024
10	13	1	19	0	0	2279.7527376693024
1	5	0	83	0	0	2281.6066698345694
1	5	1	17	0	0	2281.6066698345694
8	9	0	78	0	0	2282.2379350665274
8	9	1	22	0	0	2282.2379350665274
12	2	0	82	0	0	2284.241007652148
12	2	1	18	0	0	2284.241007652148
4	11	0	87	0	0	2287.576277882423
4	11	1	13	0	0	2287.576277882423
8	1	0	84	0	0	2288.1095073037873
8	1	1	16	0	0	2288.1095073037873
3	10	0	75	0	0	2288.450114722369
3	10	1	25	0	0	2288.450114722369
10	6	0	78	0	0	2291.4052913237692
10	6	1	22	0	0	2291.4052913237692
14	11	0	77	0	0	2292.119334022772
14	11	1	23	0	0	2292.119334022772
9	4	0	83	0	0	2292.3679094075405
9	4	1	17	0	0	2292.3679094075405
6	3	0	79	0	0	2292.552505757935
6	3	1	21	0	0	2292.552505757935
7	10	0	74	0	0	2297.7463566179554
7	10	1	26	0	0	2297.7463566179554
4	5	0	85	0	0	2306.8086007706347
4	5	1	15	0	0	2306.8086007706347
10	3	0	82	0	0	2307.0408564307404
10	3	1	18	0	0	2307.0408564307404
1	8	0	79	0	0	2307.8685892638964
1	8	1	21	0	0	2307.8685892638964
1	10	0	83	0	0	2308.134057765094
1	10	1	17	0	0	2308.134057765094
6	4	0	80	0	0	2308.7152949253173
6	4	1	20	0	0	2308.7152949253173
7	8	0	80	0	0	2312.2076955318
7	8	1	20	0	0	2312.2076955318
3	11	0	88	0	0	2314.7938055548448
3	11	1	12	0	0	2314.7938055548448
12	4	0	81	0	0	2316.4293666779377
12	4	1	19	0	0	2316.4293666779377
9	6	0	84	0	0	2318.06623417862
9	6	1	16	0	0	2318.06623417862
4	3	0	77	0	0	2321.6177377096824
4	3	1	23	0	0	2321.6177377096824
4	13	0	82	0	0	2323.076126799471
4	13	1	18	0	0	2323.076126799471
12	6	0	77	0	0	2328.0405879944624
12	6	1	23	0	0	2328.0405879944624
3	4	0	78	0	0	2328.2410371744027
3	4	1	22	0	0	2328.2410371744027
9	13	0	77	0	0	2332.1935014426276
9	13	1	23	0	0	2332.1935014426276
2	11	0	82	0	0	2335.1686321335683
2	11	1	18	1	1	2335.1686321335683
9	3	0	77	0	0	2338.403706189754
9	3	1	23	0	0	2338.403706189754
8	3	0	77	0	0	2343.87062511268
8	3	1	23	0	0	2343.87062511268
4	9	0	79	0	0	2366.897678255767
4	9	1	21	0	0	2366.897678255767
8	12	0	80	0	0	2388.7568764768266
8	12	1	20	0	0	2388.7568764768266
11	10	0	87	0	0	2420.070451202211
11	10	1	13	0	0	2420.070451202211
11	12	0	86	0	0	2439.2977184040774
11	12	1	14	0	0	2439.2977184040774
7	12	0	79	0	0	2442.246814560602
7	12	1	21	0	0	2442.246814560602
12	1	0	87	0	0	2460.9079907527544
12	1	1	13	0	0	2460.9079907527544
10	1	0	82	0	0	2464.7785233040513
10	1	1	18	0	0	2464.7785233040513
1	7	0	74	0	0	2466.1116094388144
1	7	1	26	0	0	2466.1116094388144
12	13	0	85	0	0	2484.6677925451563
12	13	1	15	0	0	2484.6677925451563
5	1	0	76	0	0	2540.1182552584014
5	1	1	24	0	0	2540.1182552584014
5	10	0	84	0	0	2549.1504070154506
5	10	1	16	0	0	2549.1504070154506
6	1	0	78	0	0	2580.1325115176282
6	1	1	22	0	0	2580.1325115176282
6	13	0	81	0	0	2590.522750709798
6	13	1	19	0	0	2590.522750709798
4	8	0	84	0	0	2604.316786151892
4	8	1	16	0	0	2604.316786151892
1	4	0	74	0	0	2637.2400930347508
1	4	1	26	0	0	2637.2400930347508
12	3	0	78	0	0	2660.0090447260177
12	3	1	22	0	0	2660.0090447260177
9	1	0	84	0	0	2667.8097020264195
9	1	1	16	0	0	2667.8097020264195
1	3	0	79	0	0	2668.4710575163467
1	3	1	21	0	0	2668.4710575163467
14	2	0	79	0	0	2674.384313730247
14	2	1	21	0	0	2674.384313730247
3	6	0	83	0	0	2682.3435619936363
3	6	1	17	0	0	2682.3435619936363
13	14	0	76	0	0	2691.9981548121777
13	14	1	24	0	0	2691.9981548121777
7	1	0	71	0	0	2707.424037536179
7	1	1	29	0	0	2707.424037536179
11	6	0	80	0	0	2710.9125387484846
11	6	1	20	0	0	2710.9125387484846
6	11	0	80	0	0	2712.7628447890515
6	11	1	20	1	1	2712.7628447890515
7	5	0	76	0	0	2721.7575858565356
7	5	1	24	0	0	2721.7575858565356
8	4	0	78	0	0	2722.2120513086015
8	4	1	22	0	0	2722.2120513086015
2	13	0	74	0	0	2722.5246076871526
2	13	1	26	0	0	2722.5246076871526
12	7	0	74	0	0	2735.4174945497184
12	7	1	26	0	0	2735.4174945497184
10	4	0	88	0	0	2736.1296342962373
10	4	1	12	0	0	2736.1296342962373
3	12	0	80	0	0	2746.71173770608
3	12	1	20	0	0	2746.71173770608
11	1	0	80	0	0	2747.2628095933997
11	1	1	20	0	0	2747.2628095933997
13	10	0	77	0	0	2753.6054248042074
13	10	1	23	0	0	2753.6054248042074
10	12	0	81	0	0	2754.3667231440663
10	12	1	19	0	0	2754.3667231440663
8	7	0	85	0	0	2755.5010511716573
8	7	1	15	0	0	2755.5010511716573
10	7	0	78	0	0	2759.698474565501
10	7	1	22	0	0	2759.698474565501
6	7	0	82	0	0	2760.197870590597
6	7	1	18	0	0	2760.197870590597
2	3	0	78	0	0	2761.6287342917954
2	3	1	22	0	0	2761.6287342917954
2	9	0	79	0	0	2770.3134264876253
2	9	1	21	0	0	2770.3134264876253
14	8	0	78	0	0	2770.5469579214046
14	8	1	22	0	0	2770.5469579214046
5	8	0	78	0	0	2772.7861919277593
5	8	1	22	0	0	2772.7861919277593
11	8	0	83	0	0	2775.5191825151833
11	8	1	17	0	0	2775.5191825151833
5	2	0	79	0	0	2781.4411744179115
5	2	1	21	0	0	2781.4411744179115
4	7	0	80	0	0	2781.953595966852
4	7	1	20	0	0	2781.953595966852
4	2	0	82	0	0	2782.610825046382
4	2	1	18	0	0	2782.610825046382
7	6	0	81	0	0	2784.186432035233
7	6	1	19	0	0	2784.186432035233
3	1	0	78	0	0	2787.55574034295
3	1	1	22	0	0	2787.55574034295
3	8	0	72	0	0	2791.379300284909
3	8	1	28	0	0	2791.379300284909
2	6	0	79	0	0	2795.2539985190438
2	6	1	21	0	0	2795.2539985190438
9	7	0	77	0	0	2796.665567713346
9	7	1	23	0	0	2796.665567713346
1	6	0	79	0	0	2799.6942812655952
1	6	1	21	0	0	2799.6942812655952
9	2	0	75	0	0	2809.8904696733475
9	2	1	25	0	0	2809.8904696733475
7	11	0	84	0	0	2811.537710656851
7	11	1	16	0	0	2811.537710656851
5	12	0	83	0	0	2820.5439520027767
5	12	1	17	0	0	2820.5439520027767
12	5	0	80	0	0	2824.05294867074
12	5	1	20	0	0	2824.05294867074
13	5	0	77	0	0	2824.673875162075
13	5	1	23	0	0	2824.673875162075
11	7	0	82	0	0	2826.6896906352754
11	7	1	18	0	0	2826.6896906352754
11	2	0	71	0	0	2830.4595418510708
11	2	1	29	0	0	2830.4595418510708
2	5	0	75	0	0	2830.5834976785623
2	5	1	25	0	0	2830.5834976785623
4	1	0	82	0	0	2830.714366651722
4	1	1	18	0	0	2830.714366651722
13	7	0	82	0	0	2833.5830755100333
13	7	1	18	0	0	2833.5830755100333
14	10	0	83	0	0	2836.012117023085
14	10	1	17	0	0	2836.012117023085
13	9	0	76	0	0	2842.5960170199396
13	9	1	24	0	0	2842.5960170199396
6	12	0	88	0	0	2843.2784274296478
6	12	1	12	0	0	2843.2784274296478
1	14	0	77	0	0	2844.877964340516
1	14	1	23	0	0	2844.877964340516
6	2	0	79	0	0	2850.2702821031266
6	2	1	21	0	0	2850.2702821031266
12	14	0	85	0	0	2851.5375239409163
12	14	1	15	0	0	2851.5375239409163
9	5	0	79	0	0	2852.1872139014563
9	5	1	21	0	0	2852.1872139014563
4	14	0	78	0	0	2852.5231044517354
4	14	1	22	0	0	2852.5231044517354
1	11	0	76	0	0	2852.744758901815
1	11	1	24	0	0	2852.744758901815
14	3	0	82	0	0	2857.528884850738
14	3	1	18	0	0	2857.528884850738
2	4	0	77	0	0	2861.5494538876187
2	4	1	23	0	0	2861.5494538876187
2	10	0	76	0	0	2861.628719464698
2	10	1	24	0	0	2861.628719464698
7	4	0	81	0	0	2862.0103319111395
7	4	1	19	0	0	2862.0103319111395
3	13	0	69	0	0	2863.5691851358315
3	13	1	31	0	0	2863.5691851358315
6	9	0	81	0	0	2864.693923779494
6	9	1	19	0	0	2864.693923779494
14	12	0	86	0	0	2872.4658674684165
14	12	1	14	0	0	2872.4658674684165
8	11	0	79	0	0	2877.016293135678
8	11	1	21	0	0	2877.016293135678
14	6	0	80	0	0	2877.862178996924
14	6	1	20	0	0	2877.862178996924
10	5	0	77	0	0	2884.3109420369924
10	5	1	23	0	0	2884.3109420369924
13	2	0	82	0	0	2887.533099492385
13	2	1	18	0	0	2887.533099492385
12	10	0	81	0	0	2889.116898260297
12	10	1	19	0	0	2889.116898260297
4	10	0	82	0	0	2890.477812592925
4	10	1	18	0	0	2890.477812592925
8	13	0	81	0	0	2891.792380300471
8	13	1	19	0	0	2891.792380300471
14	5	0	79	0	0	2892.24585684016
14	5	1	21	0	0	2892.24585684016
2	8	0	86	0	0	2894.858064004744
2	8	1	14	0	0	2894.858064004744
10	11	0	75	0	0	2895.620884610471
10	11	1	25	0	0	2895.620884610471
5	9	0	83	0	0	2896.888505876317
5	9	1	17	0	0	2896.888505876317
7	14	0	82	0	0	2897.5428416628333
7	14	1	18	0	0	2897.5428416628333
7	3	0	89	0	0	2897.723724626653
7	3	1	11	0	0	2897.723724626653
5	7	0	73	0	0	2897.7346163609354
5	7	1	27	0	0	2897.7346163609354
13	11	0	69	0	0	2897.831091907802
13	11	1	31	0	0	2897.831091907802
9	8	0	77	0	0	2898.598653650416
9	8	1	23	0	0	2898.598653650416
6	5	0	79	0	0	2899.164281596885
6	5	1	21	0	0	2899.164281596885
12	9	0	77	0	0	2901.046809305021
12	9	1	23	0	0	2901.046809305021
12	8	0	83	0	0	2905.883377081112
12	8	1	17	0	0	2905.883377081112
2	12	0	74	0	0	2909.763487441419
2	12	1	26	0	0	2909.763487441419
9	11	0	74	0	0	2913.563094428771
9	11	1	26	0	0	2913.563094428771
5	14	0	77	0	0	2915.2071140514054
5	14	1	23	0	0	2915.2071140514054
4	5	0	74	0	0	2915.498616926753
4	5	1	26	0	0	2915.498616926753
10	9	0	80	0	0	2915.765431462338
10	9	1	20	0	0	2915.765431462338
11	3	0	80	0	0	2916.18647589692
11	3	1	20	0	0	2916.18647589692
6	8	0	84	0	0	2918.3299396584603
6	8	1	16	0	0	2918.3299396584603
1	5	0	84	0	0	2920.75007148892
1	5	1	16	0	0	2920.75007148892
3	9	0	81	0	0	2923.231336037857
3	9	1	19	0	0	2923.231336037857
4	6	0	82	0	0	2923.8312795135657
4	6	1	18	0	0	2923.8312795135657
10	8	0	76	0	0	2925.2098819299426
10	8	1	24	0	0	2925.2098819299426
3	14	0	70	0	0	2926.3559764866773
3	14	1	30	0	0	2926.3559764866773
5	6	0	77	0	0	2929.894501979238
5	6	1	23	0	0	2929.894501979238
9	4	0	77	0	0	2931.763504682657
9	4	1	23	0	0	2931.763504682657
1	12	0	83	0	0	2932.2853032339754
1	12	1	17	0	0	2932.2853032339754
14	1	0	76	0	0	2932.6183562430974
14	1	1	24	0	0	2932.6183562430974
13	4	0	84	0	0	2937.038546239416
13	4	1	16	0	0	2937.038546239416
2	14	0	78	0	0	2937.5608286100537
2	14	1	22	0	0	2937.5608286100537
14	4	0	79	0	0	2938.1342520977505
14	4	1	21	0	0	2938.1342520977505
3	5	0	83	0	0	2938.989841968109
3	5	1	17	0	0	2938.989841968109
9	10	0	75	0	0	2939.4761689464412
9	10	1	25	0	0	2939.4761689464412
13	6	0	79	0	0	2939.5344425817775
13	6	1	21	0	0	2939.5344425817775
8	10	0	79	0	0	2939.683409231656
8	10	1	21	0	0	2939.683409231656
1	10	0	89	0	0	2941.4089053342723
1	10	1	11	0	0	2941.4089053342723
13	8	0	80	0	0	2943.4803563990886
13	8	1	20	0	0	2943.4803563990886
8	2	0	82	0	0	2949.745256304778
8	2	1	18	0	0	2949.745256304778
5	4	0	81	0	0	2951.9129492381385
5	4	1	19	0	0	2951.9129492381385
11	9	0	79	0	0	2951.953615305248
11	9	1	21	0	0	2951.953615305248
14	11	0	81	0	0	2956.12102868847
14	11	1	19	0	0	2956.12102868847
1	13	0	78	0	0	2957.283713802422
1	13	1	22	0	0	2957.283713802422
3	7	0	80	0	0	2960.751373802106
3	7	1	20	0	0	2960.751373802106
13	3	0	84	0	0	2961.4078829992973
13	3	1	16	0	0	2961.4078829992973
2	7	0	76	0	0	2965.637645824691
2	7	1	24	0	0	2965.637645824691
3	4	0	77	0	0	2966.026821936025
3	4	1	23	0	0	2966.026821936025
11	5	0	79	0	0	2966.422261379149
11	5	1	21	0	0	2966.422261379149
6	10	0	82	0	0	2971.72902661757
6	10	1	18	0	0	2971.72902661757
11	14	0	83	0	0	2972.616808520992
11	14	1	17	0	0	2972.616808520992
5	11	0	72	0	0	2977.064559337602
5	11	1	28	0	0	2977.064559337602
8	6	0	79	0	0	2977.1539550420484
8	6	1	21	0	0	2977.1539550420484
14	13	0	78	0	0	2983.5970126347365
14	13	1	22	0	0	2983.5970126347365
5	3	0	82	0	0	2987.645358509005
5	3	1	18	0	0	2987.645358509005
11	4	0	83	0	0	2992.164229080016
11	4	1	17	0	0	2992.164229080016
10	3	0	76	0	0	2995.643763616546
10	3	1	24	0	0	2995.643763616546
1	9	0	83	0	0	2995.6672305276147
1	9	1	17	0	0	2995.6672305276147
12	6	0	84	0	0	3000.6390412787227
12	6	1	16	0	0	3000.6390412787227
9	14	0	77	0	0	3001.1835101254733
9	14	1	23	0	0	3001.1835101254733
2	1	0	76	0	0	3002.8276219083946
2	1	1	24	0	0	3002.8276219083946
7	10	0	83	0	0	3009.4223777761135
7	10	1	17	0	0	3009.4223777761135
7	9	0	83	0	0	3010.319526783767
7	9	1	17	0	0	3010.319526783767
11	13	0	74	0	0	3011.527690739779
11	13	1	26	0	0	3011.527690739779
1	2	0	82	0	0	3013.4699463422494
1	2	1	18	0	0	3013.4699463422494
