03-10-2015 13-33-06
Blocking per SRC-DST nodes

S	D	T	Req	Blocked	U	SimTime
4	3	1	21	0	0	970.2101558134489
12	1	0	88	0	0	973.0977244427351
12	1	1	12	0	0	973.0977244427351
2	11	0	76	0	0	975.4413939900647
2	11	1	24	5	5	975.4413939900647
9	13	0	81	0	0	976.4934933720242
9	13	1	19	4	4	976.4934933720242
4	9	0	79	0	0	976.5650006309086
4	9	1	21	0	0	976.5650006309086
12	13	0	79	0	0	982.1118508529999
12	13	1	21	1	1	982.1118508529999
10	1	0	79	0	0	983.3890685697925
10	1	1	21	1	1	983.3890685697925
11	12	0	76	0	0	992.0500868290464
11	12	1	24	0	0	992.0500868290464
11	9	0	75	0	0	995.4310100268684
11	9	1	25	0	0	995.4310100268684
12	6	0	83	0	0	1009.1683818202688
12	6	1	17	0	0	1009.1683818202688
11	10	0	81	0	0	1015.1766784686929
11	10	1	19	0	0	1015.1766784686929
5	10	0	76	0	0	1020.9352733594569
5	10	1	24	0	0	1020.9352733594569
7	12	0	85	0	0	1040.3170022496993
7	12	1	15	0	0	1040.3170022496993
1	7	0	79	0	0	1040.4887145296468
1	7	1	21	1	1	1040.4887145296468
4	8	0	76	0	0	1045.8678902541594
4	8	1	24	0	0	1045.8678902541594
6	1	0	73	0	0	1051.6921165056156
6	1	1	27	0	0	1051.6921165056156
12	3	0	76	0	0	1164.1526735511654
12	3	1	24	0	0	1164.1526735511654
5	1	0	80	0	0	1169.456597172892
5	1	1	20	0	0	1169.456597172892
3	12	0	84	0	0	1178.202823927263
3	12	1	16	0	0	1178.202823927263
6	13	0	80	0	0	1179.6036959731673
6	13	1	20	0	0	1179.6036959731673
1	3	0	85	0	0	1180.60213396967
1	3	1	15	0	0	1180.60213396967
2	13	0	73	0	0	1182.0071968553796
2	13	1	27	0	0	1182.0071968553796
13	7	0	80	0	0	1189.952771731006
13	7	1	20	0	0	1189.952771731006
3	6	0	76	0	0	1190.188171645335
3	6	1	24	0	0	1190.188171645335
8	4	0	77	0	0	1193.816152050667
8	4	1	23	0	0	1193.816152050667
1	4	0	78	0	0	1204.6279003229909
1	4	1	22	0	0	1204.6279003229909
3	8	0	81	0	0	1209.6231186628393
3	8	1	19	0	0	1209.6231186628393
12	7	0	70	0	0	1210.8277810322347
12	7	1	30	1	1	1210.8277810322347
11	7	0	84	0	0	1218.781316971938
11	7	1	16	1	1	1218.781316971938
14	8	0	75	0	0	1220.8835896782455
14	8	1	25	0	0	1220.8835896782455
6	11	0	81	0	0	1221.82645951844
6	11	1	19	1	1	1221.82645951844
9	7	0	81	0	0	1224.226311407882
9	7	1	19	0	0	1224.226311407882
12	14	0	81	0	0	1226.3567152468886
12	14	1	19	0	0	1226.3567152468886
10	12	0	81	0	0	1231.21723814353
10	12	1	19	0	0	1231.21723814353
11	8	0	82	0	0	1232.6704489394845
11	8	1	18	3	3	1232.6704489394845
10	7	0	82	0	0	1235.3367465468657
10	7	1	18	0	0	1235.3367465468657
11	1	0	84	0	0	1238.910549081469
11	1	1	16	4	4	1238.910549081469
7	5	0	78	0	0	1240.8574014178034
7	5	1	22	0	0	1240.8574014178034
9	5	0	78	0	0	1241.1572546566053
9	5	1	22	0	0	1241.1572546566053
14	2	0	79	0	0	1241.9607530603068
14	2	1	21	0	0	1241.9607530603068
6	12	0	76	0	0	1242.5942386033466
6	12	1	24	6	6	1242.5942386033466
13	9	0	80	0	0	1243.1650839639942
13	9	1	20	2	2	1243.1650839639942
14	10	0	85	2	2	1243.2774134379008
14	10	1	15	4	4	1243.2774134379008
11	6	0	82	0	0	1244.0721355996513
11	6	1	18	2	2	1244.0721355996513
14	5	0	82	2	2	1247.2905974730058
14	5	1	18	2	2	1247.2905974730058
10	11	0	76	0	0	1248.0517255290843
10	11	1	24	0	0	1248.0517255290843
2	3	0	74	0	0	1251.0793579224521
2	3	1	26	0	0	1251.0793579224521
4	14	0	82	0	0	1252.228583681157
4	14	1	18	0	0	1252.228583681157
7	1	0	76	0	0	1254.3168806320143
7	1	1	24	0	0	1254.3168806320143
5	12	0	85	0	0	1254.9620481912734
5	12	1	15	0	0	1254.9620481912734
10	9	0	84	0	0	1257.5207212200119
10	9	1	16	0	0	1257.5207212200119
1	6	0	77	0	0	1260.1608399946874
1	6	1	23	0	0	1260.1608399946874
4	7	0	90	0	0	1260.8087724638945
4	7	1	10	0	0	1260.8087724638945
12	5	0	82	0	0	1260.8485595144352
12	5	1	18	0	0	1260.8485595144352
9	1	0	80	0	0	1266.3477934805212
9	1	1	20	0	0	1266.3477934805212
13	3	0	76	0	0	1266.7344104390313
13	3	1	24	0	0	1266.7344104390313
3	1	0	78	0	0	1266.831924138688
3	1	1	22	0	0	1266.831924138688
7	6	0	84	0	0	1268.296396115042
7	6	1	16	5	5	1268.296396115042
8	11	0	79	0	0	1268.6197144053403
8	11	1	21	4	4	1268.6197144053403
5	14	0	82	0	0	1270.7870982267173
5	14	1	18	2	2	1270.7870982267173
5	2	0	78	0	0	1271.3843415743024
5	2	1	22	1	1	1271.3843415743024
5	9	0	81	0	0	1272.0208151146494
5	9	1	19	0	0	1272.0208151146494
13	14	0	76	0	0	1273.2354397596396
13	14	1	24	0	0	1273.2354397596396
14	6	0	78	0	0	1274.5352661308734
14	6	1	22	0	0	1274.5352661308734
11	13	0	82	0	0	1274.9039905284835
11	13	1	18	2	2	1274.9039905284835
3	14	0	84	0	0	1275.146730751892
3	14	1	16	0	0	1275.146730751892
2	6	0	76	0	0	1275.8977084072317
2	6	1	24	0	0	1275.8977084072317
7	14	0	79	0	0	1276.9724136443258
7	14	1	21	1	1	1276.9724136443258
13	5	0	78	0	0	1278.858038114768
13	5	1	22	0	0	1278.858038114768
7	4	0	78	0	0	1279.277603298548
7	4	1	22	0	0	1279.277603298548
2	5	0	85	0	0	1280.1887739347185
2	5	1	15	0	0	1280.1887739347185
2	12	0	75	0	0	1280.7251059733194
2	12	1	25	0	0	1280.7251059733194
7	11	0	80	0	0	1281.144755766287
7	11	1	20	0	0	1281.144755766287
12	10	0	83	0	0	1281.596720524193
12	10	1	17	0	0	1281.596720524193
4	2	0	80	0	0	1282.632200466003
4	2	1	20	0	0	1282.632200466003
4	1	0	84	0	0	1283.8140542625758
4	1	1	16	1	1	1283.8140542625758
8	13	0	73	0	0	1284.9619451305264
8	13	1	27	0	0	1284.9619451305264
12	9	0	83	0	0	1288.2912510748774
12	9	1	17	0	0	1288.2912510748774
11	2	0	76	0	0	1288.319408112584
11	2	1	24	7	7	1288.319408112584
11	14	0	72	0	0	1288.8207260336671
11	14	1	28	7	7	1288.8207260336671
13	11	0	75	0	0	1290.2714657414028
13	11	1	25	0	0	1290.2714657414028
6	7	0	75	0	0	1290.4528346367165
6	7	1	25	5	5	1290.4528346367165
4	10	0	74	0	0	1290.7392113052233
4	10	1	26	0	0	1290.7392113052233
5	6	0	83	0	0	1291.8771412839187
5	6	1	17	4	4	1291.8771412839187
6	9	0	77	0	0	1292.1439996769316
6	9	1	23	4	4	1292.1439996769316
13	10	0	79	0	0	1294.0416426284912
13	10	1	21	0	0	1294.0416426284912
9	10	0	75	0	0	1295.5803952925037
9	10	1	25	0	0	1295.5803952925037
10	4	0	86	0	0	1296.9617280857292
10	4	1	14	0	0	1296.9617280857292
12	8	0	80	0	0	1297.4218041689542
12	8	1	20	0	0	1297.4218041689542
8	10	0	79	0	0	1297.6371826316051
8	10	1	21	6	6	1297.6371826316051
1	14	0	87	0	0	1297.9197174026292
1	14	1	13	0	0	1297.9197174026292
6	2	0	74	0	0	1300.287286843925
6	2	1	26	0	0	1300.287286843925
7	9	0	74	0	0	1300.3457644747093
7	9	1	26	0	0	1300.3457644747093
14	3	0	75	0	0	1300.3684253528443
14	3	1	25	1	1	1300.3684253528443
5	8	0	77	0	0	1301.9144303134572
5	8	1	23	7	7	1301.9144303134572
8	7	0	80	0	0	1302.4461725148874
8	7	1	20	1	1	1302.4461725148874
8	5	0	76	0	0	1303.8581952482507
8	5	1	24	8	8	1303.8581952482507
13	4	0	82	0	0	1305.95470761201
13	4	1	18	0	0	1305.95470761201
7	3	0	78	0	0	1306.065097232498
7	3	1	22	0	0	1306.065097232498
14	9	0	84	0	0	1310.6526455373448
14	9	1	16	7	7	1310.6526455373448
6	8	0	78	0	0	1311.0883071234946
6	8	1	22	0	0	1311.0883071234946
5	3	0	84	0	0	1311.5126666610859
5	3	1	16	0	0	1311.5126666610859
13	8	0	78	0	0	1311.782466402009
13	8	1	22	0	0	1311.782466402009
2	1	0	81	0	0	1311.9651719172955
2	1	1	19	0	0	1311.9651719172955
2	4	0	82	0	0	1314.8989950233959
2	4	1	18	0	0	1314.8989950233959
10	2	0	81	0	0	1315.6957151394759
10	2	1	19	0	0	1315.6957151394759
3	7	0	79	0	0	1317.6968431419493
3	7	1	21	0	0	1317.6968431419493
9	11	0	77	0	0	1318.7649732937477
9	11	1	23	0	0	1318.7649732937477
2	14	0	82	0	0	1320.7211635129897
2	14	1	18	0	0	1320.7211635129897
14	4	0	82	0	0	1320.8025182312454
14	4	1	18	0	0	1320.8025182312454
14	1	0	76	0	0	1321.4196864399494
14	1	1	24	0	0	1321.4196864399494
6	5	0	79	0	0	1323.748668191816
6	5	1	21	2	2	1323.748668191816
13	2	0	75	0	0	1325.0803654333345
13	2	1	25	0	0	1325.0803654333345
3	13	0	83	0	0	1325.885654691685
3	13	1	17	0	0	1325.885654691685
2	10	0	82	0	0	1326.1530286811637
2	10	1	18	0	0	1326.1530286811637
8	2	0	77	0	0	1327.613603052605
8	2	1	23	2	2	1327.613603052605
5	7	0	86	0	0	1327.8694635154866
5	7	1	14	1	1	1327.8694635154866
1	12	0	80	0	0	1329.2357877991217
1	12	1	20	0	0	1329.2357877991217
13	1	0	84	0	0	1330.4275877414905
13	1	1	16	0	0	1330.4275877414905
10	8	0	81	0	0	1332.3320046381396
10	8	1	19	2	2	1332.3320046381396
11	4	0	73	0	0	1333.6681887875911
11	4	1	27	0	0	1333.6681887875911
2	9	0	80	0	0	1335.29915788914
2	9	1	20	0	0	1335.29915788914
5	11	0	75	0	0	1335.80728145731
5	11	1	25	0	0	1335.80728145731
6	14	0	79	0	0	1336.027719521633
6	14	1	21	0	0	1336.027719521633
6	10	0	74	0	0	1337.2850835982513
6	10	1	26	3	3	1337.2850835982513
14	7	0	84	0	0	1337.943225002086
14	7	1	16	0	0	1337.943225002086
3	5	0	78	0	0	1338.280122508433
3	5	1	22	0	0	1338.280122508433
13	6	0	85	0	0	1338.330049547343
13	6	1	15	0	0	1338.330049547343
10	5	0	79	0	0	1338.3506628993123
10	5	1	21	0	0	1338.3506628993123
14	12	0	80	0	0	1339.591282674083
14	12	1	20	1	1	1339.591282674083
1	9	0	73	0	0	1340.3480363848344
1	9	1	27	0	0	1340.3480363848344
1	11	0	83	1	1	1342.5622582433066
1	11	1	17	4	4	1342.5622582433066
1	2	0	80	0	0	1346.447620655375
1	2	1	20	0	0	1346.447620655375
14	13	0	75	0	0	1346.9420184298094
14	13	1	25	0	0	1346.9420184298094
1	13	0	82	0	0	1347.5295852660352
1	13	1	18	0	0	1347.5295852660352
9	8	0	79	0	0	1348.0427298021984
9	8	1	21	5	5	1348.0427298021984
2	8	0	89	0	0	1348.8446040386305
2	8	1	11	1	1	1348.8446040386305
9	14	0	87	0	0	1349.594166040921
9	14	1	13	1	1	1349.594166040921
7	13	0	86	0	0	1349.7138210780552
7	13	1	14	0	0	1349.7138210780552
2	7	0	72	0	0	1350.6573962695181
2	7	1	28	1	1	1350.6573962695181
4	6	0	78	0	0	1350.7921854217461
4	6	1	22	5	5	1350.7921854217461
11	3	0	82	0	0	1351.2361739859398
11	3	1	18	4	4	1351.2361739859398
9	12	0	80	0	0	1351.2804452717394
9	12	1	20	0	0	1351.2804452717394
13	12	0	78	0	0	1351.7889112703074
13	12	1	22	0	0	1351.7889112703074
10	14	0	69	0	0	1353.4959587227959
10	14	1	31	7	7	1353.4959587227959
11	9	0	86	0	0	1354.4652676531855
11	9	1	14	0	0	1354.4652676531855
11	5	0	80	0	0	1355.062272487892
11	5	1	20	0	0	1355.062272487892
12	11	0	82	0	0	1355.3871180186527
12	11	1	18	0	0	1355.3871180186527
9	2	0	81	0	0	1355.680711984023
9	2	1	19	0	0	1355.680711984023
3	9	0	79	0	0	1356.2031542852903
3	9	1	21	2	2	1356.2031542852903
7	2	0	81	0	0	1359.189364731584
7	2	1	19	0	0	1359.189364731584
8	14	0	80	0	0	1360.0105808678725
8	14	1	20	0	0	1360.0105808678725
3	2	0	85	0	0	1360.6189343074154
3	2	1	15	1	1	1360.6189343074154
4	12	0	80	0	0	1363.0026942437814
4	12	1	20	0	0	1363.0026942437814
8	6	0	81	0	0	1364.0648289993967
8	6	1	19	0	0	1364.0648289993967
5	13	0	85	0	0	1365.598858412217
5	13	1	15	0	0	1365.598858412217
5	4	0	77	0	0	1367.1756806145756
5	4	1	23	0	0	1367.1756806145756
10	13	0	81	0	0	1367.849651003253
10	13	1	19	0	0	1367.849651003253
1	5	0	83	0	0	1368.9620086828195
1	5	1	17	0	0	1368.9620086828195
8	9	0	78	0	0	1369.3407672705052
8	9	1	22	6	6	1369.3407672705052
12	2	0	82	0	0	1370.5426090719893
12	2	1	18	0	0	1370.5426090719893
4	11	0	87	0	0	1372.5437682964568
4	11	1	13	0	0	1372.5437682964568
8	1	0	84	0	0	1372.8637054834387
8	1	1	16	0	0	1372.8637054834387
3	10	0	75	0	0	1373.0680696370348
3	10	1	25	0	0	1373.0680696370348
10	6	0	78	0	0	1374.84117301623
10	6	1	22	2	2	1374.84117301623
14	11	0	77	0	0	1375.2695980118397
14	11	1	23	7	7	1375.2695980118397
9	4	0	83	0	0	1375.4187430255377
9	4	1	17	0	0	1375.4187430255377
6	3	0	79	0	0	1375.5295006745166
6	3	1	21	0	0	1375.5295006745166
7	10	0	74	0	0	1378.6458066531684
7	10	1	26	0	0	1378.6458066531684
4	5	0	85	0	0	1384.0831452279726
4	5	1	15	0	0	1384.0831452279726
10	3	0	82	0	0	1384.2224984211393
10	3	1	18	2	2	1384.2224984211393
1	8	0	79	0	0	1384.7191373979297
1	8	1	21	0	0	1384.7191373979297
1	10	0	83	0	0	1384.8784182667341
1	10	1	17	0	0	1384.8784182667341
6	4	0	80	0	0	1385.2271600550898
6	4	1	20	5	5	1385.2271600550898
7	8	0	80	0	0	1387.3225973680094
7	8	1	20	1	1	1387.3225973680094
3	11	0	88	0	0	1388.8742611225987
3	11	1	12	2	2	1388.8742611225987
12	4	0	81	0	0	1389.855596367624
12	4	1	19	0	0	1389.855596367624
9	6	0	84	0	0	1390.8377154380587
9	6	1	16	1	1	1390.8377154380587
4	3	0	77	0	0	1392.9686144540988
4	3	1	23	0	0	1392.9686144540988
4	13	0	82	0	0	1393.8436466339188
4	13	1	18	1	1	1393.8436466339188
12	6	0	77	0	0	1396.822319013943
12	6	1	23	0	0	1396.822319013943
3	4	0	78	0	0	1396.9425883467945
3	4	1	22	0	0	1396.9425883467945
9	13	0	77	0	0	1399.3140634548436
9	13	1	23	1	1	1399.3140634548436
2	11	0	82	0	0	1401.0991392703306
2	11	1	18	6	6	1401.0991392703306
9	3	0	77	0	0	1403.0401808778674
9	3	1	23	4	4	1403.0401808778674
8	3	0	77	0	0	1406.3203274557068
8	3	1	23	0	0	1406.3203274557068
4	9	0	79	0	0	1420.1365392250684
4	9	1	21	0	0	1420.1365392250684
8	12	0	80	0	0	1433.2520390614407
8	12	1	20	0	0	1433.2520390614407
11	10	0	87	0	0	1452.0401565410543
11	10	1	13	0	0	1452.0401565410543
11	12	0	86	0	0	1463.57650006518
11	12	1	14	0	0	1463.57650006518
7	12	0	79	0	0	1465.3459551827546
7	12	1	21	0	0	1465.3459551827546
12	1	0	87	0	0	1476.5426445955854
12	1	1	13	0	0	1476.5426445955854
10	1	0	82	0	0	1478.8649607450639
10	1	1	18	0	0	1478.8649607450639
1	7	0	74	0	0	1479.6648112613364
1	7	1	26	2	2	1479.6648112613364
12	13	0	85	0	0	1490.7985049143974
12	13	1	15	0	0	1490.7985049143974
5	1	0	76	0	0	1524.0687341006528
5	1	1	24	1	1	1524.0687341006528
5	10	0	84	0	0	1529.4880172643698
5	10	1	16	0	0	1529.4880172643698
6	1	0	78	0	0	1548.07725289964
6	1	1	22	0	0	1548.07725289964
6	13	0	81	0	0	1554.3113873380005
6	13	1	19	2	2	1554.3113873380005
4	8	0	84	0	0	1562.587796552752
4	8	1	16	0	0	1562.587796552752
1	4	0	74	0	0	1582.3417519205773
1	4	1	26	2	2	1582.3417519205773
12	3	0	78	0	0	1596.0031030443104
12	3	1	22	0	0	1596.0031030443104
9	1	0	84	0	0	1600.6834906098725
9	1	1	16	0	0	1600.6834906098725
1	3	0	79	0	0	1601.0803033260772
1	3	1	21	1	1	1601.0803033260772
14	2	0	79	0	0	1604.6282518885757
14	2	1	21	0	0	1604.6282518885757
3	6	0	83	0	0	1609.403793893381
3	6	1	17	0	0	1609.403793893381
13	14	0	76	0	0	1615.196541150233
13	14	1	24	0	0	1615.196541150233
7	1	0	71	0	0	1624.4520573085415
7	1	1	29	1	1	1624.4520573085415
11	6	0	80	0	0	1626.5451549883653
11	6	1	20	1	1	1626.5451549883653
6	11	0	80	0	0	1627.6553369962658
6	11	1	20	1	1	1627.6553369962658
7	5	0	76	0	0	1633.0521737789272
7	5	1	24	1	1	1633.0521737789272
8	4	0	78	0	0	1633.324852653138
8	4	1	22	3	3	1633.324852653138
2	13	0	74	0	0	1633.5123862072203
2	13	1	26	0	0	1633.5123862072203
12	7	0	74	0	0	1641.2481070614979
12	7	1	26	0	0	1641.2481070614979
10	4	0	88	0	0	1641.6753902872847
10	4	1	12	0	0	1641.6753902872847
3	12	0	80	0	0	1648.0246430886325
3	12	1	20	0	0	1648.0246430886325
11	1	0	80	0	0	1648.3552857396173
11	1	1	20	3	3	1648.3552857396173
13	10	0	77	0	0	1652.160849325168
13	10	1	23	1	1	1652.160849325168
10	12	0	81	0	0	1652.6176276640106
10	12	1	19	0	0	1652.6176276640106
8	7	0	85	0	0	1653.298223489609
8	7	1	15	3	3	1653.298223489609
10	7	0	78	0	0	1655.816673859038
10	7	1	22	0	0	1655.816673859038
6	7	0	82	0	0	1656.1163110378216
6	7	1	18	4	4	1656.1163110378216
2	3	0	78	0	0	1656.9748280085312
2	3	1	22	1	1	1656.9748280085312
2	9	0	79	0	0	1662.185635739058
2	9	1	21	1	1	1662.185635739058
14	8	0	78	0	0	1662.325754395316
14	8	1	22	0	0	1662.325754395316
5	8	0	78	0	0	1663.669292842911
5	8	1	22	5	5	1663.669292842911
11	8	0	83	0	0	1665.309084807843
11	8	1	17	7	7	1665.309084807843
5	2	0	79	0	0	1668.8622747759855
5	2	1	21	0	0	1668.8622747759855
4	7	0	80	0	0	1669.1697272577167
4	7	1	20	0	0	1669.1697272577167
4	2	0	82	0	0	1669.5640641312775
4	2	1	18	1	1	1669.5640641312775
7	6	0	81	1	1	1670.5094269481326
7	6	1	19	5	5	1670.5094269481326
3	1	0	78	0	0	1672.5310089893198
3	1	1	22	0	0	1672.5310089893198
3	8	0	72	0	0	1674.8251416142227
3	8	1	28	0	0	1674.8251416142227
2	6	0	79	0	0	1677.1499571697561
2	6	1	21	0	0	1677.1499571697561
9	7	0	77	0	0	1677.9968974531844
9	7	1	23	0	0	1677.9968974531844
1	6	0	79	0	0	1679.814122938653
1	6	1	21	1	1	1679.814122938653
9	2	0	75	0	0	1685.9318270758731
9	2	1	25	0	0	1685.9318270758731
7	11	0	84	0	0	1686.9201702269506
7	11	1	16	0	0	1686.9201702269506
5	12	0	83	0	0	1692.3239071666094
5	12	1	17	0	0	1692.3239071666094
12	5	0	80	0	0	1694.4293021019344
12	5	1	20	0	0	1694.4293021019344
13	5	0	77	0	0	1694.8018574542928
13	5	1	23	0	0	1694.8018574542928
11	7	0	82	0	0	1696.0113449771995
11	7	1	18	0	0	1696.0113449771995
11	2	0	71	0	0	1698.2732524133248
11	2	1	29	4	4	1698.2732524133248
2	5	0	75	0	0	1698.3476258015182
2	5	1	25	0	0	1698.3476258015182
4	1	0	82	0	0	1698.4261470710935
4	1	1	18	0	0	1698.4261470710935
13	7	0	82	0	0	1700.1473698799657
13	7	1	18	0	0	1700.1473698799657
14	10	0	83	0	0	1701.604792665778
14	10	1	17	2	2	1701.604792665778
13	9	0	76	0	0	1705.5551269121788
13	9	1	24	2	2	1705.5551269121788
6	12	0	88	0	0	1705.964572561846
6	12	1	12	2	2	1705.964572561846
1	14	0	77	0	0	1706.9242933110145
1	14	1	23	0	0	1706.9242933110145
6	2	0	79	0	0	1710.1596792578293
6	2	1	21	0	0	1710.1596792578293
12	14	0	85	0	0	1710.92002325344
12	14	1	15	1	1	1710.92002325344
9	5	0	79	0	0	1711.3098366621837
9	5	1	21	0	0	1711.3098366621837
4	14	0	78	0	0	1711.511370698928
4	14	1	22	2	2	1711.511370698928
1	11	0	76	0	0	1711.6443631753405
1	11	1	24	4	4	1711.6443631753405
14	3	0	82	0	0	1714.5148345652613
14	3	1	18	2	2	1714.5148345652613
2	4	0	77	0	0	1716.927172475007
2	4	1	23	0	0	1716.927172475007
2	10	0	76	0	0	1716.974731752008
2	10	1	24	0	0	1716.974731752008
7	4	0	81	0	0	1717.2036988865013
7	4	1	19	0	0	1717.2036988865013
3	13	0	69	0	0	1718.139009459492
3	13	1	31	0	0	1718.139009459492
6	9	0	81	0	0	1718.8138516631168
6	9	1	19	1	1	1718.8138516631168
14	12	0	86	0	0	1723.4770110868797
14	12	1	14	0	0	1723.4770110868797
8	11	0	79	0	0	1726.2072625119656
8	11	1	21	4	4	1726.2072625119656
14	6	0	80	0	0	1726.7147932897512
14	6	1	20	0	0	1726.7147932897512
10	5	0	77	0	0	1730.5840454801357
10	5	1	23	0	0	1730.5840454801357
13	2	0	82	0	0	1732.5173371384858
13	2	1	18	0	0	1732.5173371384858
12	10	0	81	0	0	1733.4676150156233
12	10	1	19	0	0	1733.4676150156233
4	10	0	82	0	0	1734.2841624263037
4	10	1	18	0	0	1734.2841624263037
8	13	0	81	0	0	1735.0729019024106
8	13	1	19	0	0	1735.0729019024106
14	5	0	79	0	0	1735.344987430072
14	5	1	21	5	5	1735.344987430072
2	8	0	86	0	0	1736.9123094467861
2	8	1	14	1	1	1736.9123094467861
10	11	0	75	0	0	1737.3700011438261
10	11	1	25	0	0	1737.3700011438261
5	9	0	83	0	0	1738.1305727959202
5	9	1	17	0	0	1738.1305727959202
7	14	0	82	0	0	1738.5231736962157
7	14	1	18	3	3	1738.5231736962157
7	3	0	89	0	0	1738.6317033164878
7	3	1	11	2	2	1738.6317033164878
5	7	0	73	0	0	1738.6382383475268
5	7	1	27	1	1	1738.6382383475268
13	11	0	69	0	0	1738.6961235913811
13	11	1	31	4	4	1738.6961235913811
9	8	0	77	0	0	1739.1566599663965
9	8	1	23	5	5	1739.1566599663965
6	5	0	79	0	0	1739.4960362401505
6	5	1	21	5	5	1739.4960362401505
12	9	0	77	0	0	1740.6255512204536
12	9	1	23	0	0	1740.6255512204536
12	8	0	83	0	0	1743.5274876608694
12	8	1	17	0	0	1743.5274876608694
2	12	0	74	0	0	1745.8555504873714
2	12	1	26	0	0	1745.8555504873714
9	11	0	74	0	0	1748.135311360432
9	11	1	26	0	0	1748.135311360432
5	14	0	77	0	0	1749.1217216977857
5	14	1	23	6	6	1749.1217216977857
4	5	0	74	0	0	1749.2966231683565
4	5	1	26	0	0	1749.2966231683565
10	9	0	80	0	0	1749.4567116566147
10	9	1	20	0	0	1749.4567116566147
11	3	0	80	0	0	1749.7093379495466
11	3	1	20	6	6	1749.7093379495466
6	8	0	84	0	0	1750.995414333924
6	8	1	16	0	0	1750.995414333924
1	5	0	84	0	0	1752.4474913179747
1	5	1	16	0	0	1752.4474913179747
3	9	0	81	0	0	1753.9362478796868
3	9	1	19	5	5	1753.9362478796868
4	6	0	82	0	0	1754.2962134410075
4	6	1	18	6	6	1754.2962134410075
10	8	0	76	0	0	1755.1233736864792
10	8	1	24	3	3	1755.1233736864792
3	14	0	70	0	0	1755.8110294192845
3	14	1	30	0	0	1755.8110294192845
5	6	0	77	0	0	1757.934141623542
5	6	1	23	4	4	1757.934141623542
9	4	0	77	0	0	1759.0555416128348
9	4	1	23	0	0	1759.0555416128348
1	12	0	83	0	0	1759.3686202877966
1	12	1	17	0	0	1759.3686202877966
14	1	0	76	0	0	1759.568451802306
14	1	1	24	0	0	1759.568451802306
13	4	0	84	0	0	1762.2205619386082
13	4	1	16	1	1	1762.2205619386082
2	14	0	78	0	0	1762.533930904718
2	14	1	22	0	0	1762.533930904718
14	4	0	79	0	0	1762.877984496396
14	4	1	21	0	0	1762.877984496396
3	5	0	83	0	0	1763.3913376711637
3	5	1	17	0	0	1763.3913376711637
9	10	0	75	0	0	1763.6831334333
9	10	1	25	0	0	1763.6831334333
13	6	0	79	0	0	1763.718097563603
13	6	1	21	0	0	1763.718097563603
8	10	0	79	0	0	1763.8074774233858
8	10	1	21	5	5	1763.8074774233858
1	10	0	89	0	0	1764.8427735775704
1	10	1	11	0	0	1764.8427735775704
13	8	0	80	0	0	1766.0856424068284
13	8	1	20	0	0	1766.0856424068284
8	2	0	82	0	0	1769.8445768772012
8	2	1	18	1	1	1769.8445768772012
5	4	0	81	0	0	1771.1451907435055
5	4	1	19	0	0	1771.1451907435055
11	9	0	79	0	0	1771.1695903482719
11	9	1	21	0	0	1771.1695903482719
14	11	0	81	0	0	1773.6700347375297
14	11	1	19	5	5	1773.6700347375297
1	13	0	78	0	0	1774.367644790183
1	13	1	22	0	0	1774.367644790183
3	7	0	80	0	0	1776.4482377606282
3	7	1	20	2	2	1776.4482377606282
13	3	0	84	0	0	1776.8421427054157
13	3	1	16	0	0	1776.8421427054157
2	7	0	76	0	0	1779.379996705515
2	7	1	24	1	1	1779.379996705515
3	4	0	77	0	0	1779.6135020323334
3	4	1	23	0	0	1779.6135020323334
11	5	0	79	0	0	1779.8507653527622
11	5	1	21	0	0	1779.8507653527622
6	10	0	82	0	0	1783.034819859799
6	10	1	18	3	3	1783.034819859799
11	14	0	83	0	0	1783.567488226295
11	14	1	17	4	4	1783.567488226295
5	11	0	72	0	0	1786.2361348306679
5	11	1	28	0	0	1786.2361348306679
8	6	0	79	0	0	1786.2897721752497
8	6	1	21	0	0	1786.2897721752497
14	13	0	78	0	0	1790.1556011021944
14	13	1	22	0	0	1790.1556011021944
5	3	0	82	0	0	1792.5846050900943
5	3	1	18	0	0	1792.5846050900943
11	4	0	83	0	0	1795.2959234850287
11	4	1	17	0	0	1795.2959234850287
10	3	0	76	0	0	1797.383641167204
10	3	1	24	0	0	1797.383641167204
1	9	0	83	0	0	1797.397721293352
1	9	1	17	0	0	1797.397721293352
12	6	0	84	0	0	1800.380803400625
12	6	1	16	0	0	1800.380803400625
9	14	0	77	0	0	1800.7074842330176
9	14	1	23	3	3	1800.7074842330176
2	1	0	76	0	0	1801.69394986647
2	1	1	24	0	0	1801.69394986647
7	10	0	83	0	0	1805.6507976259109
7	10	1	17	0	0	1805.6507976259109
7	9	0	83	0	0	1806.189086246751
7	9	1	17	0	0	1806.189086246751
11	13	0	74	0	0	1806.9139835649132
11	13	1	26	5	5	1806.9139835649132
1	2	0	82	0	0	1808.0793352296314
1	2	1	18	0	0	1808.0793352296314
4	11	0	76	0	0	1808.6130930199477
4	11	1	24	2	2	1808.6130930199477
9	12	0	76	0	0	1809.2518682091898
9	12	1	24	0	0	1809.2518682091898
6	14	0	80	0	0	1809.873858508452
6	14	1	20	0	0	1809.873858508452
10	14	0	85	0	0	1811.7816011006994
10	14	1	15	2	2	1811.7816011006994
14	7	0	79	0	0	1814.636761110729
14	7	1	21	0	0	1814.636761110729
