03-10-2015 16-21-05
Blocking per SRC-DST nodes

S	D	T	Req	Blocked	U	SimTime
5	11	0	77	0	0	336.69456746380524
5	11	1	23	0	0	336.69456746380524
2	13	0	80	0	0	336.7031045413415
2	13	1	20	0	0	336.7031045413415
13	5	0	79	0	0	337.63443720726906
13	5	1	21	0	0	337.63443720726906
7	3	0	83	0	0	337.7006452407477
7	3	1	17	3	3	337.7006452407477
9	2	0	87	0	0	338.195422772537
9	2	1	13	1	1	338.195422772537
14	8	0	79	0	0	338.3433759278422
14	8	1	21	1	1	338.3433759278422
11	3	0	73	0	0	339.0582386642584
11	3	1	27	5	5	339.0582386642584
10	11	0	75	0	0	339.2162926960457
10	11	1	25	0	0	339.2162926960457
9	3	0	76	0	0	339.25819130268644
9	3	1	24	5	5	339.25819130268644
5	2	0	80	0	0	339.6499951740102
5	2	1	20	0	0	339.6499951740102
14	11	0	79	1	1	340.04247674299046
14	11	1	21	13	13	340.04247674299046
12	11	0	84	0	0	340.19751306564456
12	11	1	16	0	0	340.19751306564456
8	11	0	81	0	0	340.8296533501574
8	11	1	19	6	6	340.8296533501574
1	10	0	79	0	0	341.49938203882766
1	10	1	21	1	1	341.49938203882766
4	5	0	84	0	0	342.0214954522956
4	5	1	16	0	0	342.0214954522956
5	13	0	66	0	0	342.1335997978352
5	13	1	34	1	1	342.1335997978352
1	4	0	85	0	0	342.62798772640986
1	4	1	15	4	4	342.62798772640986
9	10	0	78	0	0	342.65607951175593
9	10	1	22	0	0	342.65607951175593
13	3	0	79	0	0	343.2190402953997
13	3	1	21	0	0	343.2190402953997
3	12	0	88	0	0	343.22369261855505
3	12	1	12	0	0	343.22369261855505
3	8	0	83	0	0	344.5128159704602
3	8	1	17	0	0	344.5128159704602
8	9	0	79	1	1	344.95101756490936
8	9	1	21	9	9	344.95101756490936
7	14	0	88	0	0	345.4676549059813
7	14	1	12	0	0	345.4676549059813
3	10	0	80	0	0	345.99520065086597
3	10	1	20	1	1	345.99520065086597
6	14	0	82	0	0	346.9357026996144
6	14	1	18	0	0	346.9357026996144
1	9	0	80	0	0	347.19809455964725
1	9	1	20	2	2	347.19809455964725
14	2	0	81	0	0	347.2441572415397
14	2	1	19	0	0	347.2441572415397
7	4	0	82	0	0	347.7622201751514
7	4	1	18	0	0	347.7622201751514
11	2	0	86	0	0	347.7950485926834
11	2	1	14	6	6	347.7950485926834
13	8	0	70	0	0	348.4808374204059
13	8	1	30	0	0	348.4808374204059
5	6	0	89	0	0	349.10942457641397
5	6	1	11	2	2	349.10942457641397
11	6	0	83	0	0	349.22808232958664
11	6	1	17	0	0	349.22808232958664
6	9	0	76	0	0	349.9458055287203
6	9	1	24	5	5	349.9458055287203
9	5	0	81	0	0	350.3999870796775
9	5	1	19	1	1	350.3999870796775
2	1	0	79	0	0	351.2552972010952
2	1	1	21	0	0	351.2552972010952
12	3	0	80	0	0	351.4997823120306
12	3	1	20	0	0	351.4997823120306
13	14	0	82	0	0	351.80521162831997
13	14	1	18	0	0	351.80521162831997
11	4	0	72	0	0	352.49436084983614
11	4	1	28	1	1	352.49436084983614
10	7	0	80	0	0	353.2479845301014
10	7	1	20	0	0	353.2479845301014
1	2	0	74	0	0	353.6439766407469
1	2	1	26	0	0	353.6439766407469
5	3	0	75	0	0	353.7107999883028
5	3	1	25	0	0	353.7107999883028
2	4	0	80	0	0	354.5620041569324
2	4	1	20	4	4	354.5620041569324
13	6	0	75	0	0	354.9897065593557
13	6	1	25	4	4	354.9897065593557
9	14	0	82	0	0	356.78430216316406
9	14	1	18	5	5	356.78430216316406
7	2	0	79	0	0	356.78543040197485
7	2	1	21	0	0	356.78543040197485
4	14	0	76	0	0	356.9949765329763
4	14	1	24	2	2	356.9949765329763
8	4	0	78	0	0	357.2505932178612
8	4	1	22	1	1	357.2505932178612
3	1	0	89	0	0	357.5881136412874
3	1	1	11	1	1	357.5881136412874
3	11	0	73	0	0	358.5129649022835
3	11	1	27	11	11	358.5129649022835
1	11	0	87	1	1	359.21713268147766
1	11	1	13	4	4	359.21713268147766
14	13	0	79	0	0	359.6293457760133
14	13	1	21	0	0	359.6293457760133
13	4	0	87	0	0	360.37003699407063
13	4	1	13	1	1	360.37003699407063
1	12	0	79	0	0	360.889393266223
1	12	1	21	1	1	360.889393266223
2	9	0	78	0	0	361.1218274030336
2	9	1	22	6	6	361.1218274030336
3	9	0	79	0	0	361.4665055569382
3	9	1	21	5	5	361.4665055569382
6	10	0	74	0	0	361.7697526665011
6	10	1	26	3	3	361.7697526665011
7	8	0	78	0	0	362.74574396558626
7	8	1	22	3	3	362.74574396558626
6	4	0	71	1	1	362.8246442516748
6	4	1	29	14	14	362.8246442516748
4	11	0	83	0	0	363.243502252003
4	11	1	17	1	1	363.243502252003
14	5	0	78	1	1	363.7872509667157
14	5	1	22	10	10	363.7872509667157
9	7	0	82	0	0	364.7042554686376
9	7	1	18	0	0	364.7042554686376
7	9	0	77	0	0	365.6861036259224
7	9	1	23	0	0	365.6861036259224
7	10	0	86	0	0	365.74725866474614
7	10	1	14	0	0	365.74725866474614
8	2	0	80	0	0	365.9537826273173
8	2	1	20	2	2	365.9537826273173
1	14	0	87	0	0	366.1500946748967
1	14	1	13	0	0	366.1500946748967
9	12	0	71	0	0	367.14171402563125
9	12	1	29	0	0	367.14171402563125
14	1	0	79	0	0	369.0115658520026
14	1	1	21	0	0	369.0115658520026
2	10	0	78	0	0	370.11840244857007
2	10	1	22	4	4	370.11840244857007
10	14	0	82	1	1	370.242680332309
10	14	1	18	3	3	370.242680332309
4	9	0	77	0	0	372.103515970637
4	9	1	23	0	0	372.103515970637
14	4	0	80	0	0	372.43236569645006
14	4	1	20	1	1	372.43236569645006
8	1	0	71	0	0	372.59067715107864
8	1	1	29	1	1	372.59067715107864
9	6	0	83	0	0	372.6299865840169
9	6	1	17	2	2	372.6299865840169
9	4	0	83	0	0	374.47733188847
9	4	1	17	0	0	374.47733188847
3	2	0	85	0	0	374.5771039508322
3	2	1	15	3	3	374.5771039508322
3	5	0	84	0	0	374.6728497145659
3	5	1	16	0	0	374.6728497145659
5	8	0	82	1	1	375.07450410703484
5	8	1	18	3	3	375.07450410703484
10	2	0	82	0	0	375.2332995330388
10	2	1	18	2	2	375.2332995330388
11	5	0	77	0	0	376.3712762603104
11	5	1	23	0	0	376.3712762603104
8	3	0	83	0	0	377.16839599646795
8	3	1	17	0	0	377.16839599646795
10	8	0	83	0	0	378.39389976862884
10	8	1	17	5	5	378.39389976862884
9	8	0	77	0	0	378.87857282439114
9	8	1	23	8	8	378.87857282439114
1	13	0	80	0	0	379.3927650295136
1	13	1	20	0	0	379.3927650295136
2	14	0	75	0	0	380.31300587428814
2	14	1	25	0	0	380.31300587428814
5	7	0	80	0	0	380.4962940974921
5	7	1	20	0	0	380.4962940974921
12	13	0	80	0	0	380.54535678100723
12	13	1	20	1	1	380.54535678100723
5	4	0	74	0	0	380.7734760820945
5	4	1	26	1	1	380.7734760820945
6	5	0	75	0	0	381.1189047405586
6	5	1	25	10	10	381.1189047405586
12	4	0	82	0	0	381.4822144666009
12	4	1	18	0	0	381.4822144666009
13	2	0	75	0	0	381.9804325474597
13	2	1	25	0	0	381.9804325474597
5	9	0	77	0	0	385.8011546161903
5	9	1	23	0	0	385.8011546161903
13	9	0	81	0	0	386.09105128809557
13	9	1	19	0	0	386.09105128809557
4	3	0	85	0	0	386.80675887728927
4	3	1	15	0	0	386.80675887728927
12	8	0	77	0	0	387.62481645653565
12	8	1	23	0	0	387.62481645653565
8	7	0	78	0	0	388.03119001397334
8	7	1	22	4	4	388.03119001397334
12	10	0	84	0	0	388.05737799977067
12	10	1	16	2	2	388.05737799977067
13	1	0	80	0	0	388.87935117972614
13	1	1	20	0	0	388.87935117972614
14	12	0	79	0	0	389.5309647910732
14	12	1	21	0	0	389.5309647910732
1	5	0	83	0	0	389.6156698076956
1	5	1	17	1	1	389.6156698076956
11	1	0	80	0	0	390.46291092276346
11	1	1	20	9	9	390.46291092276346
4	2	0	73	0	0	390.6498025060481
4	2	1	27	2	2	390.6498025060481
9	1	0	76	0	0	390.70173947515127
9	1	1	24	2	2	390.70173947515127
10	6	0	77	0	0	390.8470163521368
10	6	1	23	3	3	390.8470163521368
10	13	0	84	0	0	392.4581172793334
10	13	1	16	0	0	392.4581172793334
3	14	0	82	0	0	392.80472003396403
3	14	1	18	1	1	392.80472003396403
10	12	0	81	0	0	393.7483200942224
10	12	1	19	1	1	393.7483200942224
6	8	0	78	0	0	393.9881906827726
6	8	1	22	0	0	393.9881906827726
4	6	0	80	0	0	395.4587157882522
4	6	1	20	5	5	395.4587157882522
2	11	0	86	0	0	396.3069555940944
2	11	1	14	5	5	396.3069555940944
11	13	0	88	0	0	397.96001261059007
11	13	1	12	2	2	397.96001261059007
3	13	0	74	0	0	402.2454247046708
3	13	1	26	0	0	402.2454247046708
7	5	0	79	0	0	403.0210418851764
7	5	1	21	3	3	403.0210418851764
4	13	0	77	0	0	405.2841275379048
4	13	1	23	1	1	405.2841275379048
7	12	0	77	0	0	406.03987414485164
7	12	1	23	0	0	406.03987414485164
11	8	0	75	0	0	406.22455285629894
11	8	1	25	7	7	406.22455285629894
3	7	0	77	0	0	406.30293410345314
3	7	1	23	2	2	406.30293410345314
4	12	0	82	0	0	406.55977854206395
4	12	1	18	0	0	406.55977854206395
12	1	0	85	0	0	408.19320744876626
12	1	1	15	0	0	408.19320744876626
2	8	0	82	0	0	409.02396506455887
2	8	1	18	1	1	409.02396506455887
10	1	0	82	0	0	409.6724251592171
10	1	1	18	0	0	409.6724251592171
2	5	0	79	0	0	410.01490433101435
2	5	1	21	0	0	410.01490433101435
10	5	0	74	0	0	411.42079519319657
10	5	1	26	0	0	411.42079519319657
8	13	0	79	0	0	412.8510942109387
8	13	1	21	0	0	412.8510942109387
8	14	0	76	0	0	412.8776198126988
8	14	1	24	5	5	412.8776198126988
1	8	0	86	0	0	413.23825270977005
1	8	1	14	1	1	413.23825270977005
6	7	0	77	1	1	413.8508408985056
6	7	1	23	10	10	413.8508408985056
9	11	0	75	0	0	414.2630147852911
9	11	1	25	0	0	414.2630147852911
11	14	0	78	0	0	414.2794721546997
11	14	1	22	6	6	414.2794721546997
2	7	0	81	0	0	415.9733653320824
2	7	1	19	0	0	415.9733653320824
4	8	0	84	0	0	417.67371022055136
4	8	1	16	4	4	417.67371022055136
5	10	0	76	0	0	419.1822054989213
5	10	1	24	0	0	419.1822054989213
9	13	0	85	0	0	420.2137578306994
9	13	1	15	1	1	420.2137578306994
6	1	0	79	0	0	420.54871419114954
6	1	1	21	0	0	420.54871419114954
8	6	0	80	0	0	421.18963951362036
8	6	1	20	0	0	421.18963951362036
12	6	0	81	0	0	421.9808822216517
12	6	1	19	1	1	421.9808822216517
8	5	0	82	0	0	429.42020446396236
8	5	1	18	6	6	429.42020446396236
1	6	0	80	0	0	429.7199840054303
1	6	1	20	1	1	429.7199840054303
8	12	0	79	0	0	433.21155599822043
8	12	1	21	1	1	433.21155599822043
11	9	0	80	0	0	435.83528227162105
11	9	1	20	0	0	435.83528227162105
11	10	0	83	0	0	436.23712610715864
11	10	1	17	0	0	436.23712610715864
13	12	0	78	0	0	446.36746466383966
13	12	1	22	0	0	446.36746466383966
1	7	0	76	0	0	447.9574394141729
1	7	1	24	5	5	447.9574394141729
11	12	0	87	0	0	456.6330049774898
11	12	1	13	0	0	456.6330049774898
2	13	0	77	0	0	623.8215393533235
2	13	1	23	0	0	623.8215393533235
14	8	0	81	0	0	627.9552715070023
14	8	1	19	1	1	627.9552715070023
3	12	0	79	0	0	629.2631072293138
3	12	1	21	0	0	629.2631072293138
3	6	0	73	0	0	631.4240226364425
3	6	1	27	0	0	631.4240226364425
13	7	0	84	0	0	640.1365736953995
13	7	1	16	0	0	640.1365736953995
13	4	0	87	0	0	643.4656639384509
13	4	1	13	2	2	643.4656639384509
12	5	0	80	0	0	645.9758418158312
12	5	1	20	0	0	645.9758418158312
11	6	0	81	0	0	647.2359642723422
11	6	1	19	2	2	647.2359642723422
2	3	0	83	0	0	651.8295271469781
2	3	1	17	1	1	651.8295271469781
12	3	0	81	0	0	656.121878667631
12	3	1	19	0	0	656.121878667631
8	4	0	77	0	0	658.0961816106137
8	4	1	23	3	3	658.0961816106137
1	3	0	80	0	0	660.6878181964934
1	3	1	20	0	0	660.6878181964934
12	7	0	84	0	0	661.0087655546546
12	7	1	16	1	1	661.0087655546546
10	4	0	85	0	0	666.3663965122107
10	4	1	15	0	0	666.3663965122107
14	10	0	77	0	0	666.4815032473507
14	10	1	23	9	9	666.4815032473507
5	14	0	73	0	0	668.3086483893358
5	14	1	27	3	3	668.3086483893358
7	1	0	77	0	0	668.5604939085732
7	1	1	23	2	2	668.5604939085732
4	7	0	80	0	0	670.8093304351893
4	7	1	20	0	0	670.8093304351893
2	12	0	74	0	0	671.5288387664498
2	12	1	26	0	0	671.5288387664498
10	11	0	80	0	0	671.5432536917484
10	11	1	20	0	0	671.5432536917484
3	1	0	82	0	0	673.8639112791581
3	1	1	18	0	0	673.8639112791581
12	14	0	81	0	0	674.3027184762849
12	14	1	19	3	3	674.3027184762849
13	6	0	80	0	0	674.8475768715587
13	6	1	20	1	1	674.8475768715587
14	3	0	70	1	1	674.9903231294434
14	3	1	30	6	6	674.9903231294434
10	9	0	74	0	0	675.3413042736896
10	9	1	26	0	0	675.3413042736896
13	5	0	80	0	0	675.4052514959247
13	5	1	20	1	1	675.4052514959247
6	13	0	77	0	0	675.7201586736788
6	13	1	23	2	2	675.7201586736788
5	1	0	88	0	0	676.991062078813
5	1	1	12	0	0	676.991062078813
9	7	0	80	0	0	680.6647304118626
9	7	1	20	0	0	680.6647304118626
7	11	0	79	0	0	681.0644054219993
7	11	1	21	0	0	681.0644054219993
5	12	0	79	0	0	682.9475030662429
5	12	1	21	0	0	682.9475030662429
5	9	0	80	0	0	684.675185185888
5	9	1	20	0	0	684.675185185888
13	9	0	83	0	0	685.7220216806436
13	9	1	17	2	2	685.7220216806436
8	10	0	80	0	0	686.2605682886216
8	10	1	20	5	5	686.2605682886216
5	2	0	81	0	0	686.6101223008391
5	2	1	19	1	1	686.6101223008391
13	14	0	83	0	0	687.5252712400544
13	14	1	17	0	0	687.5252712400544
6	2	0	69	0	0	687.7240185048693
6	2	1	31	0	0	687.7240185048693
6	11	0	78	0	0	687.9881391161491
6	11	1	22	3	3	687.9881391161491
7	6	0	81	0	0	689.2996449987985
7	6	1	19	12	12	689.2996449987985
3	8	0	81	0	0	691.6881691294532
3	8	1	19	0	0	691.6881691294532
6	12	0	76	0	0	691.7409809439229
6	12	1	24	11	11	691.7409809439229
8	2	0	83	0	0	692.4086270209356
8	2	1	17	3	3	692.4086270209356
11	5	0	79	0	0	692.5905260023804
11	5	1	21	0	0	692.5905260023804
9	14	0	84	1	1	692.7898626129585
9	14	1	16	8	8	692.7898626129585
8	11	0	85	1	1	693.5443456144179
8	11	1	15	3	3	693.5443456144179
4	14	0	76	0	0	693.6239209157496
4	14	1	24	6	6	693.6239209157496
1	4	0	86	0	0	695.8747601966136
1	4	1	14	2	2	695.8747601966136
7	14	0	73	0	0	696.597667921782
7	14	1	27	6	6	696.597667921782
1	10	0	83	0	0	696.6839656338257
1	10	1	17	1	1	696.6839656338257
2	14	0	75	0	0	697.5528660375019
2	14	1	25	0	0	697.5528660375019
12	9	0	80	0	0	697.5818429044051
12	9	1	20	1	1	697.5818429044051
4	10	0	76	0	0	697.6105266454516
4	10	1	24	0	0	697.6105266454516
2	6	0	76	0	0	701.4289904689728
2	6	1	24	2	2	701.4289904689728
12	2	0	83	0	0	701.4783976196517
12	2	1	17	0	0	701.4783976196517
13	3	0	78	0	0	701.83036384159
13	3	1	22	0	0	701.83036384159
14	2	0	76	0	0	701.9104391310955
14	2	1	24	0	0	701.9104391310955
3	14	0	77	0	0	703.6327009068715
3	14	1	23	3	3	703.6327009068715
9	5	0	76	0	0	703.8903271270519
9	5	1	24	0	0	703.8903271270519
5	6	0	86	0	0	706.7092461820441
5	6	1	14	2	2	706.7092461820441
14	1	0	82	0	0	706.851271976359
14	1	1	18	0	0	706.851271976359
10	7	0	77	0	0	707.9482841216467
10	7	1	23	0	0	707.9482841216467
4	2	0	83	0	0	708.2158966052851
4	2	1	17	0	0	708.2158966052851
9	3	0	81	0	0	708.793700891609
9	3	1	19	3	3	708.793700891609
13	8	0	85	0	0	710.275745182844
13	8	1	15	1	1	710.275745182844
7	4	0	80	0	0	710.2854076000476
7	4	1	20	0	0	710.2854076000476
14	4	0	75	0	0	712.4380678387528
14	4	1	25	6	6	712.4380678387528
8	13	0	83	0	0	713.0566782174498
8	13	1	17	0	0	713.0566782174498
14	5	0	76	1	1	713.2067528318348
14	5	1	24	12	12	713.2067528318348
13	10	0	82	0	0	714.6445080873704
13	10	1	18	1	1	714.6445080873704
7	5	0	75	0	0	715.5228308942172
7	5	1	25	3	3	715.5228308942172
7	8	0	81	0	0	715.8192056804605
7	8	1	19	1	1	715.8192056804605
1	14	0	80	0	0	716.123535613133
1	14	1	20	0	0	716.123535613133
7	13	0	76	0	0	716.909133198676
7	13	1	24	2	2	716.909133198676
11	1	0	80	0	0	717.5765010672739
11	1	1	20	4	4	717.5765010672739
11	7	0	85	0	0	718.0556157755879
11	7	1	15	2	2	718.0556157755879
8	1	0	81	0	0	720.2184610949844
8	1	1	19	0	0	720.2184610949844
2	5	0	81	0	0	721.2337124998181
2	5	1	19	0	0	721.2337124998181
9	1	0	89	0	0	721.8645799202233
9	1	1	11	3	3	721.8645799202233
3	2	0	80	0	0	721.9809591440804
3	2	1	20	2	2	721.9809591440804
3	9	0	75	0	0	722.4136285740911
3	9	1	25	9	9	722.4136285740911
11	8	0	76	0	0	723.0770924558793
11	8	1	24	5	5	723.0770924558793
11	2	0	80	0	0	723.7331758336886
11	2	1	20	8	8	723.7331758336886
10	12	0	79	0	0	724.4163473300737
10	12	1	21	0	0	724.4163473300737
2	1	0	73	0	0	725.8807793643448
2	1	1	27	0	0	725.8807793643448
14	9	0	80	1	1	726.8097717222663
14	9	1	20	12	12	726.8097717222663
12	4	0	78	0	0	727.050219073109
12	4	1	22	0	0	727.050219073109
6	9	0	76	0	0	727.1256870718303
6	9	1	24	3	3	727.1256870718303
14	6	0	71	0	0	727.3104342114162
14	6	1	29	0	0	727.3104342114162
7	2	0	82	0	0	727.5121361535129
7	2	1	18	2	2	727.5121361535129
6	14	0	79	0	0	727.5235062159352
6	14	1	21	0	0	727.5235062159352
6	5	0	85	0	0	728.1834034975706
6	5	1	15	3	3	728.1834034975706
7	9	0	79	0	0	729.1239346382322
7	9	1	21	0	0	729.1239346382322
9	2	0	81	0	0	729.4814466763044
9	2	1	19	0	0	729.4814466763044
13	11	0	79	1	1	729.5855135925256
13	11	1	21	3	3	729.5855135925256
7	3	0	72	0	0	730.0231052417209
7	3	1	28	3	3	730.0231052417209
5	8	0	83	0	0	730.8767506477988
5	8	1	17	8	8	730.8767506477988
3	11	0	79	0	0	731.3248969758789
3	11	1	21	2	2	731.3248969758789
5	3	0	78	0	0	732.620585854872
5	3	1	22	0	0	732.620585854872
4	1	0	76	0	0	732.7749131457049
4	1	1	24	0	0	732.7749131457049
8	5	0	88	6	6	732.8152915580208
8	5	1	12	5	5	732.8152915580208
9	10	0	85	0	0	734.015698322963
9	10	1	15	0	0	734.015698322963
14	7	0	81	0	0	737.5950290020887
14	7	1	19	1	1	737.5950290020887
9	12	0	86	0	0	737.7577232749364
9	12	1	14	0	0	737.7577232749364
9	8	0	84	0	0	737.9418054761977
9	8	1	16	2	2	737.9418054761977
4	5	0	75	0	0	738.1578463900222
4	5	1	25	0	0	738.1578463900222
2	9	0	70	1	1	739.6367580510135
2	9	1	30	4	4	739.6367580510135
11	14	0	83	0	0	740.5720375376616
11	14	1	17	5	5	740.5720375376616
1	13	0	78	0	0	742.3529746279328
1	13	1	22	0	0	742.3529746279328
14	12	0	86	0	0	743.6887798976402
14	12	1	14	0	0	743.6887798976402
1	5	0	81	0	0	743.6933483121412
1	5	1	19	1	1	743.6933483121412
8	9	0	76	1	1	744.1181529898947
8	9	1	24	8	8	744.1181529898947
7	10	0	80	0	0	744.2300230606492
7	10	1	20	0	0	744.2300230606492
9	4	0	81	0	0	744.3862092982371
9	4	1	19	0	0	744.3862092982371
6	10	0	76	0	0	745.1036586109744
6	10	1	24	5	5	745.1036586109744
4	13	0	83	0	0	745.5099104392174
4	13	1	17	2	2	745.5099104392174
8	7	0	80	0	0	745.5564540702478
8	7	1	20	3	3	745.5564540702478
1	2	0	78	0	0	750.8131890696419
1	2	1	22	0	0	750.8131890696419
10	13	0	85	0	0	751.3607526898868
10	13	1	15	0	0	751.3607526898868
10	2	0	81	0	0	751.4664568153953
10	2	1	19	0	0	751.4664568153953
1	11	0	77	0	0	751.4784721311684
1	11	1	23	11	11	751.4784721311684
13	1	0	88	0	0	751.5540648076466
13	1	1	12	0	0	751.5540648076466
1	8	0	86	0	0	751.966267530452
1	8	1	14	4	4	751.966267530452
5	7	0	78	0	0	752.71963507148
5	7	1	22	0	0	752.71963507148
9	11	0	78	0	0	753.3438779007763
9	11	1	22	0	0	753.3438779007763
1	6	0	83	0	0	753.9652305569614
1	6	1	17	0	0	753.9652305569614
11	4	0	75	0	0	754.4681503025822
11	4	1	25	0	0	754.4681503025822
11	13	0	81	0	0	755.0342616270062
11	13	1	19	3	3	755.0342616270062
2	4	0	84	0	0	756.4687741988253
2	4	1	16	1	1	756.4687741988253
12	8	0	77	0	0	757.0611355812825
12	8	1	23	0	0	757.0611355812825
11	3	0	86	0	0	757.4288707484998
11	3	1	14	6	6	757.4288707484998
10	5	0	80	0	0	757.7925606612746
10	5	1	20	0	0	757.7925606612746
14	13	0	83	0	0	758.1632653605766
14	13	1	17	0	0	758.1632653605766
8	6	0	78	0	0	760.778977909207
8	6	1	22	0	0	760.778977909207
10	6	0	83	0	0	761.3910208444495
10	6	1	17	3	3	761.3910208444495
6	3	0	78	0	0	763.1719629471639
6	3	1	22	0	0	763.1719629471639
12	11	0	77	0	0	764.3669680367074
12	11	1	23	0	0	764.3669680367074
1	9	0	83	0	0	764.921360115871
1	9	1	17	2	2	764.921360115871
10	3	0	86	0	0	764.9347797251345
10	3	1	14	1	1	764.9347797251345
4	6	0	83	0	0	765.5711075894116
4	6	1	17	7	7	765.5711075894116
10	14	0	73	0	0	765.6615543090752
10	14	1	27	10	10	765.6615543090752
13	2	0	76	0	0	767.049270884103
13	2	1	24	0	0	767.049270884103
4	11	0	81	0	0	767.8819457728953
4	11	1	19	0	0	767.8819457728953
1	12	0	84	0	0	768.1579396285958
1	12	1	16	0	0	768.1579396285958
13	12	0	82	0	0	770.9849488529301
13	12	1	18	0	0	770.9849488529301
3	7	0	77	0	0	771.5694444781172
3	7	1	23	4	4	771.5694444781172
5	11	0	85	0	0	772.126214246514
5	11	1	15	0	0	772.126214246514
3	4	0	81	0	0	772.3403909846836
3	4	1	19	1	1	772.3403909846836
6	4	0	87	2	2	774.5441514871939
6	4	1	13	3	3	774.5441514871939
3	5	0	79	0	0	777.2327332602954
3	5	1	21	0	0	777.2327332602954
2	10	0	74	0	0	779.7764846356705
2	10	1	26	2	2	779.7764846356705
14	11	0	83	0	0	781.8353905044964
14	11	1	17	8	8	781.8353905044964
2	8	0	82	0	0	782.0364010925638
2	8	1	18	2	2	782.0364010925638
5	13	0	82	0	0	782.1831858502469
5	13	1	18	1	1	782.1831858502469
8	3	0	77	0	0	783.3350902211473
8	3	1	23	0	0	783.3350902211473
6	8	0	87	0	0	783.9952811214971
6	8	1	13	0	0	783.9952811214971
12	10	0	79	0	0	784.101510831285
12	10	1	21	0	0	784.101510831285
10	8	0	72	0	0	785.7264640472765
10	8	1	28	8	8	785.7264640472765
9	6	0	83	0	0	786.3380425515998
9	6	1	17	7	7	786.3380425515998
3	13	0	71	0	0	786.8271519935191
3	13	1	29	0	0	786.8271519935191
8	14	0	87	0	0	788.0423868985346
8	14	1	13	2	2	788.0423868985346
2	7	0	88	0	0	789.7308218661002
2	7	1	12	2	2	789.7308218661002
6	7	0	82	1	1	791.400217797797
6	7	1	18	11	11	791.400217797797
8	12	0	76	0	0	792.2958307218457
8	12	1	24	1	1	792.2958307218457
3	10	0	78	0	0	795.0452738402055
3	10	1	22	5	5	795.0452738402055
5	4	0	79	0	0	798.0810196428018
5	4	1	21	1	1	798.0810196428018
4	12	0	79	0	0	801.2744305432927
4	12	1	21	1	1	801.2744305432927
4	3	0	79	0	0	808.5066973936239
