03-10-2015 16-21-05
Blocking per SRC-DST nodes

S	D	T	Req	Blocked	U	SimTime
4	3	1	21	0	0	808.5066973936239
12	1	0	88	0	0	810.9129993293168
12	1	1	12	0	0	810.9129993293168
2	11	0	76	1	1	812.8660530199415
2	11	1	24	12	12	812.8660530199415
9	13	0	81	0	0	813.7428005900853
9	13	1	19	2	2	813.7428005900853
4	9	0	79	0	0	813.8023898423445
4	9	1	21	0	0	813.8023898423445
12	13	0	79	0	0	818.4247549321444
12	13	1	21	0	0	818.4247549321444
10	1	0	79	0	0	819.4891007049298
10	1	1	21	2	2	819.4891007049298
11	12	0	76	0	0	826.7066001579045
11	12	1	24	0	0	826.7066001579045
11	9	0	75	0	0	829.524030002803
11	9	1	25	0	0	829.524030002803
12	6	0	83	0	0	840.9718148285996
12	6	1	17	0	0	840.9718148285996
11	10	0	81	0	0	845.9787177671709
11	10	1	19	0	0	845.9787177671709
5	10	0	76	0	0	850.7775363621595
5	10	1	24	0	0	850.7775363621595
7	12	0	85	0	0	866.9289418292466
7	12	1	15	0	0	866.9289418292466
1	7	0	79	0	0	867.072035083352
1	7	1	21	1	1	867.072035083352
4	8	0	76	0	0	871.5546717303357
4	8	1	24	2	2	871.5546717303357
6	1	0	73	0	0	876.4081830064439
6	1	1	27	1	1	876.4081830064439
12	3	0	76	0	0	970.1251091993216
12	3	1	24	0	0	970.1251091993216
5	1	0	80	0	0	974.5450358976095
5	1	1	20	0	0	974.5450358976095
3	12	0	84	0	0	981.8335422747676
3	12	1	16	0	0	981.8335422747676
6	13	0	80	0	0	983.0009330967624
6	13	1	20	1	1	983.0009330967624
1	3	0	85	0	0	983.8329629433604
1	3	1	15	0	0	983.8329629433604
2	13	0	73	0	0	985.0038461242335
2	13	1	27	1	1	985.0038461242335
13	7	0	80	0	0	991.625144059625
13	7	1	20	0	0	991.625144059625
3	6	0	76	0	0	991.8213102264731
3	6	1	24	1	1	991.8213102264731
8	4	0	77	0	0	994.8446206279864
8	4	1	23	2	2	994.8446206279864
1	4	0	78	0	0	1003.8543911775231
1	4	1	22	1	1	1003.8543911775231
3	8	0	81	0	0	1008.017064036088
3	8	1	19	0	0	1008.017064036088
12	7	0	70	0	0	1009.020947151433
12	7	1	30	4	4	1009.020947151433
11	7	0	84	0	0	1015.6488792923938
11	7	1	16	1	1	1015.6488792923938
14	8	0	75	0	0	1017.4007693881839
14	8	1	25	6	6	1017.4007693881839
6	11	0	81	0	0	1018.1864925389815
6	11	1	19	0	0	1018.1864925389815
9	7	0	81	0	0	1020.1863647457849
9	7	1	19	0	0	1020.1863647457849
12	14	0	81	0	0	1021.9616974009565
12	14	1	19	0	0	1021.9616974009565
10	12	0	81	0	0	1026.0121243019958
10	12	1	19	1	1	1026.0121243019958
11	8	0	82	2	2	1027.22313065377
11	8	1	18	6	6	1027.22313065377
10	7	0	82	0	0	1029.4450404739293
10	7	1	18	0	0	1029.4450404739293
11	1	0	84	0	0	1032.4232027484309
11	1	1	16	6	6	1032.4232027484309
7	5	0	78	0	0	1034.0455761521057
7	5	1	22	0	0	1034.0455761521057
9	5	0	78	0	0	1034.2954533053733
9	5	1	22	1	1	1034.2954533053733
14	2	0	79	0	0	1034.965033846092
14	2	1	21	0	0	1034.965033846092
6	12	0	76	0	0	1035.4929373123407
6	12	1	24	8	8	1035.4929373123407
13	9	0	80	0	0	1035.9686407406098
13	9	1	20	3	3	1035.9686407406098
14	10	0	85	0	0	1036.0622484310961
14	10	1	15	6	6	1036.0622484310961
11	6	0	82	0	0	1036.7245154528193
11	6	1	18	2	2	1036.7245154528193
14	5	0	82	0	0	1039.4065611563478
14	5	1	18	7	7	1039.4065611563478
10	11	0	76	0	0	1040.04083315116
10	11	1	24	0	0	1040.04083315116
2	3	0	74	0	0	1042.563854635336
2	3	1	26	0	0	1042.563854635336
4	14	0	82	0	0	1043.5215406759944
4	14	1	18	0	0	1043.5215406759944
7	1	0	76	0	0	1045.2617843343382
7	1	1	24	2	2	1045.2617843343382
5	12	0	85	0	0	1045.799422792853
5	12	1	15	0	0	1045.799422792853
10	9	0	84	0	0	1047.9316456600106
10	9	1	16	0	0	1047.9316456600106
1	6	0	77	0	0	1050.131739833884
1	6	1	23	3	3	1050.131739833884
4	7	0	90	0	0	1050.6716823789827
4	7	1	10	0	0	1050.6716823789827
12	5	0	82	0	0	1050.7048381820262
12	5	1	18	0	0	1050.7048381820262
9	1	0	80	0	0	1055.2875231451442
9	1	1	20	2	2	1055.2875231451442
13	3	0	76	0	0	1055.6097032402565
13	3	1	24	0	0	1055.6097032402565
3	1	0	78	0	0	1055.6909644791654
3	1	1	22	1	1	1055.6909644791654
7	6	0	84	0	0	1056.9113551274506
7	6	1	16	5	5	1056.9113551274506
8	11	0	79	0	0	1057.1807864475954
8	11	1	21	10	10	1057.1807864475954
5	14	0	82	1	1	1058.9869356874367
5	14	1	18	7	7	1058.9869356874367
5	2	0	78	0	0	1059.484637390107
5	2	1	22	2	2	1059.484637390107
5	9	0	81	0	0	1060.0150308486798
5	9	1	19	0	0	1060.0150308486798
13	14	0	76	0	0	1061.027215842211
13	14	1	24	0	0	1061.027215842211
14	6	0	78	0	0	1062.110402119224
14	6	1	22	0	0	1062.110402119224
11	13	0	82	2	2	1062.4176717794815
11	13	1	18	3	3	1062.4176717794815
3	14	0	84	0	0	1062.6199548572051
3	14	1	16	1	1	1062.6199548572051
2	6	0	76	0	0	1063.2457682032107
2	6	1	24	0	0	1063.2457682032107
7	14	0	79	0	0	1064.1413539448204
7	14	1	21	0	0	1064.1413539448204
13	5	0	78	0	0	1065.7127042383456
13	5	1	22	1	1	1065.7127042383456
7	4	0	78	0	0	1066.0623411278896
7	4	1	22	0	0	1066.0623411278896
2	5	0	85	0	0	1066.8216483330357
2	5	1	15	0	0	1066.8216483330357
2	12	0	75	0	0	1067.2685907224113
2	12	1	25	1	1	1067.2685907224113
7	11	0	80	0	0	1067.618298119451
7	11	1	20	0	0	1067.618298119451
12	10	0	83	0	0	1067.9949345951338
12	10	1	17	0	0	1067.9949345951338
4	2	0	80	0	0	1068.8578326620614
4	2	1	20	0	0	1068.8578326620614
4	1	0	84	0	0	1069.842708674896
4	1	1	16	2	2	1069.842708674896
8	13	0	73	0	0	1070.7992823090278
8	13	1	27	0	0	1070.7992823090278
12	9	0	83	0	0	1073.5736978699797
12	9	1	17	1	1	1073.5736978699797
11	2	0	76	0	0	1073.5971620168132
11	2	1	24	10	10	1073.5971620168132
11	14	0	72	0	0	1074.0149260386497
11	14	1	28	6	6	1074.0149260386497
13	11	0	75	0	0	1075.2238731547502
13	11	1	25	4	4	1075.2238731547502
6	7	0	75	1	1	1075.375013570751
6	7	1	25	11	11	1075.375013570751
4	10	0	74	0	0	1075.6136602733036
4	10	1	26	0	0	1075.6136602733036
5	6	0	83	0	0	1076.5619331845212
5	6	1	17	4	4	1076.5619331845212
6	9	0	77	0	0	1076.784314693007
6	9	1	23	7	7	1076.784314693007
13	10	0	79	0	0	1078.3656803655952
13	10	1	21	2	2	1078.3656803655952
9	10	0	75	0	0	1079.647971451741
9	10	1	25	0	0	1079.647971451741
10	4	0	86	0	0	1080.7990795987373
10	4	1	14	0	0	1080.7990795987373
12	8	0	80	0	0	1081.18247549742
12	8	1	20	0	0	1081.18247549742
8	10	0	79	0	0	1081.3619571576382
8	10	1	21	10	10	1081.3619571576382
1	14	0	87	0	0	1081.5974022859439
1	14	1	13	0	0	1081.5974022859439
6	2	0	74	0	0	1083.5703725113708
6	2	1	26	1	1	1083.5703725113708
7	9	0	74	0	0	1083.619103763932
7	9	1	26	0	0	1083.619103763932
14	3	0	75	0	0	1083.637987787803
14	3	1	25	4	4	1083.637987787803
5	8	0	77	1	1	1084.9263224412528
5	8	1	23	8	8	1084.9263224412528
8	7	0	80	0	0	1085.3694399746698
8	7	1	20	3	3	1085.3694399746698
8	5	0	76	0	0	1086.5461230159221
8	5	1	24	8	8	1086.5461230159221
13	4	0	82	0	0	1088.2932128367274
13	4	1	18	2	2	1088.2932128367274
7	3	0	78	0	0	1088.3852039862265
7	3	1	22	2	2	1088.3852039862265
14	9	0	84	1	1	1092.2081525575873
14	9	1	16	6	6	1092.2081525575873
6	8	0	78	0	0	1092.57120308647
6	8	1	22	0	0	1092.57120308647
5	3	0	84	0	0	1092.9248352621355
5	3	1	16	0	0	1092.9248352621355
13	8	0	78	0	0	1093.149667888528
13	8	1	22	0	0	1093.149667888528
2	1	0	81	0	0	1093.3019221520817
2	1	1	19	0	0	1093.3019221520817
2	4	0	82	0	0	1095.7467694009354
2	4	1	18	1	1	1095.7467694009354
10	2	0	81	0	0	1096.4107013809685
10	2	1	19	0	0	1096.4107013809685
3	7	0	79	0	0	1098.078304407636
3	7	1	21	4	4	1098.078304407636
9	11	0	77	0	0	1098.9684109234704
9	11	1	23	1	1	1098.9684109234704
2	14	0	82	0	0	1100.5985658792395
2	14	1	18	0	0	1100.5985658792395
14	4	0	82	0	0	1100.6663613297178
14	4	1	18	3	3	1100.6663613297178
14	1	0	76	0	0	1101.180667047057
14	1	1	24	0	0	1101.180667047057
6	5	0	79	0	0	1103.1214809348578
6	5	1	21	6	6	1103.1214809348578
13	2	0	75	0	0	1104.2312262124317
13	2	1	25	0	0	1104.2312262124317
3	13	0	83	0	0	1104.9022991287636
3	13	1	17	0	0	1104.9022991287636
2	10	0	82	0	0	1105.1251103000466
2	10	1	18	0	0	1105.1251103000466
8	2	0	77	0	0	1106.342252951332
8	2	1	23	1	1	1106.342252951332
5	7	0	86	0	0	1106.5554695380697
5	7	1	14	2	2	1106.5554695380697
1	12	0	80	0	0	1107.694070621049
1	12	1	20	0	0	1107.694070621049
13	1	0	84	0	0	1108.6872350706071
13	1	1	16	0	0	1108.6872350706071
10	8	0	81	0	0	1110.2742456851108
10	8	1	19	4	4	1110.2742456851108
11	4	0	73	0	0	1111.3877300444556
11	4	1	27	0	0	1111.3877300444556
2	9	0	80	0	0	1112.7468679940546
2	9	1	20	2	2	1112.7468679940546
5	11	0	75	0	0	1113.1703033760791
5	11	1	25	0	0	1113.1703033760791
6	14	0	79	0	0	1113.3540013618097
6	14	1	21	0	0	1113.3540013618097
6	10	0	74	0	0	1114.401802470587
6	10	1	26	5	5	1114.401802470587
14	7	0	84	0	0	1114.9502524426339
14	7	1	16	2	2	1114.9502524426339
3	5	0	78	0	0	1115.2309997514326
3	5	1	22	0	0	1115.2309997514326
13	6	0	85	0	0	1115.2726055263224
13	6	1	15	0	0	1115.2726055263224
10	5	0	79	0	0	1115.2897832821186
10	5	1	21	0	0	1115.2897832821186
14	12	0	80	0	0	1116.3236308364967
14	12	1	20	0	0	1116.3236308364967
1	9	0	73	0	0	1116.9542575514963
1	9	1	27	8	8	1116.9542575514963
1	11	0	83	1	1	1118.7994384036688
1	11	1	17	5	5	1118.7994384036688
1	2	0	80	0	0	1122.0372333423593
1	2	1	20	0	0	1122.0372333423593
14	13	0	75	0	0	1122.4492305879164
14	13	1	25	0	0	1122.4492305879164
1	13	0	82	0	0	1122.938868548732
1	13	1	18	0	0	1122.938868548732
9	8	0	79	1	1	1123.3664880616095
9	8	1	21	9	9	1123.3664880616095
2	8	0	89	0	0	1124.034715132561
2	8	1	11	3	3	1124.034715132561
9	14	0	87	0	0	1124.6593487702614
9	14	1	13	6	6	1124.6593487702614
7	13	0	86	0	0	1124.759061083434
7	13	1	14	1	1	1124.759061083434
2	7	0	72	0	0	1125.5453720256817
2	7	1	28	2	2	1125.5453720256817
4	6	0	78	1	1	1125.6576960738842
4	6	1	22	7	7	1125.6576960738842
11	3	0	82	1	1	1126.027685735981
11	3	1	18	7	7	1126.027685735981
9	12	0	80	0	0	1126.0645783935788
9	12	1	20	1	1	1126.0645783935788
13	12	0	78	0	0	1126.4882991336412
13	12	1	22	0	0	1126.4882991336412
10	14	0	69	1	1	1127.9108355705557
10	14	1	31	13	13	1127.9108355705557
11	9	0	86	0	0	1128.718591248396
11	9	1	14	0	0	1128.718591248396
11	5	0	80	0	0	1129.2160941907684
11	5	1	20	0	0	1129.2160941907684
12	11	0	82	0	0	1129.486798208526
12	11	1	18	0	0	1129.486798208526
9	2	0	81	0	0	1129.7314593119886
9	2	1	19	0	0	1129.7314593119886
3	9	0	79	0	0	1130.166826945531
3	9	1	21	5	5	1130.166826945531
7	2	0	81	0	0	1132.6553302158682
7	2	1	19	2	2	1132.6553302158682
8	14	0	80	0	0	1133.339675501497
8	14	1	20	0	0	1133.339675501497
3	2	0	85	0	0	1133.8466355939079
3	2	1	15	0	0	1133.8466355939079
4	12	0	80	0	0	1135.8330978690983
4	12	1	20	0	0	1135.8330978690983
8	6	0	81	0	0	1136.7182082323613
8	6	1	19	0	0	1136.7182082323613
5	13	0	85	0	0	1137.9965632844437
5	13	1	15	2	2	1137.9965632844437
5	4	0	77	0	0	1139.3105789165902
5	4	1	23	2	2	1139.3105789165902
10	13	0	81	0	0	1139.8722196805238
10	13	1	19	1	1	1139.8722196805238
1	5	0	83	0	0	1140.7991823890015
1	5	1	17	0	0	1140.7991823890015
8	9	0	78	1	1	1141.114813856068
8	9	1	22	8	8	1141.114813856068
12	2	0	82	0	0	1142.1163465032855
12	2	1	18	0	0	1142.1163465032855
4	11	0	87	0	0	1143.783975548222
4	11	1	13	0	0	1143.783975548222
8	1	0	84	0	0	1144.0505892884253
8	1	1	16	0	0	1144.0505892884253
3	10	0	75	0	0	1144.2208923778087
3	10	1	25	2	2	1144.2208923778087
10	6	0	78	0	0	1145.6984753000886
10	6	1	22	4	4	1145.6984753000886
14	11	0	77	0	0	1146.0554953500287
14	11	1	23	5	5	1146.0554953500287
9	4	0	83	0	0	1146.1797825899982
9	4	1	17	0	0	1146.1797825899982
6	3	0	79	0	0	1146.2720804292342
6	3	1	21	2	2	1146.2720804292342
7	10	0	74	0	0	1148.8689964064286
7	10	1	26	0	0	1148.8689964064286
4	5	0	85	0	0	1153.4001019894654
4	5	1	15	0	0	1153.4001019894654
10	3	0	82	0	0	1153.5162293968174
10	3	1	18	1	1	1153.5162293968174
1	8	0	79	0	0	1153.9300943069227
1	8	1	21	2	2	1153.9300943069227
1	10	0	83	0	0	1154.0628280743683
1	10	1	17	0	0	1154.0628280743683
6	4	0	80	3	3	1154.3534455966205
6	4	1	20	5	5	1154.3534455966205
7	8	0	80	0	0	1156.0996395436875
7	8	1	20	0	0	1156.0996395436875
3	11	0	88	0	0	1157.3926898484808
3	11	1	12	2	2	1157.3926898484808
12	4	0	81	0	0	1158.2104674333086
12	4	1	19	0	0	1158.2104674333086
9	6	0	84	0	0	1159.0288982045402
9	6	1	16	1	1	1159.0288982045402
4	3	0	77	0	0	1160.804643506333
4	3	1	23	1	1	1160.804643506333
4	13	0	82	0	0	1161.5338353969562
4	13	1	18	3	3	1161.5338353969562
12	6	0	77	0	0	1164.016056959127
12	6	1	23	0	0	1164.016056959127
3	4	0	78	0	0	1164.116281184273
3	4	1	22	0	0	1164.116281184273
9	13	0	77	0	0	1166.0925061248927
9	13	1	23	4	4	1166.0925061248927
2	11	0	82	0	0	1167.5800660556274
2	11	1	18	12	12	1167.5800660556274
9	3	0	77	0	0	1169.197597195872
9	3	1	23	1	1	1169.197597195872
8	3	0	77	0	0	1171.9310467075359
8	3	1	23	0	0	1171.9310467075359
4	9	0	79	0	0	1183.4445313698004
4	9	1	21	0	0	1183.4445313698004
8	12	0	80	0	0	1194.3740906965506
8	12	1	20	0	0	1194.3740906965506
11	10	0	87	0	0	1210.0308210684775
11	10	1	13	0	0	1210.0308210684775
11	12	0	86	0	0	1219.6444196757486
11	12	1	14	0	0	1219.6444196757486
7	12	0	79	0	0	1221.1189623866567
7	12	1	21	0	0	1221.1189623866567
12	1	0	87	0	0	1230.4495165193573
12	1	1	13	0	0	1230.4495165193573
10	1	0	82	0	0	1232.3847757506344
10	1	1	18	2	2	1232.3847757506344
1	7	0	74	0	0	1233.0513163917954
1	7	1	26	3	3	1233.0513163917954
12	13	0	85	0	0	1242.3293741726761
12	13	1	15	0	0	1242.3293741726761
5	1	0	76	0	0	1270.0545046093473
5	1	1	24	3	3	1270.0545046093473
5	10	0	84	0	0	1274.5705640493397
5	10	1	16	0	0	1274.5705640493397
6	1	0	78	0	0	1290.0615599129449
6	1	1	22	1	1	1290.0615599129449
6	13	0	81	0	0	1295.2566605987765
6	13	1	19	4	4	1295.2566605987765
4	8	0	84	0	0	1302.1536532146526
4	8	1	16	0	0	1302.1536532146526
1	4	0	74	0	0	1318.6152467356133
1	4	1	26	6	6	1318.6152467356133
12	3	0	78	0	0	1329.9996811417095
12	3	1	22	0	0	1329.9996811417095
9	1	0	84	0	0	1333.8999955946902
9	1	1	16	3	3	1333.8999955946902
1	3	0	79	0	0	1334.2306721359976
1	3	1	21	0	0	1334.2306721359976
14	2	0	79	0	0	1337.1872894808046
14	2	1	21	0	0	1337.1872894808046
3	6	0	83	0	0	1341.166899126649
3	6	1	17	0	0	1341.166899126649
13	14	0	76	0	0	1345.9941779645478
13	14	1	24	0	0	1345.9941779645478
7	1	0	71	0	0	1353.707091251416
7	1	1	29	2	2	1353.707091251416
11	6	0	80	0	0	1355.4513355084875
11	6	1	20	2	2	1355.4513355084875
6	11	0	80	0	0	1356.376485161209
6	11	1	20	2	2	1356.376485161209
7	5	0	76	0	0	1360.87383932451
7	5	1	24	5	5	1360.87383932451
8	4	0	78	0	0	1361.1010712234151
8	4	1	22	1	1	1361.1010712234151
2	13	0	74	0	0	1361.2573488438386
2	13	1	26	0	0	1361.2573488438386
12	7	0	74	0	0	1367.703768810043
12	7	1	26	3	3	1367.703768810043
10	4	0	88	0	0	1368.0598373872094
10	4	1	12	0	0	1368.0598373872094
3	12	0	80	0	0	1373.350869832674
3	12	1	20	0	0	1373.350869832674
11	1	0	80	3	3	1373.6264047733869
11	1	1	20	11	11	1373.6264047733869
13	10	0	77	0	0	1376.7977008352195
13	10	1	23	4	4	1376.7977008352195
10	12	0	81	0	0	1377.1783486195895
10	12	1	19	0	0	1377.1783486195895
8	7	0	85	0	0	1377.7455105689019
8	7	1	15	5	5	1377.7455105689019
10	7	0	78	0	0	1379.8442146265095
10	7	1	22	0	0	1379.8442146265095
6	7	0	82	0	0	1380.0939117301482
6	7	1	18	10	10	1380.0939117301482
2	3	0	78	0	0	1380.8093409765781
2	3	1	22	1	1	1380.8093409765781
2	9	0	79	0	0	1385.1516712683379
2	9	1	21	3	3	1385.1516712683379
14	8	0	78	0	0	1385.2684365601963
14	8	1	22	1	1	1385.2684365601963
5	8	0	78	1	1	1386.3880494879602
5	8	1	22	7	7	1386.3880494879602
11	8	0	83	1	1	1387.754539807629
11	8	1	17	4	4	1387.754539807629
5	2	0	79	0	0	1390.7155249809525
5	2	1	21	0	0	1390.7155249809525
4	7	0	80	0	0	1390.971734822816
4	7	1	20	0	0	1390.971734822816
4	2	0	82	0	0	1391.300348166423
4	2	1	18	2	2	1391.300348166423
7	6	0	81	0	0	1392.0881487932452
7	6	1	19	5	5	1392.0881487932452
3	1	0	78	0	0	1393.7727968149507
3	1	1	22	5	5	1393.7727968149507
3	8	0	72	0	0	1395.6845698270442
3	8	1	28	0	0	1395.6845698270442
2	6	0	79	0	0	1397.6219118921606
2	6	1	21	0	0	1397.6219118921606
9	7	0	77	0	0	1398.3276939202422
9	7	1	23	0	0	1398.3276939202422
1	6	0	79	0	0	1399.8420451841166
1	6	1	21	0	0	1399.8420451841166
9	2	0	75	0	0	1404.9401208308966
9	2	1	25	2	2	1404.9401208308966
7	11	0	84	0	0	1405.7637383246763
7	11	1	16	2	2	1405.7637383246763
5	12	0	83	0	0	1410.266842606258
5	12	1	17	0	0	1410.266842606258
12	5	0	80	0	0	1412.0213345538668
12	5	1	20	0	0	1412.0213345538668
13	5	0	77	0	0	1412.331796669443
13	5	1	23	0	0	1412.331796669443
11	7	0	82	0	0	1413.3397007372575
11	7	1	18	5	5	1413.3397007372575
11	2	0	71	1	1	1415.2246194840193
11	2	1	29	5	5	1415.2246194840193
2	5	0	75	0	0	1415.2865971721662
2	5	1	25	0	0	1415.2865971721662
4	1	0	82	0	0	1415.352031420561
4	1	1	18	2	2	1415.352031420561
13	7	0	82	0	0	1416.7863806286612
13	7	1	18	1	1	1416.7863806286612
14	10	0	83	0	0	1418.0008969643263
14	10	1	17	4	4	1418.0008969643263
13	9	0	76	0	0	1421.2928349800443
13	9	1	24	3	3	1421.2928349800443
6	12	0	88	0	0	1421.6340389429095
6	12	1	12	3	3	1421.6340389429095
1	14	0	77	0	0	1422.4338044871902
1	14	1	23	0	0	1422.4338044871902
6	2	0	79	0	0	1425.1299535544606
6	2	1	21	0	0	1425.1299535544606
12	14	0	85	0	0	1425.7635721669778
12	14	1	15	0	0	1425.7635721669778
9	5	0	79	0	0	1426.0884159647974
9	5	1	21	0	0	1426.0884159647974
4	14	0	78	0	0	1426.256360628626
4	14	1	22	1	1	1426.256360628626
1	11	0	76	0	0	1426.3671874502595
1	11	1	24	9	9	1426.3671874502595
14	3	0	82	0	0	1428.7592417175963
14	3	1	18	4	4	1428.7592417175963
2	4	0	77	0	0	1430.7695189185995
2	4	1	23	3	3	1430.7695189185995
2	10	0	76	0	0	1430.8091515628755
2	10	1	24	2	2	1430.8091515628755
7	4	0	81	0	0	1430.9999570915575
7	4	1	19	0	0	1430.9999570915575
3	13	0	69	0	0	1431.7793808667836
3	13	1	31	4	4	1431.7793808667836
6	9	0	81	0	0	1432.341748141591
6	9	1	19	6	6	1432.341748141591
14	12	0	86	0	0	1436.2277058411003
14	12	1	14	0	0	1436.2277058411003
8	11	0	79	0	0	1438.502910392948
8	11	1	21	8	8	1438.502910392948
14	6	0	80	0	0	1438.9258517840567
14	6	1	20	0	0	1438.9258517840567
10	5	0	77	0	0	1442.1502215673395
10	5	1	23	1	1	1442.1502215673395
13	2	0	82	0	0	1443.7612944306952
13	2	1	18	0	0	1443.7612944306952
12	10	0	81	0	0	1444.553190932139
12	10	1	19	1	1	1444.553190932139
4	10	0	82	0	0	1445.233645621584
4	10	1	18	0	0	1445.233645621584
8	13	0	81	0	0	1445.890927082839
8	13	1	19	1	1	1445.890927082839
14	5	0	79	0	0	1446.117664527355
14	5	1	21	6	6	1446.117664527355
2	8	0	86	0	0	1447.4237633554299
2	8	1	14	1	1	1447.4237633554299
10	11	0	75	0	0	1447.8051722699627
10	11	1	25	0	0	1447.8051722699627
5	9	0	83	0	0	1448.4389805958015
5	9	1	17	0	0	1448.4389805958015
7	14	0	82	0	0	1448.76614729817
7	14	1	18	3	3	1448.76614729817
7	3	0	89	0	0	1448.8565884508726
7	3	1	11	0	0	1448.8565884508726
5	7	0	73	0	0	1448.862034298188
5	7	1	27	4	4	1448.862034298188
13	11	0	69	1	1	1448.9102718960385
13	11	1	31	12	12	1448.9102718960385
9	8	0	77	0	0	1449.2940513703725
9	8	1	23	7	7	1449.2940513703725
6	5	0	79	0	0	1449.5768643141726
6	5	1	21	5	5	1449.5768643141726
12	9	0	77	0	0	1450.5181247420408
12	9	1	23	0	0	1450.5181247420408
12	8	0	83	0	0	1452.936399827524
12	8	1	17	0	0	1452.936399827524
2	12	0	74	0	0	1454.8764479458698
2	12	1	26	0	0	1454.8764479458698
9	11	0	74	0	0	1456.7762445242406
9	11	1	26	1	1	1456.7762445242406
5	14	0	77	0	0	1457.598251343445
5	14	1	23	5	5	1457.598251343445
4	5	0	74	0	0	1457.7440022505893
4	5	1	26	1	1	1457.7440022505893
10	9	0	80	0	0	1457.8774090327847
10	9	1	20	0	0	1457.8774090327847
11	3	0	80	1	1	1458.0879304837679
11	3	1	20	8	8	1458.0879304837679
6	8	0	84	0	0	1459.1596584634292
6	8	1	16	0	0	1459.1596584634292
1	5	0	84	0	0	1460.3697199740195
1	5	1	16	0	0	1460.3697199740195
3	9	0	81	0	0	1461.610347732574
3	9	1	19	6	6	1461.610347732574
4	6	0	82	0	0	1461.9103183785348
4	6	1	18	6	6	1461.9103183785348
10	8	0	76	0	0	1462.5996170776696
10	8	1	24	6	6	1462.5996170776696
3	14	0	70	0	0	1463.1726622701326
3	14	1	30	5	5	1463.1726622701326
5	6	0	77	0	0	1464.9419185762883
5	6	1	23	6	6	1464.9419185762883
9	4	0	77	0	0	1465.876416526404
9	4	1	23	0	0	1465.876416526404
1	12	0	83	0	0	1466.1373148524044
1	12	1	17	0	0	1466.1373148524044
14	1	0	76	0	0	1466.3038407508016
14	1	1	24	0	0	1466.3038407508016
13	4	0	84	0	0	1468.5139277042078
13	4	1	16	1	1	1468.5139277042078
2	14	0	78	0	0	1468.7750679389758
2	14	1	22	0	0	1468.7750679389758
14	4	0	79	0	0	1469.0617786391879
14	4	1	21	1	1	1469.0617786391879
3	5	0	83	0	0	1469.4895720171899
3	5	1	17	0	0	1469.4895720171899
9	10	0	75	0	0	1469.7327346212328
9	10	1	25	0	0	1469.7327346212328
13	6	0	79	0	0	1469.7618713328525
13	6	1	21	1	1	1469.7618713328525
8	10	0	79	0	0	1469.836354386672
8	10	1	21	6	6	1469.836354386672
1	10	0	89	0	0	1470.6990992975807
1	10	1	11	2	2	1470.6990992975807
13	8	0	80	0	0	1471.7348210599378
13	8	1	20	1	1	1471.7348210599378
8	2	0	82	0	0	1474.8672596106533
8	2	1	18	1	1	1474.8672596106533
5	4	0	81	0	0	1475.9511021321243
5	4	1	19	0	0	1475.9511021321243
11	9	0	79	0	0	1475.9714350916738
11	9	1	21	0	0	1475.9714350916738
14	11	0	81	0	0	1478.0551341985815
14	11	1	19	6	6	1478.0551341985815
1	13	0	78	0	0	1478.6364746394759
1	13	1	22	1	1	1478.6364746394759
3	7	0	80	0	0	1480.3702983281605
3	7	1	20	6	6	1480.3702983281605
13	3	0	84	0	0	1480.698551731911
13	3	1	16	0	0	1480.698551731911
2	7	0	76	0	0	1482.8134254464364
2	7	1	24	3	3	1482.8134254464364
3	4	0	77	0	0	1483.0080127937947
3	4	1	23	2	2	1483.0080127937947
11	5	0	79	0	0	1483.205731795662
11	5	1	21	0	0	1483.205731795662
6	10	0	82	0	0	1485.8591047565492
6	10	1	18	3	3	1485.8591047565492
11	14	0	83	1	1	1486.3029940924962
11	14	1	17	2	2	1486.3029940924962
5	11	0	72	0	0	1488.526861405881
5	11	1	28	0	0	1488.526861405881
8	6	0	79	0	0	1488.571559095408
8	6	1	21	0	0	1488.571559095408
14	13	0	78	0	0	1491.7930761653747
14	13	1	22	1	1	1491.7930761653747
5	3	0	82	0	0	1493.817241734509
5	3	1	18	0	0	1493.817241734509
11	4	0	83	0	0	1496.0766687956661
11	4	1	17	0	0	1496.0766687956661
10	3	0	76	0	0	1497.8164297311766
10	3	1	24	3	3	1497.8164297311766
1	9	0	83	1	1	1497.828163144002
1	9	1	17	2	2	1497.828163144002
12	6	0	84	0	0	1500.3140594708507
12	6	1	16	1	1	1500.3140594708507
9	14	0	77	0	0	1500.5862929032758
9	14	1	23	5	5	1500.5862929032758
2	1	0	76	0	0	1501.4083458024647
2	1	1	24	0	0	1501.4083458024647
7	10	0	83	0	0	1504.70571173385
7	10	1	17	0	0	1504.70571173385
7	9	0	83	0	0	1505.154284604864
7	9	1	17	0	0	1505.154284604864
11	13	0	74	0	0	1505.7583643840128
11	13	1	26	5	5	1505.7583643840128
1	2	0	82	0	0	1506.7294886503448
1	2	1	18	0	0	1506.7294886503448
4	11	0	76	0	0	1507.1742858374987
4	11	1	24	1	1	1507.1742858374987
9	12	0	76	0	0	1507.7065973326253
9	12	1	24	0	0	1507.7065973326253
6	14	0	80	0	0	1508.2249214499952
6	14	1	20	0	0	1508.2249214499952
10	14	0	85	0	0	1509.8147034714439
10	14	1	15	4	4	1509.8147034714439
14	7	0	79	0	0	1512.1939982833978
14	7	1	21	5	5	1512.1939982833978
7	2	0	80	0	0	1514.7180422810256
