03-10-2015 16-21-05
Fiber utilization

Fiber	Requests	SimTime	Utilization(%)
1 14	1000	179.66682995663922	0.195	0.195
11 10	1000	179.66682995663922	0.165	0.165
1 13	1000	179.66682995663922	0.24	0.24
2 1	1000	179.66682995663922	0.13	0.13
1 2	1000	179.66682995663922	0.435	0.435
9 11	1000	179.66682995663922	0.22	0.22
3 13	1000	179.66682995663922	0.27	0.27
12 3	1000	179.66682995663922	0.325	0.325
8 3	1000	179.66682995663922	0.345	0.345
3 12	1000	179.66682995663922	0.275	0.275
3 8	1000	179.66682995663922	0.15	0.15
14 2	1000	179.66682995663922	0.28	0.28
12 2	1000	179.66682995663922	0.38	0.38
2 14	1000	179.66682995663922	0.175	0.175
9 4	1000	179.66682995663922	0.2	0.2
13 3	1000	179.66682995663922	0.255	0.255
4 9	1000	179.66682995663922	0.405	0.405
4 12	1000	179.66682995663922	0.23	0.23
10 4	1000	179.66682995663922	0.165	0.165
4 10	1000	179.66682995663922	0.135	0.135
9 7	1000	179.66682995663922	0.385	0.385
7 10	1000	179.66682995663922	0.105	0.105
10 7	1000	179.66682995663922	0.18	0.18
7 13	1000	179.66682995663922	0.415	0.415
6 14	1000	179.66682995663922	0.43	0.43
11 6	1000	179.66682995663922	0.55	0.55
7 9	1000	179.66682995663922	0.31	0.31
14 6	1000	179.66682995663922	0.325	0.325
6 8	1000	179.66682995663922	0.455	0.455
12 5	1000	179.66682995663922	0.255	0.255
12 4	1000	179.66682995663922	0.48	0.48
8 6	1000	179.66682995663922	0.31	0.31
6 11	1000	179.66682995663922	0.51	0.51
5 11	1000	179.66682995663922	0.175	0.175
11 5	1000	179.66682995663922	0.215	0.215
5 12	1000	179.66682995663922	0.335	0.335
13 7	1000	179.66682995663922	0.395	0.395
10 11	1000	200.11993894023905	0.11	0.11
11 9	1000	200.11993894023905	0.395	0.395
2 12	1000	200.11993894023905	0.54	0.54
14 1	1000	200.11993894023905	0.29	0.29
13 1	1000	200.11993894023905	0.445	0.445
1 14	1000	200.11993894023905	0.27	0.27
11 10	1000	200.11993894023905	0.24	0.24
1 13	1000	200.11993894023905	0.295	0.295
2 1	1000	200.11993894023905	0.28	0.28
1 2	1000	200.11993894023905	0.325	0.325
9 11	1000	200.11993894023905	0.59	0.59
3 13	1000	200.11993894023905	0.43	0.43
12 3	1000	200.11993894023905	0.35	0.35
8 3	1000	200.11993894023905	0.5	0.5
3 12	1000	200.11993894023905	0.365	0.365
3 8	1000	200.11993894023905	0.28	0.28
14 2	1000	200.11993894023905	0.24	0.24
12 2	1000	200.11993894023905	0.385	0.385
2 14	1000	200.11993894023905	0.155	0.155
9 4	1000	200.11993894023905	0.25	0.25
13 3	1000	200.11993894023905	0.38	0.38
4 9	1000	200.11993894023905	0.515	0.515
4 12	1000	200.11993894023905	0.335	0.335
10 4	1000	200.11993894023905	0.22	0.22
4 10	1000	200.11993894023905	0.22	0.22
9 7	1000	200.11993894023905	0.325	0.325
7 10	1000	200.11993894023905	0.15	0.15
10 7	1000	200.11993894023905	0.13	0.13
7 13	1000	200.11993894023905	0.485	0.485
6 14	1000	200.11993894023905	0.255	0.255
11 6	1000	200.11993894023905	0.445	0.445
7 9	1000	200.11993894023905	0.415	0.415
14 6	1000	200.11993894023905	0.395	0.395
6 8	1000	200.11993894023905	0.43	0.43
12 5	1000	200.11993894023905	0.295	0.295
12 4	1000	200.11993894023905	0.69	0.69
8 6	1000	200.11993894023905	0.38	0.38
6 11	1000	200.11993894023905	0.71	0.71
5 11	1000	200.11993894023905	0.29	0.29
11 5	1000	200.11993894023905	0.475	0.475
5 12	1000	200.11993894023905	0.37	0.37
13 7	1000	200.11993894023905	0.52	0.52
10 11	1000	219.2470321625525	0.18	0.18
11 9	1000	219.2470321625525	0.46	0.46
2 12	1000	219.2470321625525	0.53	0.53
14 1	1000	219.2470321625525	0.29	0.29
13 1	1000	219.2470321625525	0.375	0.375
1 14	1000	219.2470321625525	0.235	0.235
11 10	1000	219.2470321625525	0.12	0.12
1 13	1000	219.2470321625525	0.45	0.45
2 1	1000	219.2470321625525	0.21	0.21
1 2	1000	219.2470321625525	0.275	0.275
9 11	1000	219.2470321625525	0.42	0.42
3 13	1000	219.2470321625525	0.4	0.4
12 3	1000	219.2470321625525	0.28	0.28
8 3	1000	219.2470321625525	0.44	0.44
3 12	1000	219.2470321625525	0.51	0.51
3 8	1000	219.2470321625525	0.34	0.34
14 2	1000	219.2470321625525	0.27	0.27
12 2	1000	219.2470321625525	0.635	0.635
2 14	1000	219.2470321625525	0.13	0.13
9 4	1000	219.2470321625525	0.36	0.36
13 3	1000	219.2470321625525	0.51	0.51
4 9	1000	219.2470321625525	0.435	0.435
4 12	1000	219.2470321625525	0.43	0.43
10 4	1000	219.2470321625525	0.32	0.32
4 10	1000	219.2470321625525	0.12	0.12
9 7	1000	219.2470321625525	0.465	0.465
7 10	1000	219.2470321625525	0.19	0.19
10 7	1000	219.2470321625525	0.14	0.14
7 13	1000	219.2470321625525	0.545	0.545
6 14	1000	219.2470321625525	0.39	0.39
11 6	1000	219.2470321625525	0.685	0.685
7 9	1000	219.2470321625525	0.405	0.405
14 6	1000	219.2470321625525	0.55	0.55
6 8	1000	219.2470321625525	0.565	0.565
12 5	1000	219.2470321625525	0.38	0.38
12 4	1000	219.2470321625525	0.58	0.58
8 6	1000	219.2470321625525	0.27	0.27
6 11	1000	219.2470321625525	0.67	0.67
5 11	1000	219.2470321625525	0.4	0.4
11 5	1000	219.2470321625525	0.425	0.425
5 12	1000	219.2470321625525	0.49	0.49
13 7	1000	219.2470321625525	0.735	0.735
10 11	1000	240.05308282155633	0.21	0.21
11 9	1000	240.05308282155633	0.44	0.44
2 12	1000	240.05308282155633	0.52	0.52
14 1	1000	240.05308282155633	0.24	0.24
13 1	1000	240.05308282155633	0.365	0.365
1 14	1000	240.05308282155633	0.215	0.215
11 10	1000	240.05308282155633	0.12	0.12
1 13	1000	240.05308282155633	0.31	0.31
2 1	1000	240.05308282155633	0.15	0.15
1 2	1000	240.05308282155633	0.35	0.35
9 11	1000	240.05308282155633	0.41	0.41
3 13	1000	240.05308282155633	0.41	0.41
12 3	1000	240.05308282155633	0.35	0.35
8 3	1000	240.05308282155633	0.44	0.44
3 12	1000	240.05308282155633	0.44	0.44
3 8	1000	240.05308282155633	0.37	0.37
14 2	1000	240.05308282155633	0.2	0.2
12 2	1000	240.05308282155633	0.47	0.47
2 14	1000	240.05308282155633	0.19	0.19
9 4	1000	240.05308282155633	0.27	0.27
13 3	1000	240.05308282155633	0.52	0.52
4 9	1000	240.05308282155633	0.485	0.485
4 12	1000	240.05308282155633	0.23	0.23
10 4	1000	240.05308282155633	0.26	0.26
4 10	1000	240.05308282155633	0.07	0.07
9 7	1000	240.05308282155633	0.39	0.39
7 10	1000	240.05308282155633	0.26	0.26
10 7	1000	240.05308282155633	0.11	0.11
7 13	1000	240.05308282155633	0.5	0.5
6 14	1000	240.05308282155633	0.42	0.42
11 6	1000	240.05308282155633	0.625	0.625
7 9	1000	240.05308282155633	0.38	0.38
14 6	1000	240.05308282155633	0.44	0.44
6 8	1000	240.05308282155633	0.37	0.37
12 5	1000	240.05308282155633	0.34	0.34
12 4	1000	240.05308282155633	0.58	0.58
8 6	1000	240.05308282155633	0.4	0.4
6 11	1000	240.05308282155633	0.58	0.58
5 11	1000	240.05308282155633	0.34	0.34
11 5	1000	240.05308282155633	0.25	0.25
5 12	1000	240.05308282155633	0.49	0.49
13 7	1000	240.05308282155633	0.54	0.54
10 11	1000	260.81547040020615	0.12	0.12
11 9	1000	260.81547040020615	0.44	0.44
2 12	1000	260.81547040020615	0.58	0.58
14 1	1000	260.81547040020615	0.24	0.24
13 1	1000	260.81547040020615	0.36	0.36
1 14	1000	260.81547040020615	0.14	0.14
11 10	1000	260.81547040020615	0.13	0.13
1 13	1000	260.81547040020615	0.34	0.34
2 1	1000	260.81547040020615	0.17	0.17
1 2	1000	260.81547040020615	0.18	0.18
9 11	1000	260.81547040020615	0.4	0.4
3 13	1000	260.81547040020615	0.46	0.46
12 3	1000	260.81547040020615	0.36	0.36
8 3	1000	260.81547040020615	0.42	0.42
3 12	1000	260.81547040020615	0.38	0.38
3 8	1000	260.81547040020615	0.2	0.2
14 2	1000	260.81547040020615	0.22	0.22
12 2	1000	260.81547040020615	0.41	0.41
2 14	1000	260.81547040020615	0.19	0.19
9 4	1000	260.81547040020615	0.33	0.33
13 3	1000	260.81547040020615	0.45	0.45
4 9	1000	260.81547040020615	0.37	0.37
4 12	1000	260.81547040020615	0.53	0.53
10 4	1000	260.81547040020615	0.38	0.38
4 10	1000	260.81547040020615	0.1	0.1
9 7	1000	260.81547040020615	0.36	0.36
7 10	1000	260.81547040020615	0.26	0.26
10 7	1000	260.81547040020615	0.2	0.2
7 13	1000	260.81547040020615	0.67	0.67
6 14	1000	260.81547040020615	0.49	0.49
11 6	1000	260.81547040020615	0.77	0.77
7 9	1000	260.81547040020615	0.39	0.39
14 6	1000	260.81547040020615	0.27	0.27
6 8	1000	260.81547040020615	0.39	0.39
12 5	1000	260.81547040020615	0.52	0.52
12 4	1000	260.81547040020615	0.38	0.38
8 6	1000	260.81547040020615	0.4	0.4
6 11	1000	260.81547040020615	0.48	0.48
5 11	1000	260.81547040020615	0.45	0.45
11 5	1000	260.81547040020615	0.17	0.17
5 12	1000	260.81547040020615	0.25	0.25
13 7	1000	260.81547040020615	0.54	0.54
10 11	1000	281.1266739484979	0.23	0.23
11 9	1000	281.1266739484979	0.54	0.54
2 12	1000	281.1266739484979	0.49	0.49
14 1	1000	281.1266739484979	0.51	0.51
13 1	1000	281.1266739484979	0.31	0.31
1 14	1000	281.1266739484979	0.25	0.25
11 10	1000	281.1266739484979	0.16	0.16
1 13	1000	281.1266739484979	0.58	0.58
2 1	1000	281.1266739484979	0.4	0.4
1 2	1000	281.1266739484979	0.35	0.35
9 11	1000	281.1266739484979	0.45	0.45
3 13	1000	281.1266739484979	0.23	0.23
12 3	1000	281.1266739484979	0.38	0.38
8 3	1000	281.1266739484979	0.23	0.23
3 12	1000	281.1266739484979	0.27	0.27
3 8	1000	281.1266739484979	0.41	0.41
14 2	1000	281.1266739484979	0.13	0.13
12 2	1000	281.1266739484979	0.54	0.54
2 14	1000	281.1266739484979	0.29	0.29
9 4	1000	281.1266739484979	0.48	0.48
13 3	1000	281.1266739484979	0.44	0.44
4 9	1000	281.1266739484979	0.44	0.44
4 12	1000	281.1266739484979	0.47	0.47
10 4	1000	281.1266739484979	0.2	0.2
4 10	1000	281.1266739484979	0.08	0.08
9 7	1000	281.1266739484979	0.4	0.4
7 10	1000	281.1266739484979	0.09	0.09
10 7	1000	281.1266739484979	0.05	0.05
7 13	1000	281.1266739484979	0.5	0.5
6 14	1000	281.1266739484979	0.47	0.47
11 6	1000	281.1266739484979	0.57	0.57
7 9	1000	281.1266739484979	0.21	0.21
14 6	1000	281.1266739484979	0.48	0.48
6 8	1000	281.1266739484979	0.38	0.38
12 5	1000	281.1266739484979	0.35	0.35
12 4	1000	281.1266739484979	0.34	0.34
8 6	1000	281.1266739484979	0.34	0.34
6 11	1000	281.1266739484979	0.7	0.7
5 11	1000	281.1266739484979	0.3	0.3
11 5	1000	281.1266739484979	0.36	0.36
5 12	1000	281.1266739484979	0.22	0.22
13 7	1000	281.1266739484979	0.49	0.49
10 11	1000	300.97535831531894	0.04	0.04
11 9	1000	300.97535831531894	0.48	0.48
2 12	1000	300.97535831531894	0.68	0.68
14 1	1000	300.97535831531894	0.27	0.27
13 1	1000	300.97535831531894	0.14	0.14
1 14	1000	300.97535831531894	0.17	0.17
11 10	1000	300.97535831531894	0.18	0.18
1 13	1000	300.97535831531894	0.365	0.365
2 1	1000	300.97535831531894	0.17	0.17
1 2	1000	300.97535831531894	0.16	0.16
9 11	1000	300.97535831531894	0.515	0.515
3 13	1000	300.97535831531894	0.34	0.34
12 3	1000	300.97535831531894	0.365	0.365
8 3	1000	300.97535831531894	0.465	0.465
3 12	1000	300.97535831531894	0.405	0.405
