03-10-2015 16-21-05
Fiber utilization

Fiber	Requests	SimTime	Utilization(%)
3 8	1000	300.97535831531894	0.15	0.15
14 2	1000	300.97535831531894	0.28	0.28
12 2	1000	300.97535831531894	0.38	0.38
2 14	1000	300.97535831531894	0.125	0.125
9 4	1000	300.97535831531894	0.285	0.285
13 3	1000	300.97535831531894	0.485	0.485
4 9	1000	300.97535831531894	0.395	0.395
4 12	1000	300.97535831531894	0.475	0.475
10 4	1000	300.97535831531894	0.285	0.285
4 10	1000	300.97535831531894	0.18	0.18
9 7	1000	300.97535831531894	0.48	0.48
7 10	1000	300.97535831531894	0.125	0.125
10 7	1000	300.97535831531894	0.15	0.15
7 13	1000	300.97535831531894	0.405	0.405
6 14	1000	300.97535831531894	0.445	0.445
11 6	1000	300.97535831531894	0.565	0.565
7 9	1000	300.97535831531894	0.345	0.345
14 6	1000	300.97535831531894	0.475	0.475
6 8	1000	300.97535831531894	0.265	0.265
12 5	1000	300.97535831531894	0.325	0.325
12 4	1000	300.97535831531894	0.695	0.695
8 6	1000	300.97535831531894	0.44	0.44
6 11	1000	300.97535831531894	0.745	0.745
5 11	1000	300.97535831531894	0.295	0.295
11 5	1000	300.97535831531894	0.22	0.22
5 12	1000	300.97535831531894	0.27	0.27
13 7	1000	300.97535831531894	0.615	0.615
10 11	1000	321.13739697027523	0.26	0.26
11 9	1000	321.13739697027523	0.445	0.445
2 12	1000	321.13739697027523	0.29	0.29
14 1	1000	321.13739697027523	0.24	0.24
13 1	1000	321.13739697027523	0.42	0.42
1 14	1000	321.13739697027523	0.27	0.27
11 10	1000	321.13739697027523	0.2	0.2
1 13	1000	321.13739697027523	0.4	0.4
2 1	1000	321.13739697027523	0.295	0.295
1 2	1000	321.13739697027523	0.29	0.29
9 11	1000	321.13739697027523	0.54	0.54
3 13	1000	321.13739697027523	0.39	0.39
12 3	1000	321.13739697027523	0.33	0.33
8 3	1000	321.13739697027523	0.5	0.5
3 12	1000	321.13739697027523	0.495	0.495
3 8	1000	321.13739697027523	0.36	0.36
14 2	1000	321.13739697027523	0.25	0.25
12 2	1000	321.13739697027523	0.515	0.515
2 14	1000	321.13739697027523	0.34	0.34
9 4	1000	321.13739697027523	0.21	0.21
13 3	1000	321.13739697027523	0.445	0.445
4 9	1000	321.13739697027523	0.485	0.485
4 12	1000	321.13739697027523	0.49	0.49
10 4	1000	321.13739697027523	0.365	0.365
4 10	1000	321.13739697027523	0.22	0.22
9 7	1000	321.13739697027523	0.49	0.49
7 10	1000	321.13739697027523	0.315	0.315
10 7	1000	321.13739697027523	0.19	0.19
7 13	1000	321.13739697027523	0.465	0.465
6 14	1000	321.13739697027523	0.41	0.41
11 6	1000	321.13739697027523	0.635	0.635
7 9	1000	321.13739697027523	0.41	0.41
14 6	1000	321.13739697027523	0.56	0.56
6 8	1000	321.13739697027523	0.495	0.495
12 5	1000	321.13739697027523	0.29	0.29
12 4	1000	321.13739697027523	0.605	0.605
8 6	1000	321.13739697027523	0.225	0.225
6 11	1000	321.13739697027523	0.64	0.64
5 11	1000	321.13739697027523	0.305	0.305
11 5	1000	321.13739697027523	0.23	0.23
5 12	1000	321.13739697027523	0.24	0.24
13 7	1000	321.13739697027523	0.63	0.63
10 11	1000	340.7001154925246	0.18	0.18
11 9	1000	340.7001154925246	0.33	0.33
2 12	1000	340.7001154925246	0.37	0.37
14 1	1000	340.7001154925246	0.33	0.33
13 1	1000	340.7001154925246	0.39	0.39
1 14	1000	340.7001154925246	0.15	0.15
11 10	1000	340.7001154925246	0.19	0.19
1 13	1000	340.7001154925246	0.415	0.415
2 1	1000	340.7001154925246	0.28	0.28
1 2	1000	340.7001154925246	0.235	0.235
9 11	1000	340.7001154925246	0.45	0.45
3 13	1000	340.7001154925246	0.68	0.68
12 3	1000	340.7001154925246	0.49	0.49
8 3	1000	340.7001154925246	0.33	0.33
3 12	1000	340.7001154925246	0.285	0.285
3 8	1000	340.7001154925246	0.32	0.32
14 2	1000	340.7001154925246	0.22	0.22
12 2	1000	340.7001154925246	0.435	0.435
2 14	1000	340.7001154925246	0.38	0.38
9 4	1000	340.7001154925246	0.33	0.33
13 3	1000	340.7001154925246	0.31	0.31
4 9	1000	340.7001154925246	0.44	0.44
4 12	1000	340.7001154925246	0.47	0.47
10 4	1000	340.7001154925246	0.28	0.28
4 10	1000	340.7001154925246	0.17	0.17
9 7	1000	340.7001154925246	0.42	0.42
7 10	1000	340.7001154925246	0.34	0.34
10 7	1000	340.7001154925246	0.18	0.18
7 13	1000	340.7001154925246	0.48	0.48
6 14	1000	340.7001154925246	0.55	0.55
11 6	1000	340.7001154925246	0.47	0.47
7 9	1000	340.7001154925246	0.59	0.59
14 6	1000	340.7001154925246	0.56	0.56
6 8	1000	340.7001154925246	0.34	0.34
12 5	1000	340.7001154925246	0.315	0.315
12 4	1000	340.7001154925246	0.39	0.39
8 6	1000	340.7001154925246	0.33	0.33
6 11	1000	340.7001154925246	0.475	0.475
5 11	1000	340.7001154925246	0.43	0.43
11 5	1000	340.7001154925246	0.48	0.48
5 12	1000	340.7001154925246	0.44	0.44
13 7	1000	340.7001154925246	0.66	0.66
10 11	1000	360.0886370869543	0.2	0.2
11 9	1000	360.0886370869543	0.37	0.37
2 12	1000	360.0886370869543	0.49	0.49
14 1	1000	360.0886370869543	0.29	0.29
13 1	1000	360.0886370869543	0.31	0.31
1 14	1000	360.0886370869543	0.31	0.31
11 10	1000	360.0886370869543	0.17	0.17
1 13	1000	360.0886370869543	0.485	0.485
2 1	1000	360.0886370869543	0.39	0.39
1 2	1000	360.0886370869543	0.27	0.27
9 11	1000	360.0886370869543	0.385	0.385
3 13	1000	360.0886370869543	0.42	0.42
12 3	1000	360.0886370869543	0.32	0.32
8 3	1000	360.0886370869543	0.37	0.37
3 12	1000	360.0886370869543	0.43	0.43
3 8	1000	360.0886370869543	0.46	0.46
14 2	1000	360.0886370869543	0.19	0.19
12 2	1000	360.0886370869543	0.54	0.54
2 14	1000	360.0886370869543	0.28	0.28
9 4	1000	360.0886370869543	0.32	0.32
13 3	1000	360.0886370869543	0.46	0.46
4 9	1000	360.0886370869543	0.3	0.3
4 12	1000	360.0886370869543	0.5	0.5
10 4	1000	360.0886370869543	0.14	0.14
4 10	1000	360.0886370869543	0.15	0.15
9 7	1000	360.0886370869543	0.37	0.37
7 10	1000	360.0886370869543	0.16	0.16
10 7	1000	360.0886370869543	0.25	0.25
7 13	1000	360.0886370869543	0.4	0.4
6 14	1000	360.0886370869543	0.52	0.52
11 6	1000	360.0886370869543	0.7	0.7
7 9	1000	360.0886370869543	0.3	0.3
14 6	1000	360.0886370869543	0.47	0.47
6 8	1000	360.0886370869543	0.26	0.26
12 5	1000	360.0886370869543	0.49	0.49
12 4	1000	360.0886370869543	0.46	0.46
8 6	1000	360.0886370869543	0.41	0.41
6 11	1000	360.0886370869543	0.65	0.65
5 11	1000	360.0886370869543	0.3	0.3
11 5	1000	360.0886370869543	0.29	0.29
5 12	1000	360.0886370869543	0.35	0.35
13 7	1000	360.0886370869543	0.39	0.39
10 11	1000	381.1189047405586	0.245	0.245
11 9	1000	381.1189047405586	0.465	0.465
2 12	1000	381.1189047405586	0.225	0.225
14 1	1000	381.1189047405586	0.285	0.285
13 1	1000	381.1189047405586	0.11	0.11
1 14	1000	381.1189047405586	0.145	0.145
11 10	1000	381.1189047405586	0.05	0.05
1 13	1000	381.1189047405586	0.445	0.445
2 1	1000	381.1189047405586	0.33	0.33
1 2	1000	381.1189047405586	0.13	0.13
9 11	1000	381.1189047405586	0.485	0.485
3 13	1000	381.1189047405586	0.275	0.275
12 3	1000	381.1189047405586	0.375	0.375
8 3	1000	381.1189047405586	0.22	0.22
3 12	1000	381.1189047405586	0.325	0.325
3 8	1000	381.1189047405586	0.38	0.38
14 2	1000	381.1189047405586	0.155	0.155
12 2	1000	381.1189047405586	0.37	0.37
2 14	1000	381.1189047405586	0.275	0.275
9 4	1000	381.1189047405586	0.34	0.34
13 3	1000	381.1189047405586	0.365	0.365
4 9	1000	381.1189047405586	0.455	0.455
4 12	1000	381.1189047405586	0.4	0.4
10 4	1000	381.1189047405586	0.19	0.19
4 10	1000	381.1189047405586	0.105	0.105
9 7	1000	381.1189047405586	0.45	0.45
7 10	1000	381.1189047405586	0.02	0.02
10 7	1000	381.1189047405586	0.115	0.115
7 13	1000	381.1189047405586	0.41	0.41
6 14	1000	381.1189047405586	0.53	0.53
11 6	1000	381.1189047405586	0.635	0.635
7 9	1000	381.1189047405586	0.525	0.525
14 6	1000	381.1189047405586	0.51	0.51
6 8	1000	381.1189047405586	0.44	0.44
12 5	1000	381.1189047405586	0.3	0.3
12 4	1000	381.1189047405586	0.475	0.475
8 6	1000	381.1189047405586	0.46	0.46
6 11	1000	381.1189047405586	0.675	0.675
5 11	1000	381.1189047405586	0.295	0.295
11 5	1000	381.1189047405586	0.275	0.275
5 12	1000	381.1189047405586	0.335	0.335
13 7	1000	381.1189047405586	0.44	0.44
10 11	1000	399.9880751028072	0.23	0.23
11 9	1000	399.9880751028072	0.56	0.56
2 12	1000	399.9880751028072	0.34	0.34
14 1	1000	399.9880751028072	0.23	0.23
13 1	1000	399.9880751028072	0.435	0.435
1 14	1000	399.9880751028072	0.285	0.285
11 10	1000	399.9880751028072	0.12	0.12
1 13	1000	399.9880751028072	0.32	0.32
2 1	1000	399.9880751028072	0.32	0.32
1 2	1000	399.9880751028072	0.19	0.19
9 11	1000	399.9880751028072	0.485	0.485
3 13	1000	399.9880751028072	0.505	0.505
12 3	1000	399.9880751028072	0.51	0.51
8 3	1000	399.9880751028072	0.34	0.34
3 12	1000	399.9880751028072	0.545	0.545
3 8	1000	399.9880751028072	0.36	0.36
14 2	1000	399.9880751028072	0.16	0.16
12 2	1000	399.9880751028072	0.645	0.645
2 14	1000	399.9880751028072	0.46	0.46
9 4	1000	399.9880751028072	0.44	0.44
13 3	1000	399.9880751028072	0.46	0.46
4 9	1000	399.9880751028072	0.53	0.53
4 12	1000	399.9880751028072	0.565	0.565
10 4	1000	399.9880751028072	0.29	0.29
4 10	1000	399.9880751028072	0.23	0.23
9 7	1000	399.9880751028072	0.375	0.375
7 10	1000	399.9880751028072	0.24	0.24
10 7	1000	399.9880751028072	0.07	0.07
7 13	1000	399.9880751028072	0.505	0.505
6 14	1000	399.9880751028072	0.45	0.45
11 6	1000	399.9880751028072	0.62	0.62
7 9	1000	399.9880751028072	0.545	0.545
14 6	1000	399.9880751028072	0.695	0.695
6 8	1000	399.9880751028072	0.545	0.545
12 5	1000	399.9880751028072	0.32	0.32
12 4	1000	399.9880751028072	0.625	0.625
8 6	1000	399.9880751028072	0.375	0.375
6 11	1000	399.9880751028072	0.695	0.695
5 11	1000	399.9880751028072	0.365	0.365
11 5	1000	399.9880751028072	0.425	0.425
5 12	1000	399.9880751028072	0.25	0.25
13 7	1000	399.9880751028072	0.605	0.605
10 11	1000	420.5965963875616	0.15	0.15
11 9	1000	420.5965963875616	0.4	0.4
2 12	1000	420.5965963875616	0.29	0.29
14 1	1000	420.5965963875616	0.29	0.29
13 1	1000	420.5965963875616	0.485	0.485
1 14	1000	420.5965963875616	0.215	0.215
11 10	1000	420.5965963875616	0.16	0.16
1 13	1000	420.5965963875616	0.35	0.35
2 1	1000	420.5965963875616	0.26	0.26
1 2	1000	420.5965963875616	0.27	0.27
9 11	1000	420.5965963875616	0.34	0.34
3 13	1000	420.5965963875616	0.47	0.47
12 3	1000	420.5965963875616	0.44	0.44
8 3	1000	420.5965963875616	0.4	0.4
3 12	1000	420.5965963875616	0.46	0.46
3 8	1000	420.5965963875616	0.36	0.36
14 2	1000	420.5965963875616	0.21	0.21
12 2	1000	420.5965963875616	0.56	0.56
2 14	1000	420.5965963875616	0.33	0.33
9 4	1000	420.5965963875616	0.22	0.22
13 3	1000	420.5965963875616	0.3	0.3
4 9	1000	420.5965963875616	0.29	0.29
4 12	1000	420.5965963875616	0.7	0.7
10 4	1000	420.5965963875616	0.18	0.18
4 10	1000	420.5965963875616	0.03	0.03
9 7	1000	420.5965963875616	0.415	0.415
7 10	1000	420.5965963875616	0.35	0.35
10 7	1000	420.5965963875616	0.1	0.1
7 13	1000	420.5965963875616	0.425	0.425
6 14	1000	420.5965963875616	0.545	0.545
11 6	1000	420.5965963875616	0.495	0.495
7 9	1000	420.5965963875616	0.41	0.41
14 6	1000	420.5965963875616	0.48	0.48
6 8	1000	420.5965963875616	0.38	0.38
12 5	1000	420.5965963875616	0.34	0.34
12 4	1000	420.5965963875616	0.395	0.395
8 6	1000	420.5965963875616	0.59	0.59
6 11	1000	420.5965963875616	0.735	0.735
5 11	1000	420.5965963875616	0.27	0.27
11 5	1000	420.5965963875616	0.34	0.34
5 12	1000	420.5965963875616	0.27	0.27
13 7	1000	420.5965963875616	0.63	0.63
10 11	1000	440.9779353204208	0.32	0.32
11 9	1000	440.9779353204208	0.35	0.35
2 12	1000	440.9779353204208	0.28	0.28
14 1	1000	440.9779353204208	0.31	0.31
13 1	1000	440.9779353204208	0.34	0.34
1 14	1000	440.9779353204208	0.18	0.18
11 10	1000	440.9779353204208	0.12	0.12
1 13	1000	440.9779353204208	0.37	0.37
2 1	1000	440.9779353204208	0.06	0.06
1 2	1000	440.9779353204208	0.19	0.19
9 11	1000	440.9779353204208	0.53	0.53
3 13	1000	440.9779353204208	0.38	0.38
12 3	1000	440.9779353204208	0.33	0.33
8 3	1000	440.9779353204208	0.29	0.29
3 12	1000	440.9779353204208	0.39	0.39
3 8	1000	440.9779353204208	0.46	0.46
14 2	1000	440.9779353204208	0.23	0.23
12 2	1000	440.9779353204208	0.38	0.38
2 14	1000	440.9779353204208	0.33	0.33
9 4	1000	440.9779353204208	0.25	0.25
13 3	1000	440.9779353204208	0.37	0.37
4 9	1000	440.9779353204208	0.43	0.43
4 12	1000	440.9779353204208	0.35	0.35
10 4	1000	440.9779353204208	0.11	0.11
4 10	1000	440.9779353204208	0.07	0.07
9 7	1000	440.9779353204208	0.46	0.46
7 10	1000	440.9779353204208	0.3	0.3
10 7	1000	440.9779353204208	0.19	0.19
7 13	1000	440.9779353204208	0.49	0.49
6 14	1000	440.9779353204208	0.585	0.585
11 6	1000	440.9779353204208	0.655	0.655
7 9	1000	440.9779353204208	0.34	0.34
14 6	1000	440.9779353204208	0.57	0.57
6 8	1000	440.9779353204208	0.37	0.37
12 5	1000	440.9779353204208	0.34	0.34
12 4	1000	440.9779353204208	0.26	0.26
8 6	1000	440.9779353204208	0.43	0.43
6 11	1000	440.9779353204208	0.425	0.425
5 11	1000	440.9779353204208	0.41	0.41
11 5	1000	440.9779353204208	0.24	0.24
5 12	1000	440.9779353204208	0.19	0.19
13 7	1000	440.9779353204208	0.56	0.56
10 11	1000	461.02684992416346	0.135	0.135
11 9	1000	461.02684992416346	0.185	0.185
2 12	1000	461.02684992416346	0.175	0.175
14 1	1000	461.02684992416346	0.165	0.165
13 1	1000	461.02684992416346	0.23	0.23
1 14	1000	461.02684992416346	0.195	0.195
11 10	1000	461.02684992416346	0.195	0.195
1 13	1000	461.02684992416346	0.335	0.335
2 1	1000	461.02684992416346	0.17	0.17
1 2	1000	461.02684992416346	0.135	0.135
9 11	1000	461.02684992416346	0.265	0.265
3 13	1000	461.02684992416346	0.175	0.175
12 3	1000	461.02684992416346	0.15	0.15
8 3	1000	461.02684992416346	0.25	0.25
3 12	1000	461.02684992416346	0.325	0.325
3 8	1000	461.02684992416346	0.175	0.175
14 2	1000	461.02684992416346	0.155	0.155
12 2	1000	461.02684992416346	0.25	0.25
2 14	1000	461.02684992416346	0.25	0.25
9 4	1000	461.02684992416346	0.225	0.225
13 3	1000	461.02684992416346	0.14	0.14
4 9	1000	461.02684992416346	0.24	0.24
4 12	1000	461.02684992416346	0.35	0.35
10 4	1000	461.02684992416346	0.19	0.19
4 10	1000	461.02684992416346	0.07	0.07
9 7	1000	461.02684992416346	0.305	0.305
7 10	1000	461.02684992416346	0.22	0.22
10 7	1000	461.02684992416346	0.105	0.105
7 13	1000	461.02684992416346	0.315	0.315
6 14	1000	461.02684992416346	0.44	0.44
11 6	1000	461.02684992416346	0.355	0.355
7 9	1000	461.02684992416346	0.215	0.215
14 6	1000	461.02684992416346	0.345	0.345
6 8	1000	461.02684992416346	0.27	0.27
12 5	1000	461.02684992416346	0.19	0.19
12 4	1000	461.02684992416346	0.23	0.23
8 6	1000	461.02684992416346	0.24	0.24
6 11	1000	461.02684992416346	0.29	0.29
5 11	1000	461.02684992416346	0.315	0.315
11 5	1000	461.02684992416346	0.15	0.15
5 12	1000	461.02684992416346	0.1	0.1
13 7	1000	461.02684992416346	0.35	0.35
10 11	1000	480.73420614099535	0.16	0.16
11 9	1000	480.73420614099535	0.2	0.2
2 12	1000	480.73420614099535	0.35	0.35
14 1	1000	480.73420614099535	0.245	0.245
13 1	1000	480.73420614099535	0.27	0.27
1 14	1000	480.73420614099535	0.19	0.19
11 10	1000	480.73420614099535	0.22	0.22
1 13	1000	480.73420614099535	0.345	0.345
2 1	1000	480.73420614099535	0.19	0.19
1 2	1000	480.73420614099535	0.175	0.175
9 11	1000	480.73420614099535	0.265	0.265
3 13	1000	480.73420614099535	0.265	0.265
12 3	1000	480.73420614099535	0.365	0.365
8 3	1000	480.73420614099535	0.33	0.33
3 12	1000	480.73420614099535	0.39	0.39
3 8	1000	480.73420614099535	0.48	0.48
14 2	1000	480.73420614099535	0.185	0.185
12 2	1000	480.73420614099535	0.49	0.49
2 14	1000	480.73420614099535	0.315	0.315
9 4	1000	480.73420614099535	0.325	0.325
13 3	1000	480.73420614099535	0.42	0.42
4 9	1000	480.73420614099535	0.33	0.33
4 12	1000	480.73420614099535	0.4	0.4
10 4	1000	480.73420614099535	0.145	0.145
4 10	1000	480.73420614099535	0.16	0.16
9 7	1000	480.73420614099535	0.46	0.46
7 10	1000	480.73420614099535	0.2	0.2
10 7	1000	480.73420614099535	0.195	0.195
7 13	1000	480.73420614099535	0.575	0.575
6 14	1000	480.73420614099535	0.42	0.42
11 6	1000	480.73420614099535	0.625	0.625
7 9	1000	480.73420614099535	0.42	0.42
14 6	1000	480.73420614099535	0.575	0.575
6 8	1000	480.73420614099535	0.515	0.515
12 5	1000	480.73420614099535	0.25	0.25
12 4	1000	480.73420614099535	0.51	0.51
8 6	1000	480.73420614099535	0.375	0.375
6 11	1000	480.73420614099535	0.555	0.555
5 11	1000	480.73420614099535	0.255	0.255
11 5	1000	480.73420614099535	0.3	0.3
5 12	1000	480.73420614099535	0.37	0.37
13 7	1000	480.73420614099535	0.565	0.565
10 11	1000	500.54609341701536	0.19	0.19
11 9	1000	500.54609341701536	0.44	0.44
2 12	1000	500.54609341701536	0.46	0.46
14 1	1000	500.54609341701536	0.38	0.38
13 1	1000	500.54609341701536	0.495	0.495
1 14	1000	500.54609341701536	0.29	0.29
11 10	1000	500.54609341701536	0.1	0.1
1 13	1000	500.54609341701536	0.465	0.465
2 1	1000	500.54609341701536	0.17	0.17
1 2	1000	500.54609341701536	0.32	0.32
9 11	1000	500.54609341701536	0.265	0.265
3 13	1000	500.54609341701536	0.48	0.48
12 3	1000	500.54609341701536	0.5	0.5
8 3	1000	500.54609341701536	0.335	0.335
3 12	1000	500.54609341701536	0.23	0.23
3 8	1000	500.54609341701536	0.51	0.51
14 2	1000	500.54609341701536	0.15	0.15
12 2	1000	500.54609341701536	0.47	0.47
2 14	1000	500.54609341701536	0.24	0.24
9 4	1000	500.54609341701536	0.25	0.25
13 3	1000	500.54609341701536	0.38	0.38
4 9	1000	500.54609341701536	0.175	0.175
4 12	1000	500.54609341701536	0.58	0.58
10 4	1000	500.54609341701536	0.25	0.25
4 10	1000	500.54609341701536	0.28	0.28
9 7	1000	500.54609341701536	0.43	0.43
7 10	1000	500.54609341701536	0.21	0.21
10 7	1000	500.54609341701536	0.07	0.07
7 13	1000	500.54609341701536	0.6	0.6
6 14	1000	500.54609341701536	0.51	0.51
11 6	1000	500.54609341701536	0.68	0.68
7 9	1000	500.54609341701536	0.375	0.375
14 6	1000	500.54609341701536	0.385	0.385
6 8	1000	500.54609341701536	0.475	0.475
12 5	1000	500.54609341701536	0.215	0.215
12 4	1000	500.54609341701536	0.51	0.51
8 6	1000	500.54609341701536	0.6	0.6
6 11	1000	500.54609341701536	0.66	0.66
5 11	1000	500.54609341701536	0.27	0.27
11 5	1000	500.54609341701536	0.41	0.41
5 12	1000	500.54609341701536	0.39	0.39
13 7	1000	500.54609341701536	0.575	0.575
10 11	1000	520.4425637767503	0.18	0.18
11 9	1000	520.4425637767503	0.59	0.59
2 12	1000	520.4425637767503	0.64	0.64
14 1	1000	520.4425637767503	0.2	0.2
13 1	1000	520.4425637767503	0.44	0.44
1 14	1000	520.4425637767503	0.25	0.25
11 10	1000	520.4425637767503	0.11	0.11
1 13	1000	520.4425637767503	0.18	0.18
2 1	1000	520.4425637767503	0.25	0.25
1 2	1000	520.4425637767503	0.33	0.33
9 11	1000	520.4425637767503	0.47	0.47
3 13	1000	520.4425637767503	0.505	0.505
12 3	1000	520.4425637767503	0.29	0.29
8 3	1000	520.4425637767503	0.32	0.32
3 12	1000	520.4425637767503	0.43	0.43
3 8	1000	520.4425637767503	0.47	0.47
14 2	1000	520.4425637767503	0.19	0.19
12 2	1000	520.4425637767503	0.49	0.49
2 14	1000	520.4425637767503	0.18	0.18
9 4	1000	520.4425637767503	0.38	0.38
13 3	1000	520.4425637767503	0.48	0.48
4 9	1000	520.4425637767503	0.37	0.37
4 12	1000	520.4425637767503	0.41	0.41
10 4	1000	520.4425637767503	0.2	0.2
4 10	1000	520.4425637767503	0.15	0.15
9 7	1000	520.4425637767503	0.47	0.47
7 10	1000	520.4425637767503	0.1	0.1
10 7	1000	520.4425637767503	0.11	0.11
7 13	1000	520.4425637767503	0.62	0.62
6 14	1000	520.4425637767503	0.46	0.46
11 6	1000	520.4425637767503	0.59	0.59
7 9	1000	520.4425637767503	0.52	0.52
14 6	1000	520.4425637767503	0.5	0.5
6 8	1000	520.4425637767503	0.4	0.4
12 5	1000	520.4425637767503	0.37	0.37
12 4	1000	520.4425637767503	0.52	0.52
8 6	1000	520.4425637767503	0.47	0.47
6 11	1000	520.4425637767503	0.54	0.54
5 11	1000	520.4425637767503	0.43	0.43
11 5	1000	520.4425637767503	0.44	0.44
5 12	1000	520.4425637767503	0.28	0.28
13 7	1000	520.4425637767503	0.42	0.42
10 11	1000	541.2166189096101	0.15	0.15
11 9	1000	541.2166189096101	0.49	0.49
2 12	1000	541.2166189096101	0.48	0.48
14 1	1000	541.2166189096101	0.34	0.34
13 1	1000	541.2166189096101	0.44	0.44
1 14	1000	541.2166189096101	0.19	0.19
11 10	1000	541.2166189096101	0.21	0.21
1 13	1000	541.2166189096101	0.45	0.45
2 1	1000	541.2166189096101	0.22	0.22
1 2	1000	541.2166189096101	0.21	0.21
9 11	1000	541.2166189096101	0.19	0.19
3 13	1000	541.2166189096101	0.45	0.45
12 3	1000	541.2166189096101	0.29	0.29
8 3	1000	541.2166189096101	0.3	0.3
3 12	1000	541.2166189096101	0.31	0.31
3 8	1000	541.2166189096101	0.24	0.24
14 2	1000	541.2166189096101	0.32	0.32
12 2	1000	541.2166189096101	0.61	0.61
2 14	1000	541.2166189096101	0.3	0.3
9 4	1000	541.2166189096101	0.43	0.43
13 3	1000	541.2166189096101	0.51	0.51
4 9	1000	541.2166189096101	0.31	0.31
4 12	1000	541.2166189096101	0.33	0.33
10 4	1000	541.2166189096101	0.17	0.17
4 10	1000	541.2166189096101	0.23	0.23
9 7	1000	541.2166189096101	0.52	0.52
7 10	1000	541.2166189096101	0.2	0.2
10 7	1000	541.2166189096101	0.15	0.15
7 13	1000	541.2166189096101	0.59	0.59
6 14	1000	541.2166189096101	0.58	0.58
11 6	1000	541.2166189096101	0.58	0.58
7 9	1000	541.2166189096101	0.5	0.5
14 6	1000	541.2166189096101	0.45	0.45
6 8	1000	541.2166189096101	0.31	0.31
12 5	1000	541.2166189096101	0.2	0.2
12 4	1000	541.2166189096101	0.41	0.41
8 6	1000	541.2166189096101	0.44	0.44
6 11	1000	541.2166189096101	0.63	0.63
5 11	1000	541.2166189096101	0.38	0.38
11 5	1000	541.2166189096101	0.34	0.34
5 12	1000	541.2166189096101	0.35	0.35
13 7	1000	541.2166189096101	0.66	0.66
10 11	1000	562.4076066047837	0.11	0.11
11 9	1000	562.4076066047837	0.24	0.24
2 12	1000	562.4076066047837	0.605	0.605
14 1	1000	562.4076066047837	0.1	0.1
13 1	1000	562.4076066047837	0.22	0.22
1 14	1000	562.4076066047837	0.195	0.195
11 10	1000	562.4076066047837	0.235	0.235
1 13	1000	562.4076066047837	0.38	0.38
2 1	1000	562.4076066047837	0.3	0.3
1 2	1000	562.4076066047837	0.245	0.245
9 11	1000	562.4076066047837	0.305	0.305
3 13	1000	562.4076066047837	0.325	0.325
12 3	1000	562.4076066047837	0.2	0.2
8 3	1000	562.4076066047837	0.385	0.385
3 12	1000	562.4076066047837	0.175	0.175
3 8	1000	562.4076066047837	0.24	0.24
14 2	1000	562.4076066047837	0.23	0.23
12 2	1000	562.4076066047837	0.37	0.37
2 14	1000	562.4076066047837	0.14	0.14
9 4	1000	562.4076066047837	0.235	0.235
13 3	1000	562.4076066047837	0.41	0.41
4 9	1000	562.4076066047837	0.315	0.315
4 12	1000	562.4076066047837	0.255	0.255
10 4	1000	562.4076066047837	0.255	0.255
4 10	1000	562.4076066047837	0.275	0.275
9 7	1000	562.4076066047837	0.395	0.395
7 10	1000	562.4076066047837	0.115	0.115
10 7	1000	562.4076066047837	0.105	0.105
7 13	1000	562.4076066047837	0.43	0.43
6 14	1000	562.4076066047837	0.24	0.24
11 6	1000	562.4076066047837	0.46	0.46
7 9	1000	562.4076066047837	0.335	0.335
14 6	1000	562.4076066047837	0.435	0.435
6 8	1000	562.4076066047837	0.455	0.455
12 5	1000	562.4076066047837	0.24	0.24
12 4	1000	562.4076066047837	0.48	0.48
8 6	1000	562.4076066047837	0.305	0.305
6 11	1000	562.4076066047837	0.66	0.66
5 11	1000	562.4076066047837	0.245	0.245
11 5	1000	562.4076066047837	0.345	0.345
5 12	1000	562.4076066047837	0.36	0.36
13 7	1000	562.4076066047837	0.485	0.485
10 11	1000	582.0043121049916	0.11	0.11
11 9	1000	582.0043121049916	0.27	0.27
2 12	1000	582.0043121049916	0.54	0.54
14 1	1000	582.0043121049916	0.105	0.105
13 1	1000	582.0043121049916	0.26	0.26
1 14	1000	582.0043121049916	0.225	0.225
11 10	1000	582.0043121049916	0.19	0.19
1 13	1000	582.0043121049916	0.525	0.525
2 1	1000	582.0043121049916	0.25	0.25
1 2	1000	582.0043121049916	0.165	0.165
9 11	1000	582.0043121049916	0.46	0.46
3 13	1000	582.0043121049916	0.47	0.47
12 3	1000	582.0043121049916	0.405	0.405
8 3	1000	582.0043121049916	0.52	0.52
3 12	1000	582.0043121049916	0.46	0.46
3 8	1000	582.0043121049916	0.325	0.325
14 2	1000	582.0043121049916	0.29	0.29
12 2	1000	582.0043121049916	0.565	0.565
2 14	1000	582.0043121049916	0.18	0.18
9 4	1000	582.0043121049916	0.395	0.395
13 3	1000	582.0043121049916	0.405	0.405
4 9	1000	582.0043121049916	0.245	0.245
4 12	1000	582.0043121049916	0.57	0.57
10 4	1000	582.0043121049916	0.28	0.28
4 10	1000	582.0043121049916	0.16	0.16
9 7	1000	582.0043121049916	0.525	0.525
7 10	1000	582.0043121049916	0.15	0.15
10 7	1000	582.0043121049916	0.09	0.09
7 13	1000	582.0043121049916	0.585	0.585
6 14	1000	582.0043121049916	0.33	0.33
11 6	1000	582.0043121049916	0.445	0.445
7 9	1000	582.0043121049916	0.48	0.48
14 6	1000	582.0043121049916	0.43	0.43
