03-10-2015 13-33-06
Fiber utilization

Fiber	Requests	SimTime	Utilization(%)
6 11	1000	191.64205026644433	0.55	0.55
5 11	1000	191.64205026644433	0.25	0.25
11 5	1000	191.64205026644433	0.3	0.3
5 12	1000	191.64205026644433	0.22	0.22
13 7	1000	191.64205026644433	0.54	0.54
10 11	1000	215.60066682029458	0.14	0.14
11 9	1000	215.60066682029458	0.305	0.305
2 12	1000	215.60066682029458	0.35	0.35
14 1	1000	215.60066682029458	0.27	0.27
13 1	1000	215.60066682029458	0.3	0.3
1 14	1000	215.60066682029458	0.21	0.21
11 10	1000	215.60066682029458	0.14	0.14
1 13	1000	215.60066682029458	0.22	0.22
2 1	1000	215.60066682029458	0.15	0.15
1 2	1000	215.60066682029458	0.29	0.29
9 11	1000	215.60066682029458	0.44	0.44
3 13	1000	215.60066682029458	0.32	0.32
12 3	1000	215.60066682029458	0.29	0.29
8 3	1000	215.60066682029458	0.245	0.245
3 12	1000	215.60066682029458	0.25	0.25
3 8	1000	215.60066682029458	0.22	0.22
14 2	1000	215.60066682029458	0.18	0.18
12 2	1000	215.60066682029458	0.49	0.49
2 14	1000	215.60066682029458	0.12	0.12
9 4	1000	215.60066682029458	0.33	0.33
13 3	1000	215.60066682029458	0.31	0.31
4 9	1000	215.60066682029458	0.39	0.39
4 12	1000	215.60066682029458	0.43	0.43
10 4	1000	215.60066682029458	0.19	0.19
4 10	1000	215.60066682029458	0.15	0.15
9 7	1000	215.60066682029458	0.35	0.35
7 10	1000	215.60066682029458	0.22	0.22
10 7	1000	215.60066682029458	0.14	0.14
7 13	1000	215.60066682029458	0.51	0.51
6 14	1000	215.60066682029458	0.4	0.4
11 6	1000	215.60066682029458	0.66	0.66
7 9	1000	215.60066682029458	0.38	0.38
14 6	1000	215.60066682029458	0.4	0.4
6 8	1000	215.60066682029458	0.45	0.45
12 5	1000	215.60066682029458	0.3	0.3
12 4	1000	215.60066682029458	0.31	0.31
8 6	1000	215.60066682029458	0.45	0.45
6 11	1000	215.60066682029458	0.56	0.56
5 11	1000	215.60066682029458	0.17	0.17
11 5	1000	215.60066682029458	0.25	0.25
5 12	1000	215.60066682029458	0.32	0.32
13 7	1000	215.60066682029458	0.44	0.44
10 11	1000	240.1444512042926	0.18	0.18
11 9	1000	240.1444512042926	0.42	0.42
2 12	1000	240.1444512042926	0.34	0.34
14 1	1000	240.1444512042926	0.15	0.15
13 1	1000	240.1444512042926	0.49	0.49
1 14	1000	240.1444512042926	0.35	0.35
11 10	1000	240.1444512042926	0.24	0.24
1 13	1000	240.1444512042926	0.22	0.22
2 1	1000	240.1444512042926	0.19	0.19
1 2	1000	240.1444512042926	0.11	0.11
9 11	1000	240.1444512042926	0.44	0.44
3 13	1000	240.1444512042926	0.56	0.56
12 3	1000	240.1444512042926	0.42	0.42
8 3	1000	240.1444512042926	0.325	0.325
3 12	1000	240.1444512042926	0.18	0.18
3 8	1000	240.1444512042926	0.3	0.3
14 2	1000	240.1444512042926	0.15	0.15
12 2	1000	240.1444512042926	0.42	0.42
2 14	1000	240.1444512042926	0.2	0.2
9 4	1000	240.1444512042926	0.26	0.26
13 3	1000	240.1444512042926	0.32	0.32
4 9	1000	240.1444512042926	0.49	0.49
4 12	1000	240.1444512042926	0.38	0.38
10 4	1000	240.1444512042926	0.23	0.23
4 10	1000	240.1444512042926	0.16	0.16
9 7	1000	240.1444512042926	0.3	0.3
7 10	1000	240.1444512042926	0.14	0.14
10 7	1000	240.1444512042926	0.15	0.15
7 13	1000	240.1444512042926	0.61	0.61
6 14	1000	240.1444512042926	0.31	0.31
11 6	1000	240.1444512042926	0.67	0.67
7 9	1000	240.1444512042926	0.39	0.39
14 6	1000	240.1444512042926	0.63	0.63
6 8	1000	240.1444512042926	0.43	0.43
12 5	1000	240.1444512042926	0.19	0.19
12 4	1000	240.1444512042926	0.43	0.43
8 6	1000	240.1444512042926	0.34	0.34
6 11	1000	240.1444512042926	0.79	0.79
5 11	1000	240.1444512042926	0.33	0.33
11 5	1000	240.1444512042926	0.33	0.33
5 12	1000	240.1444512042926	0.33	0.33
13 7	1000	240.1444512042926	0.52	0.52
10 11	1000	263.09701319951427	0.21	0.21
11 9	1000	263.09701319951427	0.45	0.45
2 12	1000	263.09701319951427	0.46	0.46
14 1	1000	263.09701319951427	0.28	0.28
13 1	1000	263.09701319951427	0.23	0.23
1 14	1000	263.09701319951427	0.21	0.21
11 10	1000	263.09701319951427	0.15	0.15
1 13	1000	263.09701319951427	0.43	0.43
2 1	1000	263.09701319951427	0.19	0.19
1 2	1000	263.09701319951427	0.19	0.19
9 11	1000	263.09701319951427	0.24	0.24
3 13	1000	263.09701319951427	0.35	0.35
12 3	1000	263.09701319951427	0.27	0.27
8 3	1000	263.09701319951427	0.385	0.385
3 12	1000	263.09701319951427	0.56	0.56
3 8	1000	263.09701319951427	0.3	0.3
14 2	1000	263.09701319951427	0.16	0.16
12 2	1000	263.09701319951427	0.61	0.61
2 14	1000	263.09701319951427	0.2	0.2
9 4	1000	263.09701319951427	0.3	0.3
13 3	1000	263.09701319951427	0.5	0.5
4 9	1000	263.09701319951427	0.34	0.34
4 12	1000	263.09701319951427	0.55	0.55
10 4	1000	263.09701319951427	0.34	0.34
4 10	1000	263.09701319951427	0.23	0.23
9 7	1000	263.09701319951427	0.5	0.5
7 10	1000	263.09701319951427	0.26	0.26
10 7	1000	263.09701319951427	0.12	0.12
7 13	1000	263.09701319951427	0.55	0.55
6 14	1000	263.09701319951427	0.47	0.47
11 6	1000	263.09701319951427	0.66	0.66
7 9	1000	263.09701319951427	0.42	0.42
14 6	1000	263.09701319951427	0.48	0.48
6 8	1000	263.09701319951427	0.45	0.45
12 5	1000	263.09701319951427	0.27	0.27
12 4	1000	263.09701319951427	0.61	0.61
8 6	1000	263.09701319951427	0.17	0.17
6 11	1000	263.09701319951427	0.6	0.6
5 11	1000	263.09701319951427	0.48	0.48
11 5	1000	263.09701319951427	0.41	0.41
5 12	1000	263.09701319951427	0.34	0.34
13 7	1000	263.09701319951427	0.68	0.68
10 11	1000	288.0643285189906	0.26	0.26
11 9	1000	288.0643285189906	0.43	0.43
2 12	1000	288.0643285189906	0.58	0.58
14 1	1000	288.0643285189906	0.18	0.18
13 1	1000	288.0643285189906	0.42	0.42
1 14	1000	288.0643285189906	0.28	0.28
11 10	1000	288.0643285189906	0.24	0.24
1 13	1000	288.0643285189906	0.34	0.34
2 1	1000	288.0643285189906	0.13	0.13
1 2	1000	288.0643285189906	0.29	0.29
9 11	1000	288.0643285189906	0.19	0.19
3 13	1000	288.0643285189906	0.29	0.29
12 3	1000	288.0643285189906	0.3	0.3
8 3	1000	288.0643285189906	0.2	0.2
3 12	1000	288.0643285189906	0.25	0.25
3 8	1000	288.0643285189906	0.14	0.14
14 2	1000	288.0643285189906	0.2	0.2
12 2	1000	288.0643285189906	0.35	0.35
2 14	1000	288.0643285189906	0.15	0.15
9 4	1000	288.0643285189906	0.36	0.36
13 3	1000	288.0643285189906	0.21	0.21
4 9	1000	288.0643285189906	0.37	0.37
4 12	1000	288.0643285189906	0.43	0.43
10 4	1000	288.0643285189906	0.29	0.29
4 10	1000	288.0643285189906	0.1	0.1
9 7	1000	288.0643285189906	0.28	0.28
7 10	1000	288.0643285189906	0.25	0.25
10 7	1000	288.0643285189906	0.06	0.06
7 13	1000	288.0643285189906	0.43	0.43
6 14	1000	288.0643285189906	0.4	0.4
11 6	1000	288.0643285189906	0.46	0.46
7 9	1000	288.0643285189906	0.26	0.26
14 6	1000	288.0643285189906	0.35	0.35
6 8	1000	288.0643285189906	0.38	0.38
12 5	1000	288.0643285189906	0.24	0.24
12 4	1000	288.0643285189906	0.53	0.53
8 6	1000	288.0643285189906	0.29	0.29
6 11	1000	288.0643285189906	0.75	0.75
5 11	1000	288.0643285189906	0.27	0.27
11 5	1000	288.0643285189906	0.27	0.27
5 12	1000	288.0643285189906	0.32	0.32
13 7	1000	288.0643285189906	0.45	0.45
10 11	1000	312.9792480276091	0.1	0.1
11 9	1000	312.9792480276091	0.47	0.47
2 12	1000	312.9792480276091	0.39	0.39
14 1	1000	312.9792480276091	0.21	0.21
13 1	1000	312.9792480276091	0.42	0.42
1 14	1000	312.9792480276091	0.21	0.21
11 10	1000	312.9792480276091	0.14	0.14
1 13	1000	312.9792480276091	0.31	0.31
2 1	1000	312.9792480276091	0.12	0.12
1 2	1000	312.9792480276091	0.14	0.14
9 11	1000	312.9792480276091	0.33	0.33
3 13	1000	312.9792480276091	0.41	0.41
12 3	1000	312.9792480276091	0.36	0.36
8 3	1000	312.9792480276091	0.39	0.39
3 12	1000	312.9792480276091	0.31	0.31
3 8	1000	312.9792480276091	0.19	0.19
14 2	1000	312.9792480276091	0.14	0.14
12 2	1000	312.9792480276091	0.35	0.35
2 14	1000	312.9792480276091	0.16	0.16
9 4	1000	312.9792480276091	0.31	0.31
13 3	1000	312.9792480276091	0.29	0.29
4 9	1000	312.9792480276091	0.37	0.37
4 12	1000	312.9792480276091	0.52	0.52
10 4	1000	312.9792480276091	0.4	0.4
4 10	1000	312.9792480276091	0.12	0.12
9 7	1000	312.9792480276091	0.37	0.37
7 10	1000	312.9792480276091	0.27	0.27
10 7	1000	312.9792480276091	0.17	0.17
7 13	1000	312.9792480276091	0.64	0.64
6 14	1000	312.9792480276091	0.41	0.41
11 6	1000	312.9792480276091	0.66	0.66
7 9	1000	312.9792480276091	0.27	0.27
14 6	1000	312.9792480276091	0.28	0.28
6 8	1000	312.9792480276091	0.36	0.36
12 5	1000	312.9792480276091	0.27	0.27
12 4	1000	312.9792480276091	0.49	0.49
8 6	1000	312.9792480276091	0.36	0.36
6 11	1000	312.9792480276091	0.45	0.45
5 11	1000	312.9792480276091	0.28	0.28
11 5	1000	312.9792480276091	0.08	0.08
5 12	1000	312.9792480276091	0.23	0.23
13 7	1000	312.9792480276091	0.44	0.44
10 11	1000	337.35274551733045	0.29	0.29
11 9	1000	337.35274551733045	0.42	0.42
2 12	1000	337.35274551733045	0.47	0.47
14 1	1000	337.35274551733045	0.28	0.28
13 1	1000	337.35274551733045	0.22	0.22
1 14	1000	337.35274551733045	0.28	0.28
11 10	1000	337.35274551733045	0.18	0.18
1 13	1000	337.35274551733045	0.42	0.42
2 1	1000	337.35274551733045	0.23	0.23
1 2	1000	337.35274551733045	0.31	0.31
9 11	1000	337.35274551733045	0.37	0.37
3 13	1000	337.35274551733045	0.27	0.27
12 3	1000	337.35274551733045	0.29	0.29
8 3	1000	337.35274551733045	0.25	0.25
3 12	1000	337.35274551733045	0.34	0.34
3 8	1000	337.35274551733045	0.34	0.34
14 2	1000	337.35274551733045	0.1	0.1
12 2	1000	337.35274551733045	0.31	0.31
2 14	1000	337.35274551733045	0.16	0.16
9 4	1000	337.35274551733045	0.51	0.51
13 3	1000	337.35274551733045	0.39	0.39
4 9	1000	337.35274551733045	0.45	0.45
4 12	1000	337.35274551733045	0.3	0.3
10 4	1000	337.35274551733045	0.22	0.22
4 10	1000	337.35274551733045	0.17	0.17
9 7	1000	337.35274551733045	0.26	0.26
7 10	1000	337.35274551733045	0.11	0.11
10 7	1000	337.35274551733045	0.07	0.07
7 13	1000	337.35274551733045	0.33	0.33
6 14	1000	337.35274551733045	0.47	0.47
11 6	1000	337.35274551733045	0.55	0.55
7 9	1000	337.35274551733045	0.3	0.3
14 6	1000	337.35274551733045	0.39	0.39
6 8	1000	337.35274551733045	0.3	0.3
12 5	1000	337.35274551733045	0.28	0.28
12 4	1000	337.35274551733045	0.61	0.61
8 6	1000	337.35274551733045	0.35	0.35
6 11	1000	337.35274551733045	0.75	0.75
5 11	1000	337.35274551733045	0.2	0.2
11 5	1000	337.35274551733045	0.37	0.37
5 12	1000	337.35274551733045	0.31	0.31
13 7	1000	337.35274551733045	0.54	0.54
10 11	1000	361.1712187771133	0.06	0.06
11 9	1000	361.1712187771133	0.43	0.43
2 12	1000	361.1712187771133	0.58	0.58
14 1	1000	361.1712187771133	0.26	0.26
13 1	1000	361.1712187771133	0.23	0.23
1 14	1000	361.1712187771133	0.27	0.27
11 10	1000	361.1712187771133	0.2	0.2
1 13	1000	361.1712187771133	0.38	0.38
2 1	1000	361.1712187771133	0.16	0.16
1 2	1000	361.1712187771133	0.22	0.22
9 11	1000	361.1712187771133	0.4	0.4
3 13	1000	361.1712187771133	0.46	0.46
12 3	1000	361.1712187771133	0.37	0.37
8 3	1000	361.1712187771133	0.29	0.29
3 12	1000	361.1712187771133	0.32	0.32
3 8	1000	361.1712187771133	0.35	0.35
