03-10-2015 13-33-06
Fiber utilization

Fiber	Requests	SimTime	Utilization(%)
14 2	1000	361.1712187771133	0.15	0.15
12 2	1000	361.1712187771133	0.37	0.37
2 14	1000	361.1712187771133	0.13	0.13
9 4	1000	361.1712187771133	0.28	0.28
13 3	1000	361.1712187771133	0.64	0.64
4 9	1000	361.1712187771133	0.35	0.35
4 12	1000	361.1712187771133	0.51	0.51
10 4	1000	361.1712187771133	0.31	0.31
4 10	1000	361.1712187771133	0.18	0.18
9 7	1000	361.1712187771133	0.4	0.4
7 10	1000	361.1712187771133	0.24	0.24
10 7	1000	361.1712187771133	0.14	0.14
7 13	1000	361.1712187771133	0.53	0.53
6 14	1000	361.1712187771133	0.45	0.45
11 6	1000	361.1712187771133	0.61	0.61
7 9	1000	361.1712187771133	0.34	0.34
14 6	1000	361.1712187771133	0.43	0.43
6 8	1000	361.1712187771133	0.26	0.26
12 5	1000	361.1712187771133	0.29	0.29
12 4	1000	361.1712187771133	0.59	0.59
8 6	1000	361.1712187771133	0.48	0.48
6 11	1000	361.1712187771133	0.68	0.68
5 11	1000	361.1712187771133	0.27	0.27
11 5	1000	361.1712187771133	0.28	0.28
5 12	1000	361.1712187771133	0.24	0.24
13 7	1000	361.1712187771133	0.51	0.51
10 11	1000	385.36571800390146	0.095	0.095
11 9	1000	385.36571800390146	0.235	0.235
2 12	1000	385.36571800390146	0.085	0.085
14 1	1000	385.36571800390146	0.25	0.25
13 1	1000	385.36571800390146	0.335	0.335
1 14	1000	385.36571800390146	0.25	0.25
11 10	1000	385.36571800390146	0.1	0.1
1 13	1000	385.36571800390146	0.29	0.29
2 1	1000	385.36571800390146	0.165	0.165
1 2	1000	385.36571800390146	0.225	0.225
9 11	1000	385.36571800390146	0.285	0.285
3 13	1000	385.36571800390146	0.17	0.17
12 3	1000	385.36571800390146	0.24	0.24
8 3	1000	385.36571800390146	0.33	0.33
3 12	1000	385.36571800390146	0.32	0.32
3 8	1000	385.36571800390146	0.27	0.27
14 2	1000	385.36571800390146	0.04	0.04
12 2	1000	385.36571800390146	0.315	0.315
2 14	1000	385.36571800390146	0.21	0.21
9 4	1000	385.36571800390146	0.21	0.21
13 3	1000	385.36571800390146	0.3	0.3
4 9	1000	385.36571800390146	0.295	0.295
4 12	1000	385.36571800390146	0.31	0.31
10 4	1000	385.36571800390146	0.175	0.175
4 10	1000	385.36571800390146	0.19	0.19
9 7	1000	385.36571800390146	0.335	0.335
7 10	1000	385.36571800390146	0.18	0.18
10 7	1000	385.36571800390146	0.105	0.105
7 13	1000	385.36571800390146	0.22	0.22
6 14	1000	385.36571800390146	0.235	0.235
11 6	1000	385.36571800390146	0.235	0.235
7 9	1000	385.36571800390146	0.235	0.235
14 6	1000	385.36571800390146	0.365	0.365
6 8	1000	385.36571800390146	0.265	0.265
12 5	1000	385.36571800390146	0.15	0.15
12 4	1000	385.36571800390146	0.28	0.28
8 6	1000	385.36571800390146	0.2	0.2
6 11	1000	385.36571800390146	0.335	0.335
5 11	1000	385.36571800390146	0.17	0.17
11 5	1000	385.36571800390146	0.23	0.23
5 12	1000	385.36571800390146	0.145	0.145
13 7	1000	385.36571800390146	0.17	0.17
10 11	1000	408.84103150073526	0.25	0.25
11 9	1000	408.84103150073526	0.175	0.175
2 12	1000	408.84103150073526	0.32	0.32
14 1	1000	408.84103150073526	0.23	0.23
13 1	1000	408.84103150073526	0.24	0.24
1 14	1000	408.84103150073526	0.2	0.2
11 10	1000	408.84103150073526	0.31	0.31
1 13	1000	408.84103150073526	0.275	0.275
2 1	1000	408.84103150073526	0.26	0.26
1 2	1000	408.84103150073526	0.225	0.225
9 11	1000	408.84103150073526	0.475	0.475
3 13	1000	408.84103150073526	0.47	0.47
12 3	1000	408.84103150073526	0.3	0.3
8 3	1000	408.84103150073526	0.3	0.3
3 12	1000	408.84103150073526	0.255	0.255
3 8	1000	408.84103150073526	0.26	0.26
14 2	1000	408.84103150073526	0.19	0.19
12 2	1000	408.84103150073526	0.39	0.39
2 14	1000	408.84103150073526	0.24	0.24
9 4	1000	408.84103150073526	0.26	0.26
13 3	1000	408.84103150073526	0.31	0.31
4 9	1000	408.84103150073526	0.35	0.35
4 12	1000	408.84103150073526	0.475	0.475
10 4	1000	408.84103150073526	0.2	0.2
4 10	1000	408.84103150073526	0.215	0.215
9 7	1000	408.84103150073526	0.37	0.37
7 10	1000	408.84103150073526	0.22	0.22
10 7	1000	408.84103150073526	0.09	0.09
7 13	1000	408.84103150073526	0.375	0.375
6 14	1000	408.84103150073526	0.45	0.45
11 6	1000	408.84103150073526	0.59	0.59
7 9	1000	408.84103150073526	0.635	0.635
14 6	1000	408.84103150073526	0.38	0.38
6 8	1000	408.84103150073526	0.315	0.315
12 5	1000	408.84103150073526	0.36	0.36
12 4	1000	408.84103150073526	0.305	0.305
8 6	1000	408.84103150073526	0.33	0.33
6 11	1000	408.84103150073526	0.39	0.39
5 11	1000	408.84103150073526	0.31	0.31
11 5	1000	408.84103150073526	0.375	0.375
5 12	1000	408.84103150073526	0.3	0.3
13 7	1000	408.84103150073526	0.56	0.56
10 11	1000	432.1073082276515	0.18	0.18
11 9	1000	432.1073082276515	0.21	0.21
2 12	1000	432.1073082276515	0.39	0.39
14 1	1000	432.1073082276515	0.28	0.28
13 1	1000	432.1073082276515	0.34	0.34
1 14	1000	432.1073082276515	0.225	0.225
11 10	1000	432.1073082276515	0.3	0.3
1 13	1000	432.1073082276515	0.4	0.4
2 1	1000	432.1073082276515	0.19	0.19
1 2	1000	432.1073082276515	0.26	0.26
9 11	1000	432.1073082276515	0.42	0.42
3 13	1000	432.1073082276515	0.35	0.35
12 3	1000	432.1073082276515	0.285	0.285
8 3	1000	432.1073082276515	0.29	0.29
3 12	1000	432.1073082276515	0.315	0.315
3 8	1000	432.1073082276515	0.475	0.475
14 2	1000	432.1073082276515	0.28	0.28
12 2	1000	432.1073082276515	0.29	0.29
2 14	1000	432.1073082276515	0.24	0.24
9 4	1000	432.1073082276515	0.27	0.27
13 3	1000	432.1073082276515	0.43	0.43
4 9	1000	432.1073082276515	0.24	0.24
4 12	1000	432.1073082276515	0.37	0.37
10 4	1000	432.1073082276515	0.17	0.17
4 10	1000	432.1073082276515	0.12	0.12
9 7	1000	432.1073082276515	0.3	0.3
7 10	1000	432.1073082276515	0.24	0.24
10 7	1000	432.1073082276515	0.14	0.14
7 13	1000	432.1073082276515	0.395	0.395
6 14	1000	432.1073082276515	0.58	0.58
11 6	1000	432.1073082276515	0.755	0.755
7 9	1000	432.1073082276515	0.32	0.32
14 6	1000	432.1073082276515	0.36	0.36
6 8	1000	432.1073082276515	0.39	0.39
12 5	1000	432.1073082276515	0.27	0.27
12 4	1000	432.1073082276515	0.42	0.42
8 6	1000	432.1073082276515	0.51	0.51
6 11	1000	432.1073082276515	0.695	0.695
5 11	1000	432.1073082276515	0.22	0.22
11 5	1000	432.1073082276515	0.43	0.43
5 12	1000	432.1073082276515	0.31	0.31
13 7	1000	432.1073082276515	0.52	0.52
10 11	1000	457.34368452827675	0.13	0.13
11 9	1000	457.34368452827675	0.48	0.48
2 12	1000	457.34368452827675	0.21	0.21
14 1	1000	457.34368452827675	0.23	0.23
13 1	1000	457.34368452827675	0.19	0.19
1 14	1000	457.34368452827675	0.22	0.22
11 10	1000	457.34368452827675	0.15	0.15
1 13	1000	457.34368452827675	0.4	0.4
2 1	1000	457.34368452827675	0.23	0.23
1 2	1000	457.34368452827675	0.14	0.14
9 11	1000	457.34368452827675	0.3	0.3
3 13	1000	457.34368452827675	0.36	0.36
12 3	1000	457.34368452827675	0.35	0.35
8 3	1000	457.34368452827675	0.23	0.23
3 12	1000	457.34368452827675	0.33	0.33
3 8	1000	457.34368452827675	0.395	0.395
14 2	1000	457.34368452827675	0.15	0.15
12 2	1000	457.34368452827675	0.215	0.215
2 14	1000	457.34368452827675	0.19	0.19
9 4	1000	457.34368452827675	0.38	0.38
13 3	1000	457.34368452827675	0.42	0.42
4 9	1000	457.34368452827675	0.32	0.32
4 12	1000	457.34368452827675	0.29	0.29
10 4	1000	457.34368452827675	0.21	0.21
4 10	1000	457.34368452827675	0.11	0.11
9 7	1000	457.34368452827675	0.45	0.45
7 10	1000	457.34368452827675	0.16	0.16
10 7	1000	457.34368452827675	0.18	0.18
7 13	1000	457.34368452827675	0.47	0.47
6 14	1000	457.34368452827675	0.4	0.4
11 6	1000	457.34368452827675	0.56	0.56
7 9	1000	457.34368452827675	0.45	0.45
14 6	1000	457.34368452827675	0.42	0.42
6 8	1000	457.34368452827675	0.37	0.37
12 5	1000	457.34368452827675	0.2	0.2
12 4	1000	457.34368452827675	0.37	0.37
8 6	1000	457.34368452827675	0.54	0.54
6 11	1000	457.34368452827675	0.67	0.67
5 11	1000	457.34368452827675	0.32	0.32
11 5	1000	457.34368452827675	0.23	0.23
5 12	1000	457.34368452827675	0.26	0.26
13 7	1000	457.34368452827675	0.41	0.41
10 11	1000	479.9867384154539	0.21	0.21
11 9	1000	479.9867384154539	0.64	0.64
2 12	1000	479.9867384154539	0.25	0.25
14 1	1000	479.9867384154539	0.28	0.28
13 1	1000	479.9867384154539	0.3	0.3
1 14	1000	479.9867384154539	0.25	0.25
11 10	1000	479.9867384154539	0.23	0.23
1 13	1000	479.9867384154539	0.47	0.47
2 1	1000	479.9867384154539	0.41	0.41
1 2	1000	479.9867384154539	0.24	0.24
9 11	1000	479.9867384154539	0.33	0.33
3 13	1000	479.9867384154539	0.42	0.42
12 3	1000	479.9867384154539	0.46	0.46
8 3	1000	479.9867384154539	0.29	0.29
3 12	1000	479.9867384154539	0.43	0.43
3 8	1000	479.9867384154539	0.38	0.38
14 2	1000	479.9867384154539	0.16	0.16
12 2	1000	479.9867384154539	0.45	0.45
2 14	1000	479.9867384154539	0.32	0.32
9 4	1000	479.9867384154539	0.28	0.28
13 3	1000	479.9867384154539	0.4	0.4
4 9	1000	479.9867384154539	0.26	0.26
4 12	1000	479.9867384154539	0.36	0.36
10 4	1000	479.9867384154539	0.2	0.2
4 10	1000	479.9867384154539	0.19	0.19
9 7	1000	479.9867384154539	0.4	0.4
7 10	1000	479.9867384154539	0.16	0.16
10 7	1000	479.9867384154539	0.17	0.17
7 13	1000	479.9867384154539	0.5	0.5
6 14	1000	479.9867384154539	0.54	0.54
11 6	1000	479.9867384154539	0.63	0.63
7 9	1000	479.9867384154539	0.28	0.28
14 6	1000	479.9867384154539	0.71	0.71
6 8	1000	479.9867384154539	0.37	0.37
12 5	1000	479.9867384154539	0.19	0.19
12 4	1000	479.9867384154539	0.43	0.43
8 6	1000	479.9867384154539	0.44	0.44
6 11	1000	479.9867384154539	0.61	0.61
5 11	1000	479.9867384154539	0.48	0.48
11 5	1000	479.9867384154539	0.33	0.33
5 12	1000	479.9867384154539	0.19	0.19
13 7	1000	479.9867384154539	0.43	0.43
10 11	1000	504.7170179681449	0.14	0.14
11 9	1000	504.7170179681449	0.28	0.28
2 12	1000	504.7170179681449	0.31	0.31
14 1	1000	504.7170179681449	0.3	0.3
13 1	1000	504.7170179681449	0.4	0.4
1 14	1000	504.7170179681449	0.24	0.24
11 10	1000	504.7170179681449	0.22	0.22
1 13	1000	504.7170179681449	0.39	0.39
2 1	1000	504.7170179681449	0.19	0.19
1 2	1000	504.7170179681449	0.25	0.25
9 11	1000	504.7170179681449	0.25	0.25
3 13	1000	504.7170179681449	0.28	0.28
12 3	1000	504.7170179681449	0.43	0.43
8 3	1000	504.7170179681449	0.32	0.32
3 12	1000	504.7170179681449	0.42	0.42
3 8	1000	504.7170179681449	0.27	0.27
14 2	1000	504.7170179681449	0.2	0.2
12 2	1000	504.7170179681449	0.53	0.53
2 14	1000	504.7170179681449	0.53	0.53
9 4	1000	504.7170179681449	0.16	0.16
13 3	1000	504.7170179681449	0.32	0.32
4 9	1000	504.7170179681449	0.19	0.19
4 12	1000	504.7170179681449	0.64	0.64
10 4	1000	504.7170179681449	0.17	0.17
4 10	1000	504.7170179681449	0.12	0.12
9 7	1000	504.7170179681449	0.36	0.36
7 10	1000	504.7170179681449	0.17	0.17
10 7	1000	504.7170179681449	0.02	0.02
7 13	1000	504.7170179681449	0.31	0.31
6 14	1000	504.7170179681449	0.6	0.6
11 6	1000	504.7170179681449	0.5	0.5
7 9	1000	504.7170179681449	0.23	0.23
14 6	1000	504.7170179681449	0.52	0.52
6 8	1000	504.7170179681449	0.38	0.38
12 5	1000	504.7170179681449	0.24	0.24
12 4	1000	504.7170179681449	0.43	0.43
8 6	1000	504.7170179681449	0.47	0.47
6 11	1000	504.7170179681449	0.56	0.56
5 11	1000	504.7170179681449	0.2	0.2
11 5	1000	504.7170179681449	0.3	0.3
5 12	1000	504.7170179681449	0.18	0.18
13 7	1000	504.7170179681449	0.46	0.46
10 11	1000	529.1746781031586	0.25	0.25
11 9	1000	529.1746781031586	0.35	0.35
2 12	1000	529.1746781031586	0.38	0.38
14 1	1000	529.1746781031586	0.24	0.24
13 1	1000	529.1746781031586	0.23	0.23
1 14	1000	529.1746781031586	0.14	0.14
11 10	1000	529.1746781031586	0.17	0.17
1 13	1000	529.1746781031586	0.28	0.28
2 1	1000	529.1746781031586	0.12	0.12
1 2	1000	529.1746781031586	0.26	0.26
9 11	1000	529.1746781031586	0.53	0.53
3 13	1000	529.1746781031586	0.32	0.32
12 3	1000	529.1746781031586	0.22	0.22
8 3	1000	529.1746781031586	0.28	0.28
3 12	1000	529.1746781031586	0.32	0.32
3 8	1000	529.1746781031586	0.35	0.35
14 2	1000	529.1746781031586	0.2	0.2
12 2	1000	529.1746781031586	0.32	0.32
2 14	1000	529.1746781031586	0.28	0.28
9 4	1000	529.1746781031586	0.17	0.17
13 3	1000	529.1746781031586	0.26	0.26
4 9	1000	529.1746781031586	0.31	0.31
4 12	1000	529.1746781031586	0.23	0.23
10 4	1000	529.1746781031586	0.05	0.05
4 10	1000	529.1746781031586	0.01	0.01
9 7	1000	529.1746781031586	0.31	0.31
7 10	1000	529.1746781031586	0.21	0.21
10 7	1000	529.1746781031586	0.12	0.12
7 13	1000	529.1746781031586	0.38	0.38
6 14	1000	529.1746781031586	0.43	0.43
11 6	1000	529.1746781031586	0.6	0.6
7 9	1000	529.1746781031586	0.4	0.4
14 6	1000	529.1746781031586	0.58	0.58
6 8	1000	529.1746781031586	0.25	0.25
12 5	1000	529.1746781031586	0.34	0.34
12 4	1000	529.1746781031586	0.23	0.23
8 6	1000	529.1746781031586	0.47	0.47
6 11	1000	529.1746781031586	0.66	0.66
5 11	1000	529.1746781031586	0.25	0.25
11 5	1000	529.1746781031586	0.31	0.31
5 12	1000	529.1746781031586	0.14	0.14
13 7	1000	529.1746781031586	0.54	0.54
10 11	1000	553.2334281720119	0.19	0.19
11 9	1000	553.2334281720119	0.26	0.26
2 12	1000	553.2334281720119	0.32	0.32
14 1	1000	553.2334281720119	0.19	0.19
13 1	1000	553.2334281720119	0.31	0.31
1 14	1000	553.2334281720119	0.21	0.21
11 10	1000	553.2334281720119	0.2	0.2
1 13	1000	553.2334281720119	0.42	0.42
2 1	1000	553.2334281720119	0.29	0.29
1 2	1000	553.2334281720119	0.19	0.19
9 11	1000	553.2334281720119	0.41	0.41
3 13	1000	553.2334281720119	0.34	0.34
12 3	1000	553.2334281720119	0.25	0.25
8 3	1000	553.2334281720119	0.23	0.23
3 12	1000	553.2334281720119	0.35	0.35
3 8	1000	553.2334281720119	0.29	0.29
14 2	1000	553.2334281720119	0.15	0.15
12 2	1000	553.2334281720119	0.31	0.31
2 14	1000	553.2334281720119	0.22	0.22
9 4	1000	553.2334281720119	0.25	0.25
13 3	1000	553.2334281720119	0.29	0.29
4 9	1000	553.2334281720119	0.18	0.18
4 12	1000	553.2334281720119	0.41	0.41
10 4	1000	553.2334281720119	0.17	0.17
4 10	1000	553.2334281720119	0.11	0.11
9 7	1000	553.2334281720119	0.26	0.26
7 10	1000	553.2334281720119	0.23	0.23
10 7	1000	553.2334281720119	0.18	0.18
7 13	1000	553.2334281720119	0.5	0.5
6 14	1000	553.2334281720119	0.54	0.54
11 6	1000	553.2334281720119	0.61	0.61
7 9	1000	553.2334281720119	0.37	0.37
14 6	1000	553.2334281720119	0.48	0.48
6 8	1000	553.2334281720119	0.56	0.56
12 5	1000	553.2334281720119	0.31	0.31
12 4	1000	553.2334281720119	0.19	0.19
8 6	1000	553.2334281720119	0.38	0.38
6 11	1000	553.2334281720119	0.42	0.42
5 11	1000	553.2334281720119	0.22	0.22
11 5	1000	553.2334281720119	0.27	0.27
5 12	1000	553.2334281720119	0.17	0.17
13 7	1000	553.2334281720119	0.5	0.5
10 11	1000	576.882307281415	0.09	0.09
11 9	1000	576.882307281415	0.36	0.36
2 12	1000	576.882307281415	0.36	0.36
14 1	1000	576.882307281415	0.22	0.22
13 1	1000	576.882307281415	0.36	0.36
1 14	1000	576.882307281415	0.21	0.21
11 10	1000	576.882307281415	0.11	0.11
1 13	1000	576.882307281415	0.31	0.31
2 1	1000	576.882307281415	0.12	0.12
1 2	1000	576.882307281415	0.32	0.32
9 11	1000	576.882307281415	0.37	0.37
3 13	1000	576.882307281415	0.31	0.31
12 3	1000	576.882307281415	0.33	0.33
8 3	1000	576.882307281415	0.45	0.45
3 12	1000	576.882307281415	0.35	0.35
3 8	1000	576.882307281415	0.46	0.46
14 2	1000	576.882307281415	0.16	0.16
12 2	1000	576.882307281415	0.3	0.3
2 14	1000	576.882307281415	0.33	0.33
9 4	1000	576.882307281415	0.31	0.31
13 3	1000	576.882307281415	0.44	0.44
4 9	1000	576.882307281415	0.34	0.34
4 12	1000	576.882307281415	0.26	0.26
10 4	1000	576.882307281415	0.17	0.17
4 10	1000	576.882307281415	0.15	0.15
9 7	1000	576.882307281415	0.36	0.36
7 10	1000	576.882307281415	0.24	0.24
10 7	1000	576.882307281415	0.17	0.17
7 13	1000	576.882307281415	0.61	0.61
6 14	1000	576.882307281415	0.4	0.4
11 6	1000	576.882307281415	0.5	0.5
7 9	1000	576.882307281415	0.37	0.37
14 6	1000	576.882307281415	0.57	0.57
6 8	1000	576.882307281415	0.39	0.39
12 5	1000	576.882307281415	0.2	0.2
12 4	1000	576.882307281415	0.44	0.44
8 6	1000	576.882307281415	0.36	0.36
6 11	1000	576.882307281415	0.55	0.55
5 11	1000	576.882307281415	0.31	0.31
11 5	1000	576.882307281415	0.31	0.31
5 12	1000	576.882307281415	0.28	0.28
13 7	1000	576.882307281415	0.57	0.57
10 11	1000	600.6566239357984	0.16	0.16
11 9	1000	600.6566239357984	0.42	0.42
2 12	1000	600.6566239357984	0.34	0.34
14 1	1000	600.6566239357984	0.2	0.2
13 1	1000	600.6566239357984	0.54	0.54
1 14	1000	600.6566239357984	0.39	0.39
11 10	1000	600.6566239357984	0.1	0.1
1 13	1000	600.6566239357984	0.2	0.2
2 1	1000	600.6566239357984	0.07	0.07
1 2	1000	600.6566239357984	0.28	0.28
9 11	1000	600.6566239357984	0.3	0.3
3 13	1000	600.6566239357984	0.3	0.3
12 3	1000	600.6566239357984	0.53	0.53
8 3	1000	600.6566239357984	0.32	0.32
3 12	1000	600.6566239357984	0.17	0.17
3 8	1000	600.6566239357984	0.49	0.49
14 2	1000	600.6566239357984	0.15	0.15
12 2	1000	600.6566239357984	0.45	0.45
2 14	1000	600.6566239357984	0.2	0.2
9 4	1000	600.6566239357984	0.3	0.3
13 3	1000	600.6566239357984	0.41	0.41
4 9	1000	600.6566239357984	0.16	0.16
4 12	1000	600.6566239357984	0.54	0.54
10 4	1000	600.6566239357984	0.21	0.21
4 10	1000	600.6566239357984	0.13	0.13
9 7	1000	600.6566239357984	0.36	0.36
7 10	1000	600.6566239357984	0.25	0.25
10 7	1000	600.6566239357984	0.09	0.09
7 13	1000	600.6566239357984	0.61	0.61
6 14	1000	600.6566239357984	0.41	0.41
11 6	1000	600.6566239357984	0.63	0.63
7 9	1000	600.6566239357984	0.3	0.3
14 6	1000	600.6566239357984	0.36	0.36
6 8	1000	600.6566239357984	0.53	0.53
12 5	1000	600.6566239357984	0.14	0.14
12 4	1000	600.6566239357984	0.4	0.4
8 6	1000	600.6566239357984	0.43	0.43
6 11	1000	600.6566239357984	0.49	0.49
5 11	1000	600.6566239357984	0.2	0.2
11 5	1000	600.6566239357984	0.32	0.32
5 12	1000	600.6566239357984	0.48	0.48
13 7	1000	600.6566239357984	0.35	0.35
10 11	1000	624.532440512316	0.24	0.24
11 9	1000	624.532440512316	0.44	0.44
2 12	1000	624.532440512316	0.45	0.45
14 1	1000	624.532440512316	0.21	0.21
13 1	1000	624.532440512316	0.44	0.44
1 14	1000	624.532440512316	0.24	0.24
11 10	1000	624.532440512316	0.06	0.06
1 13	1000	624.532440512316	0.15	0.15
2 1	1000	624.532440512316	0.2	0.2
1 2	1000	624.532440512316	0.28	0.28
9 11	1000	624.532440512316	0.42	0.42
3 13	1000	624.532440512316	0.37	0.37
12 3	1000	624.532440512316	0.44	0.44
8 3	1000	624.532440512316	0.33	0.33
3 12	1000	624.532440512316	0.29	0.29
3 8	1000	624.532440512316	0.4	0.4
14 2	1000	624.532440512316	0.15	0.15
12 2	1000	624.532440512316	0.54	0.54
2 14	1000	624.532440512316	0.14	0.14
9 4	1000	624.532440512316	0.38	0.38
13 3	1000	624.532440512316	0.48	0.48
4 9	1000	624.532440512316	0.25	0.25
4 12	1000	624.532440512316	0.55	0.55
10 4	1000	624.532440512316	0.2	0.2
4 10	1000	624.532440512316	0.11	0.11
9 7	1000	624.532440512316	0.49	0.49
7 10	1000	624.532440512316	0.14	0.14
10 7	1000	624.532440512316	0.18	0.18
7 13	1000	624.532440512316	0.66	0.66
6 14	1000	624.532440512316	0.49	0.49
11 6	1000	624.532440512316	0.54	0.54
7 9	1000	624.532440512316	0.45	0.45
14 6	1000	624.532440512316	0.36	0.36
6 8	1000	624.532440512316	0.39	0.39
12 5	1000	624.532440512316	0.27	0.27
12 4	1000	624.532440512316	0.36	0.36
8 6	1000	624.532440512316	0.41	0.41
6 11	1000	624.532440512316	0.49	0.49
5 11	1000	624.532440512316	0.24	0.24
11 5	1000	624.532440512316	0.48	0.48
5 12	1000	624.532440512316	0.36	0.36
13 7	1000	624.532440512316	0.45	0.45
10 11	1000	649.4613611165644	0.32	0.32
11 9	1000	649.4613611165644	0.24	0.24
2 12	1000	649.4613611165644	0.38	0.38
14 1	1000	649.4613611165644	0.24	0.24
13 1	1000	649.4613611165644	0.42	0.42
1 14	1000	649.4613611165644	0.21	0.21
11 10	1000	649.4613611165644	0.14	0.14
1 13	1000	649.4613611165644	0.42	0.42
2 1	1000	649.4613611165644	0.21	0.21
1 2	1000	649.4613611165644	0.26	0.26
9 11	1000	649.4613611165644	0.29	0.29
3 13	1000	649.4613611165644	0.39	0.39
12 3	1000	649.4613611165644	0.26	0.26
8 3	1000	649.4613611165644	0.19	0.19
3 12	1000	649.4613611165644	0.22	0.22
3 8	1000	649.4613611165644	0.39	0.39
14 2	1000	649.4613611165644	0.24	0.24
12 2	1000	649.4613611165644	0.38	0.38
2 14	1000	649.4613611165644	0.32	0.32
9 4	1000	649.4613611165644	0.23	0.23
13 3	1000	649.4613611165644	0.37	0.37
4 9	1000	649.4613611165644	0.4	0.4
4 12	1000	649.4613611165644	0.33	0.33
10 4	1000	649.4613611165644	0.1	0.1
4 10	1000	649.4613611165644	0.04	0.04
9 7	1000	649.4613611165644	0.39	0.39
7 10	1000	649.4613611165644	0.16	0.16
10 7	1000	649.4613611165644	0.13	0.13
7 13	1000	649.4613611165644	0.61	0.61
6 14	1000	649.4613611165644	0.42	0.42
11 6	1000	649.4613611165644	0.59	0.59
7 9	1000	649.4613611165644	0.42	0.42
14 6	1000	649.4613611165644	0.42	0.42
6 8	1000	649.4613611165644	0.29	0.29
12 5	1000	649.4613611165644	0.19	0.19
12 4	1000	649.4613611165644	0.28	0.28
8 6	1000	649.4613611165644	0.42	0.42
6 11	1000	649.4613611165644	0.58	0.58
5 11	1000	649.4613611165644	0.34	0.34
11 5	1000	649.4613611165644	0.42	0.42
5 12	1000	649.4613611165644	0.23	0.23
13 7	1000	649.4613611165644	0.62	0.62
10 11	1000	674.8906018882894	0.05	0.05
11 9	1000	674.8906018882894	0.155	0.155
2 12	1000	674.8906018882894	0.38	0.38
14 1	1000	674.8906018882894	0.07	0.07
13 1	1000	674.8906018882894	0.23	0.23
1 14	1000	674.8906018882894	0.105	0.105
11 10	1000	674.8906018882894	0.125	0.125
1 13	1000	674.8906018882894	0.365	0.365
2 1	1000	674.8906018882894	0.185	0.185
1 2	1000	674.8906018882894	0.14	0.14
9 11	1000	674.8906018882894	0.275	0.275
3 13	1000	674.8906018882894	0.12	0.12
12 3	1000	674.8906018882894	0.155	0.155
8 3	1000	674.8906018882894	0.175	0.175
3 12	1000	674.8906018882894	0.17	0.17
3 8	1000	674.8906018882894	0.185	0.185
14 2	1000	674.8906018882894	0.205	0.205
12 2	1000	674.8906018882894	0.17	0.17
2 14	1000	674.8906018882894	0.13	0.13
9 4	1000	674.8906018882894	0.125	0.125
13 3	1000	674.8906018882894	0.26	0.26
4 9	1000	674.8906018882894	0.21	0.21
4 12	1000	674.8906018882894	0.245	0.245
10 4	1000	674.8906018882894	0.195	0.195
4 10	1000	674.8906018882894	0.09	0.09
9 7	1000	674.8906018882894	0.325	0.325
7 10	1000	674.8906018882894	0.095	0.095
10 7	1000	674.8906018882894	0.085	0.085
7 13	1000	674.8906018882894	0.385	0.385
6 14	1000	674.8906018882894	0.265	0.265
11 6	1000	674.8906018882894	0.39	0.39
7 9	1000	674.8906018882894	0.17	0.17
14 6	1000	674.8906018882894	0.31	0.31
6 8	1000	674.8906018882894	0.295	0.295
12 5	1000	674.8906018882894	0.17	0.17
12 4	1000	674.8906018882894	0.285	0.285
8 6	1000	674.8906018882894	0.245	0.245
6 11	1000	674.8906018882894	0.38	0.38
5 11	1000	674.8906018882894	0.26	0.26
11 5	1000	674.8906018882894	0.27	0.27
5 12	1000	674.8906018882894	0.175	0.175
13 7	1000	674.8906018882894	0.305	0.305
10 11	1000	698.406699847749	0.08	0.08
11 9	1000	698.406699847749	0.285	0.285
2 12	1000	698.406699847749	0.44	0.44
14 1	1000	698.406699847749	0.24	0.24
13 1	1000	698.406699847749	0.315	0.315
1 14	1000	698.406699847749	0.22	0.22
11 10	1000	698.406699847749	0.115	0.115
1 13	1000	698.406699847749	0.405	0.405
2 1	1000	698.406699847749	0.16	0.16
1 2	1000	698.406699847749	0.11	0.11
9 11	1000	698.406699847749	0.35	0.35
3 13	1000	698.406699847749	0.29	0.29
12 3	1000	698.406699847749	0.455	0.455
8 3	1000	698.406699847749	0.445	0.445
3 12	1000	698.406699847749	0.425	0.425
3 8	1000	698.406699847749	0.3	0.3
14 2	1000	698.406699847749	0.31	0.31
12 2	1000	698.406699847749	0.435	0.435
2 14	1000	698.406699847749	0.08	0.08
9 4	1000	698.406699847749	0.365	0.365
13 3	1000	698.406699847749	0.31	0.31
4 9	1000	698.406699847749	0.25	0.25
4 12	1000	698.406699847749	0.415	0.415
10 4	1000	698.406699847749	0.25	0.25
4 10	1000	698.406699847749	0.09	0.09
9 7	1000	698.406699847749	0.34	0.34
7 10	1000	698.406699847749	0.115	0.115
10 7	1000	698.406699847749	0.13	0.13
7 13	1000	698.406699847749	0.555	0.555
6 14	1000	698.406699847749	0.51	0.51
11 6	1000	698.406699847749	0.51	0.51
7 9	1000	698.406699847749	0.5	0.5
14 6	1000	698.406699847749	0.425	0.425
6 8	1000	698.406699847749	0.41	0.41
12 5	1000	698.406699847749	0.27	0.27
12 4	1000	698.406699847749	0.37	0.37
8 6	1000	698.406699847749	0.47	0.47
6 11	1000	698.406699847749	0.49	0.49
5 11	1000	698.406699847749	0.18	0.18
11 5	1000	698.406699847749	0.445	0.445
