03-10-2015 12-58-28
Blocking per SRC-DST nodes

S	D	T	Req	Blocked	U	SimTime
9	6	0	83	0	0	1179.507063827401
9	6	1	17	2	2	1179.507063827401
3	13	0	71	0	0	1180.2407279902857
3	13	1	29	0	0	1180.2407279902857
8	14	0	87	0	0	1182.063580347807
8	14	1	13	0	0	1182.063580347807
2	7	0	88	0	0	1184.59623279915
2	7	1	12	0	0	1184.59623279915
6	7	0	82	0	0	1187.1003266966954
6	7	1	18	1	1	1187.1003266966954
8	12	0	76	0	0	1188.443746082774
8	12	1	24	0	0	1188.443746082774
3	10	0	78	0	0	1192.5679107603144
3	10	1	22	0	0	1192.5679107603144
5	4	0	79	0	0	1197.1215294642063
5	4	1	21	0	0	1197.1215294642063
4	12	0	79	0	0	1201.91164581494
4	12	1	21	0	0	1201.91164581494
4	3	0	79	0	0	1212.7600460904364
4	3	1	21	0	0	1212.7600460904364
12	1	0	88	0	0	1216.369498993974
12	1	1	12	0	0	1216.369498993974
2	11	0	76	0	0	1219.2990795299127
2	11	1	24	0	0	1219.2990795299127
9	13	0	81	0	0	1220.6142008851284
9	13	1	19	0	0	1220.6142008851284
4	9	0	79	0	0	1220.7035847635175
4	9	1	21	0	0	1220.7035847635175
12	13	0	79	0	0	1227.6371323982155
12	13	1	21	0	0	1227.6371323982155
10	1	0	79	0	0	1229.2336510573994
10	1	1	21	0	0	1229.2336510573994
11	12	0	76	0	0	1240.0599002368635
11	12	1	24	0	0	1240.0599002368635
11	9	0	75	0	0	1244.2860450042112
11	9	1	25	0	0	1244.2860450042112
12	6	0	83	0	0	1261.4577222428984
12	6	1	17	0	0	1261.4577222428984
11	10	0	81	0	0	1268.9680766507634
11	10	1	19	0	0	1268.9680766507634
5	10	0	76	0	0	1276.166304543245
5	10	1	24	0	0	1276.166304543245
7	12	0	85	0	0	1300.3934127438724
7	12	1	15	0	0	1300.3934127438724
1	7	0	79	0	0	1300.6080526250264
1	7	1	21	0	0	1300.6080526250264
4	8	0	76	0	0	1307.3320075955046
4	8	1	24	0	0	1307.3320075955046
6	1	0	73	0	0	1314.6122745096682
6	1	1	27	0	0	1314.6122745096682
12	3	0	76	0	0	1455.1876637989815
12	3	1	24	0	0	1455.1876637989815
5	1	0	80	0	0	1461.8175538464186
5	1	1	20	0	0	1461.8175538464186
3	12	0	84	0	0	1472.7503134121587
3	12	1	16	0	0	1472.7503134121587
6	13	0	80	0	0	1474.5013996451457
6	13	1	20	0	0	1474.5013996451457
1	3	0	85	0	0	1475.749444415038
1	3	1	15	0	0	1475.749444415038
2	13	0	73	0	0	1477.5057691863499
2	13	1	27	0	0	1477.5057691863499
13	7	0	80	0	0	1487.437716089437
13	7	1	20	0	0	1487.437716089437
3	6	0	76	0	0	1487.7319653397171
3	6	1	24	0	0	1487.7319653397171
8	4	0	77	0	0	1492.2669309419841
8	4	1	23	0	0	1492.2669309419841
1	4	0	78	0	0	1505.7815867662805
1	4	1	22	0	0	1505.7815867662805
3	8	0	81	0	0	1512.0255960541394
3	8	1	19	0	0	1512.0255960541394
12	7	0	70	0	0	1513.5314207271485
12	7	1	30	0	0	1513.5314207271485
11	7	0	84	0	0	1523.4733189385986
11	7	1	16	0	0	1523.4733189385986
14	8	0	75	0	0	1526.101154082271
14	8	1	25	0	0	1526.101154082271
6	11	0	81	0	0	1527.2797388084741
6	11	1	19	1	1	1527.2797388084741
9	7	0	81	0	0	1530.2795471186769
9	7	1	19	0	0	1530.2795471186769
12	14	0	81	0	0	1532.942546101434
12	14	1	19	0	0	1532.942546101434
10	12	0	81	0	0	1539.0181864529948
10	12	1	19	0	0	1539.0181864529948
11	8	0	82	0	0	1540.8346959806643
11	8	1	18	4	4	1540.8346959806643
10	7	0	82	0	0	1544.167560710895
10	7	1	18	0	0	1544.167560710895
11	1	0	84	0	0	1548.6348041226547
11	1	1	16	0	0	1548.6348041226547
7	5	0	78	0	0	1551.0683642281629
7	5	1	22	0	0	1551.0683642281629
9	5	0	78	0	0	1551.4431799580593
9	5	1	22	0	0	1551.4431799580593
14	2	0	79	0	0	1552.447550769134
14	2	1	21	0	0	1552.447550769134
6	12	0	76	0	0	1553.2394059685146
6	12	1	24	2	2	1553.2394059685146
13	9	0	80	0	0	1553.9529611109115
13	9	1	20	0	0	1553.9529611109115
14	10	0	85	0	0	1554.0933726466403
14	10	1	15	1	1	1554.0933726466403
11	6	0	82	0	0	1555.0867731792375
11	6	1	18	1	1	1555.0867731792375
14	5	0	82	0	0	1559.109841734518
14	5	1	18	0	0	1559.109841734518
10	11	0	76	0	0	1560.0612497267416
10	11	1	24	0	0	1560.0612497267416
2	3	0	74	0	0	1563.8457819530015
2	3	1	26	0	0	1563.8457819530015
4	14	0	82	0	0	1565.282311013994
4	14	1	18	0	0	1565.282311013994
7	1	0	76	0	0	1567.8926765015124
7	1	1	24	0	0	1567.8926765015124
5	12	0	85	0	0	1568.6991341892813
5	12	1	15	0	0	1568.6991341892813
10	9	0	84	0	0	1571.8974684900172
10	9	1	16	0	0	1571.8974684900172
1	6	0	77	0	0	1575.1976097508248
1	6	1	23	0	0	1575.1976097508248
4	7	0	90	0	0	1576.0075235684767
4	7	1	10	0	0	1576.0075235684767
12	5	0	82	0	0	1576.057257273037
12	5	1	18	0	0	1576.057257273037
9	1	0	80	0	0	1582.931284717716
9	1	1	20	0	0	1582.931284717716
13	3	0	76	0	0	1583.414554860381
13	3	1	24	0	0	1583.414554860381
3	1	0	78	0	0	1583.5364467187553
3	1	1	22	0	0	1583.5364467187553
7	6	0	84	0	0	1585.3670326911824
7	6	1	16	0	0	1585.3670326911824
8	11	0	79	0	0	1585.7711796713984
8	11	1	21	2	2	1585.7711796713984
5	14	0	82	0	0	1588.4804035311556
5	14	1	18	2	2	1588.4804035311556
5	2	0	78	0	0	1589.2269560851612
5	2	1	22	0	0	1589.2269560851612
5	9	0	81	0	0	1590.0225462730202
5	9	1	19	0	0	1590.0225462730202
13	14	0	76	0	0	1591.5408237633133
13	14	1	24	0	0	1591.5408237633133
14	6	0	78	0	0	1593.1656031788323
14	6	1	22	0	0	1593.1656031788323
11	13	0	82	0	0	1593.6265076692282
11	13	1	18	0	0	1593.6265076692282
3	14	0	84	0	0	1593.9299322858158
3	14	1	16	0	0	1593.9299322858158
2	6	0	76	0	0	1594.8686523048113
2	6	1	24	0	0	1594.8686523048113
7	14	0	79	0	0	1596.2120309172365
7	14	1	21	0	0	1596.2120309172365
13	5	0	78	0	0	1598.5690563575145
13	5	1	22	0	0	1598.5690563575145
7	4	0	78	0	0	1599.0935116918404
7	4	1	22	0	0	1599.0935116918404
2	5	0	85	0	0	1600.2324724995492
2	5	1	15	0	0	1600.2324724995492
2	12	0	75	0	0	1600.9028860836124
2	12	1	25	0	0	1600.9028860836124
7	11	0	80	0	0	1601.4274471791828
7	11	1	20	0	0	1601.4274471791828
12	10	0	83	0	0	1601.9924018926981
12	10	1	17	0	0	1601.9924018926981
4	2	0	80	0	0	1603.2867489930939
4	2	1	20	0	0	1603.2867489930939
4	1	0	84	0	0	1604.7640630123458
4	1	1	16	0	0	1604.7640630123458
8	13	0	73	0	0	1606.1989234635464
8	13	1	27	0	0	1606.1989234635464
12	9	0	83	0	0	1610.3605468049668
12	9	1	17	0	0	1610.3605468049668
11	2	0	76	0	0	1610.395743025227
11	2	1	24	2	2	1610.395743025227
11	14	0	72	0	0	1611.0223890579816
11	14	1	28	2	2	1611.0223890579816
13	11	0	75	0	0	1612.8358097321207
13	11	1	25	0	0	1612.8358097321207
6	7	0	75	0	0	1613.0625203561299
6	7	1	25	2	2	1613.0625203561299
4	10	0	74	0	0	1613.4204904099581
4	10	1	26	0	0	1613.4204904099581
5	6	0	83	0	0	1614.842899776783
5	6	1	17	0	0	1614.842899776783
6	9	0	77	0	0	1615.1764720395133
6	9	1	23	0	0	1615.1764720395133
13	10	0	79	0	0	1617.548520548388
13	10	1	21	0	0	1617.548520548388
9	10	0	75	0	0	1619.4719571776109
9	10	1	25	0	0	1619.4719571776109
10	4	0	86	0	0	1621.1986193981072
10	4	1	14	0	0	1621.1986193981072
12	8	0	80	0	0	1621.7737132461282
12	8	1	20	0	0	1621.7737132461282
8	10	0	79	0	0	1622.042935736461
8	10	1	21	0	0	1622.042935736461
1	14	0	87	0	0	1622.3961034289123
1	14	1	13	0	0	1622.3961034289123
6	2	0	74	0	0	1625.3555587670583
6	2	1	26	0	0	1625.3555587670583
7	9	0	74	0	0	1625.4286556459049
7	9	1	26	0	0	1625.4286556459049
14	3	0	75	0	0	1625.4569816817009
14	3	1	25	0	0	1625.4569816817009
5	8	0	77	0	0	1627.3894836618801
5	8	1	23	1	1	1627.3894836618801
8	7	0	80	0	0	1628.0541599620085
8	7	1	20	0	0	1628.0541599620085
8	5	0	76	0	0	1629.8191845238866
8	5	1	24	2	2	1629.8191845238866
13	4	0	82	0	0	1632.439819255087
13	4	1	18	0	0	1632.439819255087
7	3	0	78	0	0	1632.5778059793465
7	3	1	22	0	0	1632.5778059793465
14	9	0	84	0	0	1638.3122288363775
14	9	1	16	3	3	1638.3122288363775
6	8	0	78	0	0	1638.8568046297057
6	8	1	22	0	0	1638.8568046297057
5	3	0	84	0	0	1639.387252893204
5	3	1	16	0	0	1639.387252893204
13	8	0	78	0	0	1639.724501832788
13	8	1	22	0	0	1639.724501832788
2	1	0	81	0	0	1639.9528832281187
2	1	1	19	0	0	1639.9528832281187
2	4	0	82	0	0	1643.6201541013993
2	4	1	18	0	0	1643.6201541013993
10	2	0	81	0	0	1644.6160520714554
10	2	1	19	0	0	1644.6160520714554
3	7	0	79	0	0	1647.1174566114648
3	7	1	21	0	0	1647.1174566114648
9	11	0	77	0	0	1648.4526163852054
9	11	1	23	0	0	1648.4526163852054
2	14	0	82	0	0	1650.8978488188548
2	14	1	18	0	0	1650.8978488188548
14	4	0	82	0	0	1650.9995419945724
14	4	1	18	0	0	1650.9995419945724
14	1	0	76	0	0	1651.7710005705815
14	1	1	24	0	0	1651.7710005705815
6	5	0	79	0	0	1654.6822214022884
6	5	1	21	2	2	1654.6822214022884
13	2	0	75	0	0	1656.3468393186445
13	2	1	25	0	0	1656.3468393186445
3	13	0	83	0	0	1657.3534486931558
3	13	1	17	0	0	1657.3534486931558
2	10	0	82	0	0	1657.6876654500663
2	10	1	18	0	0	1657.6876654500663
8	2	0	77	0	0	1659.513379427002
8	2	1	23	0	0	1659.513379427002
5	7	0	86	0	0	1659.8332043071052
5	7	1	14	0	0	1659.8332043071052
1	12	0	80	0	0	1661.5411059315695
1	12	1	20	0	0	1661.5411059315695
13	1	0	84	0	0	1663.0308526059077
13	1	1	16	0	0	1663.0308526059077
10	8	0	81	0	0	1665.4113685276695
10	8	1	19	2	2	1665.4113685276695
11	4	0	73	0	0	1667.0815950666913
11	4	1	27	0	0	1667.0815950666913
2	9	0	80	0	0	1669.1203019910774
2	9	1	20	0	0	1669.1203019910774
5	11	0	75	0	0	1669.7554550641196
5	11	1	25	0	0	1669.7554550641196
6	14	0	79	0	0	1670.0310020427157
6	14	1	21	0	0	1670.0310020427157
6	10	0	74	0	0	1671.6027037058814
6	10	1	26	2	2	1671.6027037058814
14	7	0	84	0	0	1672.4253786639456
14	7	1	16	0	0	1672.4253786639456
3	5	0	78	0	0	1672.8464996271598
3	5	1	22	0	0	1672.8464996271598
13	6	0	85	0	0	1672.9089082894805
13	6	1	15	0	0	1672.9089082894805
10	5	0	79	0	0	1672.9346749231813
10	5	1	21	0	0	1672.9346749231813
14	12	0	80	0	0	1674.4854462547403
14	12	1	20	0	0	1674.4854462547403
1	9	0	73	0	0	1675.4313863272396
1	9	1	27	0	0	1675.4313863272396
1	11	0	83	0	0	1678.1991576054982
1	11	1	17	0	0	1678.1991576054982
1	2	0	80	0	0	1683.0558500135342
1	2	1	20	0	0	1683.0558500135342
14	13	0	75	0	0	1683.6738458818695
14	13	1	25	0	0	1683.6738458818695
1	13	0	82	0	0	1684.4083028230928
1	13	1	18	0	0	1684.4083028230928
9	8	0	79	0	0	1685.049732092413
9	8	1	21	1	1	1685.049732092413
2	8	0	89	0	0	1686.052072698836
2	8	1	11	0	0	1686.052072698836
9	14	0	87	0	0	1686.9890231553911
9	14	1	13	1	1	1686.9890231553911
7	13	0	86	0	0	1687.1385916251575
7	13	1	14	0	0	1687.1385916251575
2	7	0	72	0	0	1688.3180580385176
2	7	1	28	0	0	1688.3180580385176
4	6	0	78	0	0	1688.4865441108286
4	6	1	22	0	0	1688.4865441108286
11	3	0	82	0	0	1689.0415286039806
11	3	1	18	0	0	1689.0415286039806
9	12	0	80	0	0	1689.096867590367
9	12	1	20	0	0	1689.096867590367
13	12	0	78	0	0	1689.7324487004576
13	12	1	22	0	0	1689.7324487004576
10	14	0	69	0	0	1691.8662533558365
10	14	1	31	9	9	1691.8662533558365
11	9	0	86	0	0	1693.0778868726034
11	9	1	14	0	0	1693.0778868726034
11	5	0	80	0	0	1693.8241412861619
11	5	1	20	0	0	1693.8241412861619
12	11	0	82	0	0	1694.2301973127858
12	11	1	18	0	0	1694.2301973127858
9	2	0	81	0	0	1694.597188967982
9	2	1	19	0	0	1694.597188967982
3	9	0	79	0	0	1695.2502404183065
3	9	1	21	0	0	1695.2502404183065
7	2	0	81	0	0	1698.9829953238088
7	2	1	19	0	0	1698.9829953238088
8	14	0	80	0	0	1700.0095132522488
8	14	1	20	0	0	1700.0095132522488
3	2	0	85	0	0	1700.7699533908717
3	2	1	15	0	0	1700.7699533908717
4	12	0	80	0	0	1703.7496468036509
4	12	1	20	0	0	1703.7496468036509
8	6	0	81	0	0	1705.0773123485458
8	6	1	19	0	0	1705.0773123485458
5	13	0	85	0	0	1706.994844926667
5	13	1	15	0	0	1706.994844926667
5	4	0	77	0	0	1708.9658683748864
5	4	1	23	0	0	1708.9658683748864
10	13	0	81	0	0	1709.8083295207884
10	13	1	19	0	0	1709.8083295207884
1	5	0	83	0	0	1711.1987735834987
1	5	1	17	0	0	1711.1987735834987
8	9	0	78	0	0	1711.6722207841058
8	9	1	22	3	3	1711.6722207841058
12	2	0	82	0	0	1713.1745197549246
12	2	1	18	0	0	1713.1745197549246
4	11	0	87	0	0	1715.6759633223364
4	11	1	13	0	0	1715.6759633223364
8	1	0	84	0	0	1716.0758839326418
8	1	1	16	0	0	1716.0758839326418
3	10	0	75	0	0	1716.3313385667225
3	10	1	25	0	0	1716.3313385667225
10	6	0	78	0	0	1718.5477129501348
10	6	1	22	1	1	1718.5477129501348
14	11	0	77	0	0	1719.0832430250377
14	11	1	23	3	3	1719.0832430250377
9	4	0	83	0	0	1719.2696738849977
9	4	1	17	0	0	1719.2696738849977
6	3	0	79	0	0	1719.4081206438507
6	3	1	21	0	0	1719.4081206438507
7	10	0	74	0	0	1723.303494609651
7	10	1	26	0	0	1723.303494609651
4	5	0	85	0	0	1730.1001529842017
4	5	1	15	0	0	1730.1001529842017
10	3	0	82	0	0	1730.2743440952283
10	3	1	18	0	0	1730.2743440952283
1	8	0	79	0	0	1730.895141460382
1	8	1	21	0	0	1730.895141460382
1	10	0	83	0	0	1731.0942421115506
1	10	1	17	0	0	1731.0942421115506
6	4	0	80	0	0	1731.53016839493
6	4	1	20	1	1	1731.53016839493
7	8	0	80	0	0	1734.1494593155398
7	8	1	20	0	0	1734.1494593155398
3	11	0	88	0	0	1736.0890347727313
3	11	1	12	0	0	1736.0890347727313
12	4	0	81	0	0	1737.3157011499604
12	4	1	19	0	0	1737.3157011499604
9	6	0	84	0	0	1738.5433473068108
9	6	1	16	1	1	1738.5433473068108
4	3	0	77	0	0	1741.2069652595037
4	3	1	23	0	0	1741.2069652595037
4	13	0	82	0	0	1742.3007530954387
4	13	1	18	0	0	1742.3007530954387
12	6	0	77	0	0	1746.0240854386875
12	6	1	23	0	0	1746.0240854386875
3	4	0	78	0	0	1746.17442177642
3	4	1	22	0	0	1746.17442177642
9	13	0	77	0	0	1749.138759187339
9	13	1	23	0	0	1749.138759187339
2	11	0	82	0	0	1751.3700990834366
2	11	1	18	3	3	1751.3700990834366
9	3	0	77	0	0	1753.7963957938082
9	3	1	23	0	0	1753.7963957938082
8	3	0	77	0	0	1757.8965700613087
8	3	1	23	0	0	1757.8965700613087
4	9	0	79	0	0	1775.1667970547064
4	9	1	21	0	0	1775.1667970547064
8	12	0	80	0	0	1791.56113604483
8	12	1	20	0	0	1791.56113604483
11	10	0	87	0	0	1815.0462316027267
11	10	1	13	0	0	1815.0462316027267
11	12	0	86	0	0	1829.4666295136346
11	12	1	14	0	0	1829.4666295136346
7	12	0	79	0	0	1831.678443579991
7	12	1	21	0	0	1831.678443579991
12	1	0	87	0	0	1845.6742747790345
12	1	1	13	0	0	1845.6742747790345
10	1	0	82	0	0	1848.5771636259542
10	1	1	18	0	0	1848.5771636259542
1	7	0	74	0	0	1849.5769745876923
1	7	1	26	1	1	1849.5769745876923
12	13	0	85	0	0	1863.4940612590121
12	13	1	15	0	0	1863.4940612590121
5	1	0	76	0	0	1905.0817569140195
5	1	1	24	1	1	1905.0817569140195
5	10	0	84	0	0	1911.8558460740078
5	10	1	16	0	0	1911.8558460740078
6	1	0	78	0	0	1935.09233986942
6	1	1	22	0	0	1935.09233986942
6	13	0	81	0	0	1942.8849908981665
6	13	1	19	1	1	1942.8849908981665
4	8	0	84	0	0	1953.2304798219902
4	8	1	16	0	0	1953.2304798219902
1	4	0	74	0	0	1977.9228701034167
1	4	1	26	0	0	1977.9228701034167
12	3	0	78	0	0	1994.9995217125638
12	3	1	22	0	0	1994.9995217125638
9	1	0	84	0	0	2000.8499933920402
9	1	1	16	0	0	2000.8499933920402
1	3	0	79	0	0	2001.3460082039944
1	3	1	21	0	0	2001.3460082039944
14	2	0	79	0	0	2005.7809342212045
14	2	1	21	0	0	2005.7809342212045
3	6	0	83	0	0	2011.7503486899839
3	6	1	17	0	0	2011.7503486899839
13	14	0	76	0	0	2018.991266946819
13	14	1	24	0	0	2018.991266946819
7	1	0	71	0	0	2030.5606368771314
7	1	1	29	0	0	2030.5606368771314
11	6	0	80	0	0	2033.1770032627444
11	6	1	20	0	0	2033.1770032627444
6	11	0	80	0	0	2034.5647277418147
6	11	1	20	1	1	2034.5647277418147
7	5	0	76	0	0	2041.3107589867725
7	5	1	24	1	1	2041.3107589867725
8	4	0	78	0	0	2041.6516068351239
8	4	1	22	0	0	2041.6516068351239
2	13	0	74	0	0	2041.8860232657523
2	13	1	26	0	0	2041.8860232657523
12	7	0	74	0	0	2051.5556532150626
12	7	1	26	0	0	2051.5556532150626
10	4	0	88	0	0	2052.089756080814
10	4	1	12	0	0	2052.089756080814
3	12	0	80	0	0	2060.0263047490225
3	12	1	20	0	0	2060.0263047490225
11	1	0	80	0	0	2060.439607160093
11	1	1	20	0	0	2060.439607160093
13	10	0	77	0	0	2065.196551252825
13	10	1	23	0	0	2065.196551252825
10	12	0	81	0	0	2065.7675229293836
10	12	1	19	0	0	2065.7675229293836
8	7	0	85	0	0	2066.6182658533558
8	7	1	15	0	0	2066.6182658533558
10	7	0	78	0	0	2069.766321939763
10	7	1	22	0	0	2069.766321939763
6	7	0	82	0	0	2070.140867595223
6	7	1	18	1	1	2070.140867595223
2	3	0	78	0	0	2071.214011464862
2	3	1	22	0	0	2071.214011464862
2	9	0	79	0	0	2077.727506902501
2	9	1	21	0	0	2077.727506902501
14	8	0	78	0	0	2077.9026548402917
14	8	1	22	0	0	2077.9026548402917
5	8	0	78	0	0	2079.5820742319365
5	8	1	22	0	0	2079.5820742319365
11	8	0	83	0	0	2081.631809711458
11	8	1	17	1	1	2081.631809711458
5	2	0	79	0	0	2086.0732874714254
5	2	1	21	0	0	2086.0732874714254
4	7	0	80	0	0	2086.457602234235
4	7	1	20	0	0	2086.457602234235
4	2	0	82	0	0	2086.950522249645
4	2	1	18	0	0	2086.950522249645
7	6	0	81	0	0	2088.132223189875
7	6	1	19	0	0	2088.132223189875
3	1	0	78	0	0	2090.6591952224358
3	1	1	22	0	0	2090.6591952224358
3	8	0	72	0	0	2093.526854740575
3	8	1	28	0	0	2093.526854740575
2	6	0	79	0	0	2096.4328678382335
2	6	1	21	0	0	2096.4328678382335
9	7	0	77	0	0	2097.491540880366
9	7	1	23	0	0	2097.491540880366
1	6	0	79	0	0	2099.763067776173
1	6	1	21	0	0	2099.763067776173
9	2	0	75	0	0	2107.4101812463477
9	2	1	25	0	0	2107.4101812463477
7	11	0	84	0	0	2108.6456074870225
7	11	1	16	0	0	2108.6456074870225
5	12	0	83	0	0	2115.4002639093865
5	12	1	17	0	0	2115.4002639093865
12	5	0	80	0	0	2118.0320018308
12	5	1	20	0	0	2118.0320018308
13	5	0	77	0	0	2118.4976950041614
13	5	1	23	0	0	2118.4976950041614
11	7	0	82	0	0	2120.0095511059003
11	7	1	18	0	0	2120.0095511059003
11	2	0	71	0	0	2122.8369292260427
11	2	1	29	0	0	2122.8369292260427
2	5	0	75	0	0	2122.9298957582437
2	5	1	25	0	0	2122.9298957582437
4	1	0	82	0	0	2123.028047130849
4	1	1	18	0	0	2123.028047130849
13	7	0	82	0	0	2125.179570942989
13	7	1	18	0	0	2125.179570942989
14	10	0	83	0	0	2127.001345446488
14	10	1	17	1	1	2127.001345446488
13	9	0	76	0	0	2131.9392524700647
13	9	1	24	0	0	2131.9392524700647
6	12	0	88	0	0	2132.4510584143677
6	12	1	12	2	2	2132.4510584143677
1	14	0	77	0	0	2133.650706730786
1	14	1	23	0	0	2133.650706730786
6	2	0	79	0	0	2137.694930331694
6	2	1	21	0	0	2137.694930331694
12	14	0	85	0	0	2138.6453582504664
12	14	1	15	0	0	2138.6453582504664
9	5	0	79	0	0	2139.1326239471996
9	5	1	21	0	0	2139.1326239471996
4	14	0	78	0	0	2139.384540942946
4	14	1	22	0	0	2139.384540942946
1	11	0	76	0	0	2139.5507811753896
1	11	1	24	1	1	2139.5507811753896
14	3	0	82	0	0	2143.138862576392
14	3	1	18	0	0	2143.138862576392
2	4	0	77	0	0	2146.1542783778914
2	4	1	23	0	0	2146.1542783778914
2	10	0	76	0	0	2146.2137273443054
2	10	1	24	0	0	2146.2137273443054
7	4	0	81	0	0	2146.4999356373446
7	4	1	19	0	0	2146.4999356373446
3	13	0	69	0	0	2147.6690713001844
3	13	1	31	0	0	2147.6690713001844
6	9	0	81	0	0	2148.5126222123886
6	9	1	19	1	1	2148.5126222123886
14	12	0	86	0	0	2154.3415587616482
14	12	1	14	0	0	2154.3415587616482
8	11	0	79	0	0	2157.754365589426
8	11	1	21	0	0	2157.754365589426
14	6	0	80	0	0	2158.388777676083
14	6	1	20	0	0	2158.388777676083
10	5	0	77	0	0	2163.225332351004
10	5	1	23	0	0	2163.225332351004
13	2	0	82	0	0	2165.641941646041
13	2	1	18	0	0	2165.641941646041
12	10	0	81	0	0	2166.8297863982084
12	10	1	19	0	0	2166.8297863982084
4	10	0	82	0	0	2167.8504684323807
4	10	1	18	0	0	2167.8504684323807
8	13	0	81	0	0	2168.8363906242625
8	13	1	19	0	0	2168.8363906242625
14	5	0	79	0	0	2169.17649679103
14	5	1	21	1	1	2169.17649679103
2	8	0	86	0	0	2171.1356450331364
2	8	1	14	0	0	2171.1356450331364
10	11	0	75	0	0	2171.7077584049407
10	11	1	25	0	0	2171.7077584049407
5	9	0	83	0	0	2172.658470893705
5	9	1	17	0	0	2172.658470893705
7	14	0	82	0	0	2173.1492209472635
7	14	1	18	1	1	2173.1492209472635
7	3	0	89	0	0	2173.2848826763175
7	3	1	11	0	0	2173.2848826763175
5	7	0	73	0	0	2173.2930514472846
5	7	1	27	0	0	2173.2930514472846
13	11	0	69	0	0	2173.365407844055
13	11	1	31	0	0	2173.365407844055
9	8	0	77	0	0	2173.9410770555633
9	8	1	23	1	1	2173.9410770555633
6	5	0	79	0	0	2174.3652964712614
6	5	1	21	1	1	2174.3652964712614
12	9	0	77	0	0	2175.7771871130612
12	9	1	23	0	0	2175.7771871130612
12	8	0	83	0	0	2179.404599741286
12	8	1	17	0	0	2179.404599741286
2	12	0	74	0	0	2182.3146719187957
2	12	1	26	0	0	2182.3146719187957
9	11	0	74	0	0	2185.164366786364
9	11	1	26	0	0	2185.164366786364
5	14	0	77	0	0	2186.3973770151697
5	14	1	23	1	1	2186.3973770151697
4	5	0	74	0	0	2186.6160033758897
4	5	1	26	0	0	2186.6160033758897
10	9	0	80	0	0	2186.8161135491737
10	9	1	20	0	0	2186.8161135491737
11	3	0	80	0	0	2187.1318957256667
11	3	1	20	0	0	2187.1318957256667
6	8	0	84	0	0	2188.7394876951457
6	8	1	16	0	0	2188.7394876951457
1	5	0	84	0	0	2190.55457996103
1	5	1	16	0	0	2190.55457996103
3	9	0	81	0	0	2192.4155215988717
3	9	1	19	0	0	2192.4155215988717
4	6	0	82	0	0	2192.8654775678083
4	6	1	18	0	0	2192.8654775678083
10	8	0	76	0	0	2193.899425616502
10	8	1	24	0	0	2193.899425616502
3	14	0	70	0	0	2194.7589934052103
3	14	1	30	1	1	2194.7589934052103
5	6	0	77	0	0	2197.4128778644354
5	6	1	23	1	1	2197.4128778644354
9	4	0	77	0	0	2198.8146247896075
9	4	1	23	0	0	2198.8146247896075
1	12	0	83	0	0	2199.205972278607
1	12	1	17	0	0	2199.205972278607
14	1	0	76	0	0	2199.4557611261976
14	1	1	24	0	0	2199.4557611261976
13	4	0	84	0	0	2202.77089155631
13	4	1	16	0	0	2202.77089155631
2	14	0	78	0	0	2203.1626019084556
2	14	1	22	0	0	2203.1626019084556
14	4	0	79	0	0	2203.592667958776
14	4	1	21	0	0	2203.592667958776
3	5	0	83	0	0	2204.234358025797
3	5	1	17	0	0	2204.234358025797
9	10	0	75	0	0	2204.599101931851
9	10	1	25	0	0	2204.599101931851
13	6	0	79	0	0	2204.642806999277
13	6	1	21	0	0	2204.642806999277
8	10	0	79	0	0	2204.754531580009
8	10	1	21	1	1	2204.754531580009
1	10	0	89	0	0	2206.0486489463706
1	10	1	11	0	0	2206.0486489463706
13	8	0	80	0	0	2207.602231589905
13	8	1	20	0	0	2207.602231589905
8	2	0	82	0	0	2212.3008894159807
8	2	1	18	1	1	2212.3008894159807
5	4	0	81	0	0	2213.9266531981907
5	4	1	19	0	0	2213.9266531981907
11	9	0	79	0	0	2213.957152637524
11	9	1	21	0	0	2213.957152637524
14	11	0	81	0	0	2217.082701297866
14	11	1	19	1	1	2217.082701297866
1	13	0	78	0	0	2217.954711959214
1	13	1	22	0	0	2217.954711959214
3	7	0	80	0	0	2220.555447492254
3	7	1	20	0	0	2220.555447492254
13	3	0	84	0	0	2221.0478275978653
13	3	1	16	0	0	2221.0478275978653
2	7	0	76	0	0	2224.2201381696445
2	7	1	24	0	0	2224.2201381696445
3	4	0	77	0	0	2224.512019190706
3	4	1	23	0	0	2224.512019190706
11	5	0	79	0	0	2224.8085976935067
11	5	1	21	0	0	2224.8085976935067
6	10	0	82	0	0	2228.7886571348245
6	10	1	18	0	0	2228.7886571348245
11	14	0	83	0	0	2229.454491138759
11	14	1	17	1	1	2229.454491138759
5	11	0	72	0	0	2232.790292108826
5	11	1	28	0	0	2232.790292108826
8	6	0	79	0	0	2232.857338643112
8	6	1	21	0	0	2232.857338643112
14	13	0	78	0	0	2237.6896142480555
14	13	1	22	0	0	2237.6896142480555
5	3	0	82	0	0	2240.725862601769
5	3	1	18	0	0	2240.725862601769
11	4	0	83	0	0	2244.115003193516
11	4	1	17	0	0	2244.115003193516
10	3	0	76	0	0	2246.7246445967626
10	3	1	24	0	0	2246.7246445967626
1	9	0	83	0	0	2246.742244716002
1	9	1	17	0	0	2246.742244716002
12	6	0	84	0	0	2250.471089206273
12	6	1	16	0	0	2250.471089206273
9	14	0	77	0	0	2250.8794393549188
9	14	1	23	0	0	2250.8794393549188
2	1	0	76	0	0	2252.1125187036855
