03-10-2015 12-56-59
Fiber utilization

Fiber	Requests	SimTime	Utilization(%)
9 4	1000	80.5188581018751	0.19	0.19
13 3	1000	80.5188581018751	0.31	0.31
4 9	1000	80.5188581018751	0.12	0.12
4 12	1000	80.5188581018751	0.21	0.21
10 4	1000	80.5188581018751	0.15	0.15
4 10	1000	80.5188581018751	0.06	0.06
9 7	1000	80.5188581018751	0.17	0.17
7 10	1000	80.5188581018751	0.09	0.09
10 7	1000	80.5188581018751	0.11	0.11
7 13	1000	80.5188581018751	0.26	0.26
6 14	1000	80.5188581018751	0.22	0.22
11 6	1000	80.5188581018751	0.37	0.37
7 9	1000	80.5188581018751	0.21	0.21
14 6	1000	80.5188581018751	0.28	0.28
6 8	1000	80.5188581018751	0.23	0.23
12 5	1000	80.5188581018751	0.18	0.18
12 4	1000	80.5188581018751	0.31	0.31
8 6	1000	80.5188581018751	0.22	0.22
6 11	1000	80.5188581018751	0.38	0.38
5 11	1000	80.5188581018751	0.16	0.16
11 5	1000	80.5188581018751	0.1	0.1
5 12	1000	80.5188581018751	0.18	0.18
13 7	1000	80.5188581018751	0.24	0.24
10 11	1000	120.4376783230115	0.11	0.11
11 9	1000	120.4376783230115	0.29	0.29
2 12	1000	120.4376783230115	0.29	0.29
14 1	1000	120.4376783230115	0.27	0.27
13 1	1000	120.4376783230115	0.16	0.16
1 14	1000	120.4376783230115	0.06	0.06
11 10	1000	120.4376783230115	0.15	0.15
1 13	1000	120.4376783230115	0.16	0.16
2 1	1000	120.4376783230115	0.12	0.12
1 2	1000	120.4376783230115	0.09	0.09
9 11	1000	120.4376783230115	0.21	0.21
3 13	1000	120.4376783230115	0.1	0.1
12 3	1000	120.4376783230115	0.17	0.17
8 3	1000	120.4376783230115	0.12	0.12
3 12	1000	120.4376783230115	0.1	0.1
3 8	1000	120.4376783230115	0.17	0.17
14 2	1000	120.4376783230115	0.15	0.15
12 2	1000	120.4376783230115	0.19	0.19
2 14	1000	120.4376783230115	0.13	0.13
9 4	1000	120.4376783230115	0.15	0.15
13 3	1000	120.4376783230115	0.18	0.18
4 9	1000	120.4376783230115	0.25	0.25
4 12	1000	120.4376783230115	0.29	0.29
10 4	1000	120.4376783230115	0.15	0.15
4 10	1000	120.4376783230115	0.07	0.07
9 7	1000	120.4376783230115	0.25	0.25
7 10	1000	120.4376783230115	0.03	0.03
10 7	1000	120.4376783230115	0.05	0.05
7 13	1000	120.4376783230115	0.22	0.22
6 14	1000	120.4376783230115	0.33	0.33
11 6	1000	120.4376783230115	0.36	0.36
7 9	1000	120.4376783230115	0.12	0.12
14 6	1000	120.4376783230115	0.29	0.29
6 8	1000	120.4376783230115	0.16	0.16
12 5	1000	120.4376783230115	0.18	0.18
12 4	1000	120.4376783230115	0.41	0.41
8 6	1000	120.4376783230115	0.23	0.23
6 11	1000	120.4376783230115	0.38	0.38
5 11	1000	120.4376783230115	0.08	0.08
11 5	1000	120.4376783230115	0.1	0.1
5 12	1000	120.4376783230115	0.2	0.2
13 7	1000	120.4376783230115	0.14	0.14
10 11	1000	162.08203362345662	0.08	0.08
11 9	1000	162.08203362345662	0.1	0.1
2 12	1000	162.08203362345662	0.18	0.18
14 1	1000	162.08203362345662	0.16	0.16
13 1	1000	162.08203362345662	0.19	0.19
1 14	1000	162.08203362345662	0.09	0.09
11 10	1000	162.08203362345662	0.1	0.1
1 13	1000	162.08203362345662	0.08	0.08
2 1	1000	162.08203362345662	0.04	0.04
1 2	1000	162.08203362345662	0.11	0.11
9 11	1000	162.08203362345662	0.35	0.35
3 13	1000	162.08203362345662	0.19	0.19
12 3	1000	162.08203362345662	0.2	0.2
8 3	1000	162.08203362345662	0.21	0.21
3 12	1000	162.08203362345662	0.27	0.27
3 8	1000	162.08203362345662	0.25	0.25
14 2	1000	162.08203362345662	0.11	0.11
12 2	1000	162.08203362345662	0.13	0.13
2 14	1000	162.08203362345662	0.09	0.09
9 4	1000	162.08203362345662	0.1	0.1
13 3	1000	162.08203362345662	0.28	0.28
4 9	1000	162.08203362345662	0.21	0.21
4 12	1000	162.08203362345662	0.14	0.14
10 4	1000	162.08203362345662	0.06	0.06
4 10	1000	162.08203362345662	0.03	0.03
9 7	1000	162.08203362345662	0.15	0.15
7 10	1000	162.08203362345662	0.1	0.1
10 7	1000	162.08203362345662	0.04	0.04
7 13	1000	162.08203362345662	0.25	0.25
6 14	1000	162.08203362345662	0.29	0.29
11 6	1000	162.08203362345662	0.47	0.47
7 9	1000	162.08203362345662	0.23	0.23
14 6	1000	162.08203362345662	0.25	0.25
6 8	1000	162.08203362345662	0.37	0.37
12 5	1000	162.08203362345662	0.07	0.07
12 4	1000	162.08203362345662	0.22	0.22
8 6	1000	162.08203362345662	0.17	0.17
6 11	1000	162.08203362345662	0.24	0.24
5 11	1000	162.08203362345662	0.14	0.14
11 5	1000	162.08203362345662	0.25	0.25
5 12	1000	162.08203362345662	0.09	0.09
13 7	1000	162.08203362345662	0.26	0.26
10 11	1000	202.14365514555806	0.07	0.07
11 9	1000	202.14365514555806	0.28	0.28
2 12	1000	202.14365514555806	0.16	0.16
14 1	1000	202.14365514555806	0.14	0.14
13 1	1000	202.14365514555806	0.23	0.23
1 14	1000	202.14365514555806	0.1	0.1
11 10	1000	202.14365514555806	0.13	0.13
1 13	1000	202.14365514555806	0.21	0.21
2 1	1000	202.14365514555806	0.07	0.07
1 2	1000	202.14365514555806	0.12	0.12
9 11	1000	202.14365514555806	0.29	0.29
3 13	1000	202.14365514555806	0.24	0.24
12 3	1000	202.14365514555806	0.26	0.26
8 3	1000	202.14365514555806	0.16	0.16
3 12	1000	202.14365514555806	0.16	0.16
3 8	1000	202.14365514555806	0.23	0.23
14 2	1000	202.14365514555806	0.06	0.06
12 2	1000	202.14365514555806	0.28	0.28
2 14	1000	202.14365514555806	0.13	0.13
9 4	1000	202.14365514555806	0.16	0.16
13 3	1000	202.14365514555806	0.28	0.28
4 9	1000	202.14365514555806	0.37	0.37
4 12	1000	202.14365514555806	0.37	0.37
10 4	1000	202.14365514555806	0.15	0.15
4 10	1000	202.14365514555806	0.05	0.05
9 7	1000	202.14365514555806	0.36	0.36
7 10	1000	202.14365514555806	0.19	0.19
10 7	1000	202.14365514555806	0.09	0.09
7 13	1000	202.14365514555806	0.22	0.22
6 14	1000	202.14365514555806	0.25	0.25
11 6	1000	202.14365514555806	0.38	0.38
7 9	1000	202.14365514555806	0.26	0.26
14 6	1000	202.14365514555806	0.32	0.32
6 8	1000	202.14365514555806	0.22	0.22
12 5	1000	202.14365514555806	0.1	0.1
12 4	1000	202.14365514555806	0.32	0.32
8 6	1000	202.14365514555806	0.31	0.31
6 11	1000	202.14365514555806	0.51	0.51
5 11	1000	202.14365514555806	0.37	0.37
11 5	1000	202.14365514555806	0.27	0.27
5 12	1000	202.14365514555806	0.17	0.17
13 7	1000	202.14365514555806	0.37	0.37
10 11	1000	241.09619860424837	0.17	0.17
11 9	1000	241.09619860424837	0.19	0.19
2 12	1000	241.09619860424837	0.39	0.39
14 1	1000	241.09619860424837	0.15	0.15
13 1	1000	241.09619860424837	0.13	0.13
1 14	1000	241.09619860424837	0.1	0.1
11 10	1000	241.09619860424837	0.15	0.15
1 13	1000	241.09619860424837	0.29	0.29
2 1	1000	241.09619860424837	0.2	0.2
1 2	1000	241.09619860424837	0.35	0.35
9 11	1000	241.09619860424837	0.16	0.16
3 13	1000	241.09619860424837	0.25	0.25
12 3	1000	241.09619860424837	0.22	0.22
8 3	1000	241.09619860424837	0.23	0.23
3 12	1000	241.09619860424837	0.21	0.21
3 8	1000	241.09619860424837	0.19	0.19
14 2	1000	241.09619860424837	0.08	0.08
12 2	1000	241.09619860424837	0.38	0.38
2 14	1000	241.09619860424837	0.17	0.17
9 4	1000	241.09619860424837	0.06	0.06
13 3	1000	241.09619860424837	0.18	0.18
4 9	1000	241.09619860424837	0.16	0.16
4 12	1000	241.09619860424837	0.2	0.2
10 4	1000	241.09619860424837	0.12	0.12
4 10	1000	241.09619860424837	0.23	0.23
9 7	1000	241.09619860424837	0.18	0.18
7 10	1000	241.09619860424837	0.13	0.13
10 7	1000	241.09619860424837	0.04	0.04
7 13	1000	241.09619860424837	0.29	0.29
6 14	1000	241.09619860424837	0.24	0.24
11 6	1000	241.09619860424837	0.43	0.43
7 9	1000	241.09619860424837	0.1	0.1
14 6	1000	241.09619860424837	0.2	0.2
6 8	1000	241.09619860424837	0.26	0.26
12 5	1000	241.09619860424837	0.2	0.2
12 4	1000	241.09619860424837	0.38	0.38
8 6	1000	241.09619860424837	0.23	0.23
6 11	1000	241.09619860424837	0.4	0.4
5 11	1000	241.09619860424837	0.17	0.17
11 5	1000	241.09619860424837	0.28	0.28
5 12	1000	241.09619860424837	0.26	0.26
13 7	1000	241.09619860424837	0.36	0.36
10 11	1000	280.075960170533	0.04	0.04
11 9	1000	280.075960170533	0.21	0.21
2 12	1000	280.075960170533	0.21	0.21
14 1	1000	280.075960170533	0.26	0.26
13 1	1000	280.075960170533	0.07	0.07
1 14	1000	280.075960170533	0.12	0.12
11 10	1000	280.075960170533	0.11	0.11
1 13	1000	280.075960170533	0.37	0.37
2 1	1000	280.075960170533	0.11	0.11
1 2	1000	280.075960170533	0.09	0.09
9 11	1000	280.075960170533	0.33	0.33
3 13	1000	280.075960170533	0.29	0.29
12 3	1000	280.075960170533	0.28	0.28
8 3	1000	280.075960170533	0.27	0.27
3 12	1000	280.075960170533	0.19	0.19
3 8	1000	280.075960170533	0.17	0.17
14 2	1000	280.075960170533	0.08	0.08
12 2	1000	280.075960170533	0.24	0.24
2 14	1000	280.075960170533	0.05	0.05
9 4	1000	280.075960170533	0.29	0.29
13 3	1000	280.075960170533	0.32	0.32
4 9	1000	280.075960170533	0.16	0.16
4 12	1000	280.075960170533	0.42	0.42
10 4	1000	280.075960170533	0.1	0.1
4 10	1000	280.075960170533	0.07	0.07
9 7	1000	280.075960170533	0.27	0.27
7 10	1000	280.075960170533	0.13	0.13
10 7	1000	280.075960170533	0.04	0.04
7 13	1000	280.075960170533	0.23	0.23
6 14	1000	280.075960170533	0.29	0.29
11 6	1000	280.075960170533	0.32	0.32
7 9	1000	280.075960170533	0.26	0.26
14 6	1000	280.075960170533	0.29	0.29
6 8	1000	280.075960170533	0.27	0.27
12 5	1000	280.075960170533	0.23	0.23
12 4	1000	280.075960170533	0.15	0.15
8 6	1000	280.075960170533	0.25	0.25
6 11	1000	280.075960170533	0.31	0.31
5 11	1000	280.075960170533	0.15	0.15
11 5	1000	280.075960170533	0.15	0.15
5 12	1000	280.075960170533	0.12	0.12
13 7	1000	280.075960170533	0.31	0.31
10 11	1000	319.4038821642737	0.15	0.15
11 9	1000	319.4038821642737	0.27	0.27
2 12	1000	319.4038821642737	0.22	0.22
14 1	1000	319.4038821642737	0.22	0.22
13 1	1000	319.4038821642737	0.22	0.22
1 14	1000	319.4038821642737	0.15	0.15
11 10	1000	319.4038821642737	0.06	0.06
1 13	1000	319.4038821642737	0.2	0.2
2 1	1000	319.4038821642737	0.07	0.07
1 2	1000	319.4038821642737	0.12	0.12
9 11	1000	319.4038821642737	0.2	0.2
3 13	1000	319.4038821642737	0.22	0.22
12 3	1000	319.4038821642737	0.17	0.17
8 3	1000	319.4038821642737	0.21	0.21
3 12	1000	319.4038821642737	0.21	0.21
3 8	1000	319.4038821642737	0.23	0.23
14 2	1000	319.4038821642737	0.14	0.14
12 2	1000	319.4038821642737	0.26	0.26
2 14	1000	319.4038821642737	0.17	0.17
9 4	1000	319.4038821642737	0.33	0.33
13 3	1000	319.4038821642737	0.32	0.32
4 9	1000	319.4038821642737	0.15	0.15
4 12	1000	319.4038821642737	0.21	0.21
10 4	1000	319.4038821642737	0.08	0.08
4 10	1000	319.4038821642737	0.12	0.12
9 7	1000	319.4038821642737	0.22	0.22
7 10	1000	319.4038821642737	0.04	0.04
10 7	1000	319.4038821642737	0.08	0.08
7 13	1000	319.4038821642737	0.22	0.22
6 14	1000	319.4038821642737	0.37	0.37
11 6	1000	319.4038821642737	0.3	0.3
7 9	1000	319.4038821642737	0.24	0.24
14 6	1000	319.4038821642737	0.26	0.26
6 8	1000	319.4038821642737	0.16	0.16
12 5	1000	319.4038821642737	0.16	0.16
12 4	1000	319.4038821642737	0.18	0.18
8 6	1000	319.4038821642737	0.36	0.36
6 11	1000	319.4038821642737	0.38	0.38
5 11	1000	319.4038821642737	0.13	0.13
11 5	1000	319.4038821642737	0.16	0.16
5 12	1000	319.4038821642737	0.13	0.13
13 7	1000	319.4038821642737	0.29	0.29
10 11	1000	359.3349678938703	0.11	0.11
11 9	1000	359.3349678938703	0.17	0.17
2 12	1000	359.3349678938703	0.22	0.22
14 1	1000	359.3349678938703	0.13	0.13
13 1	1000	359.3349678938703	0.21	0.21
1 14	1000	359.3349678938703	0.11	0.11
11 10	1000	359.3349678938703	0.09	0.09
1 13	1000	359.3349678938703	0.18	0.18
2 1	1000	359.3349678938703	0.1	0.1
1 2	1000	359.3349678938703	0.19	0.19
9 11	1000	359.3349678938703	0.19	0.19
3 13	1000	359.3349678938703	0.19	0.19
12 3	1000	359.3349678938703	0.16	0.16
8 3	1000	359.3349678938703	0.17	0.17
3 12	1000	359.3349678938703	0.19	0.19
3 8	1000	359.3349678938703	0.1	0.1
14 2	1000	359.3349678938703	0.06	0.06
12 2	1000	359.3349678938703	0.3	0.3
2 14	1000	359.3349678938703	0.08	0.08
9 4	1000	359.3349678938703	0.12	0.12
13 3	1000	359.3349678938703	0.24	0.24
4 9	1000	359.3349678938703	0.2	0.2
4 12	1000	359.3349678938703	0.22	0.22
10 4	1000	359.3349678938703	0.1	0.1
4 10	1000	359.3349678938703	0.08	0.08
9 7	1000	359.3349678938703	0.27	0.27
7 10	1000	359.3349678938703	0.15	0.15
10 7	1000	359.3349678938703	0.13	0.13
7 13	1000	359.3349678938703	0.39	0.39
6 14	1000	359.3349678938703	0.19	0.19
11 6	1000	359.3349678938703	0.51	0.51
7 9	1000	359.3349678938703	0.3	0.3
14 6	1000	359.3349678938703	0.29	0.29
6 8	1000	359.3349678938703	0.36	0.36
12 5	1000	359.3349678938703	0.27	0.27
12 4	1000	359.3349678938703	0.16	0.16
8 6	1000	359.3349678938703	0.21	0.21
6 11	1000	359.3349678938703	0.35	0.35
5 11	1000	359.3349678938703	0.14	0.14
11 5	1000	359.3349678938703	0.09	0.09
5 12	1000	359.3349678938703	0.2	0.2
13 7	1000	359.3349678938703	0.41	0.41
10 11	1000	400.2413347603934	0.09	0.09
11 9	1000	400.2413347603934	0.28	0.28
2 12	1000	400.2413347603934	0.23	0.23
14 1	1000	400.2413347603934	0.13	0.13
13 1	1000	400.2413347603934	0.24	0.24
1 14	1000	400.2413347603934	0.21	0.21
11 10	1000	400.2413347603934	0.18	0.18
1 13	1000	400.2413347603934	0.17	0.17
2 1	1000	400.2413347603934	0.15	0.15
1 2	1000	400.2413347603934	0.1	0.1
9 11	1000	400.2413347603934	0.27	0.27
3 13	1000	400.2413347603934	0.29	0.29
12 3	1000	400.2413347603934	0.35	0.35
8 3	1000	400.2413347603934	0.26	0.26
3 12	1000	400.2413347603934	0.13	0.13
3 8	1000	400.2413347603934	0.25	0.25
14 2	1000	400.2413347603934	0.06	0.06
12 2	1000	400.2413347603934	0.27	0.27
2 14	1000	400.2413347603934	0.16	0.16
9 4	1000	400.2413347603934	0.14	0.14
13 3	1000	400.2413347603934	0.16	0.16
4 9	1000	400.2413347603934	0.35	0.35
4 12	1000	400.2413347603934	0.27	0.27
10 4	1000	400.2413347603934	0.2	0.2
4 10	1000	400.2413347603934	0.06	0.06
9 7	1000	400.2413347603934	0.24	0.24
7 10	1000	400.2413347603934	0.07	0.07
10 7	1000	400.2413347603934	0.13	0.13
7 13	1000	400.2413347603934	0.37	0.37
6 14	1000	400.2413347603934	0.14	0.14
11 6	1000	400.2413347603934	0.32	0.32
7 9	1000	400.2413347603934	0.22	0.22
14 6	1000	400.2413347603934	0.48	0.48
6 8	1000	400.2413347603934	0.32	0.32
12 5	1000	400.2413347603934	0.12	0.12
12 4	1000	400.2413347603934	0.3	0.3
8 6	1000	400.2413347603934	0.36	0.36
6 11	1000	400.2413347603934	0.65	0.65
5 11	1000	400.2413347603934	0.18	0.18
11 5	1000	400.2413347603934	0.3	0.3
5 12	1000	400.2413347603934	0.22	0.22
13 7	1000	400.2413347603934	0.2	0.2
10 11	1000	438.4956604509057	0.16	0.16
11 9	1000	438.4956604509057	0.21	0.21
2 12	1000	438.4956604509057	0.28	0.28
14 1	1000	438.4956604509057	0.22	0.22
13 1	1000	438.4956604509057	0.16	0.16
1 14	1000	438.4956604509057	0.12	0.12
11 10	1000	438.4956604509057	0.07	0.07
1 13	1000	438.4956604509057	0.34	0.34
2 1	1000	438.4956604509057	0.06	0.06
1 2	1000	438.4956604509057	0.16	0.16
9 11	1000	438.4956604509057	0.17	0.17
3 13	1000	438.4956604509057	0.21	0.21
12 3	1000	438.4956604509057	0.19	0.19
8 3	1000	438.4956604509057	0.24	0.24
3 12	1000	438.4956604509057	0.34	0.34
3 8	1000	438.4956604509057	0.14	0.14
14 2	1000	438.4956604509057	0.13	0.13
12 2	1000	438.4956604509057	0.41	0.41
2 14	1000	438.4956604509057	0.17	0.17
9 4	1000	438.4956604509057	0.18	0.18
13 3	1000	438.4956604509057	0.28	0.28
4 9	1000	438.4956604509057	0.24	0.24
4 12	1000	438.4956604509057	0.36	0.36
10 4	1000	438.4956604509057	0.3	0.3
4 10	1000	438.4956604509057	0.11	0.11
9 7	1000	438.4956604509057	0.23	0.23
7 10	1000	438.4956604509057	0.24	0.24
10 7	1000	438.4956604509057	0.08	0.08
7 13	1000	438.4956604509057	0.33	0.33
6 14	1000	438.4956604509057	0.32	0.32
11 6	1000	438.4956604509057	0.47	0.47
7 9	1000	438.4956604509057	0.24	0.24
14 6	1000	438.4956604509057	0.3	0.3
6 8	1000	438.4956604509057	0.26	0.26
12 5	1000	438.4956604509057	0.21	0.21
12 4	1000	438.4956604509057	0.32	0.32
8 6	1000	438.4956604509057	0.08	0.08
6 11	1000	438.4956604509057	0.36	0.36
5 11	1000	438.4956604509057	0.27	0.27
11 5	1000	438.4956604509057	0.32	0.32
5 12	1000	438.4956604509057	0.25	0.25
13 7	1000	438.4956604509057	0.5	0.5
10 11	1000	480.1079132376651	0.11	0.11
11 9	1000	480.1079132376651	0.29	0.29
2 12	1000	480.1079132376651	0.42	0.42
14 1	1000	480.1079132376651	0.12	0.12
13 1	1000	480.1079132376651	0.22	0.22
1 14	1000	480.1079132376651	0.14	0.14
11 10	1000	480.1079132376651	0.16	0.16
1 13	1000	480.1079132376651	0.24	0.24
2 1	1000	480.1079132376651	0.04	0.04
1 2	1000	480.1079132376651	0.15	0.15
9 11	1000	480.1079132376651	0.1	0.1
3 13	1000	480.1079132376651	0.17	0.17
12 3	1000	480.1079132376651	0.24	0.24
8 3	1000	480.1079132376651	0.13	0.13
3 12	1000	480.1079132376651	0.13	0.13
3 8	1000	480.1079132376651	0.09	0.09
14 2	1000	480.1079132376651	0.14	0.14
12 2	1000	480.1079132376651	0.21	0.21
2 14	1000	480.1079132376651	0.13	0.13
9 4	1000	480.1079132376651	0.18	0.18
13 3	1000	480.1079132376651	0.12	0.12
4 9	1000	480.1079132376651	0.25	0.25
4 12	1000	480.1079132376651	0.22	0.22
10 4	1000	480.1079132376651	0.15	0.15
4 10	1000	480.1079132376651	0.08	0.08
9 7	1000	480.1079132376651	0.19	0.19
7 10	1000	480.1079132376651	0.16	0.16
10 7	1000	480.1079132376651	0.06	0.06
7 13	1000	480.1079132376651	0.25	0.25
6 14	1000	480.1079132376651	0.18	0.18
11 6	1000	480.1079132376651	0.27	0.27
7 9	1000	480.1079132376651	0.1	0.1
14 6	1000	480.1079132376651	0.24	0.24
6 8	1000	480.1079132376651	0.29	0.29
12 5	1000	480.1079132376651	0.11	0.11
12 4	1000	480.1079132376651	0.43	0.43
8 6	1000	480.1079132376651	0.26	0.26
6 11	1000	480.1079132376651	0.53	0.53
5 11	1000	480.1079132376651	0.15	0.15
11 5	1000	480.1079132376651	0.2	0.2
5 12	1000	480.1079132376651	0.25	0.25
13 7	1000	480.1079132376651	0.3	0.3
10 11	1000	521.6328395458476	0.08	0.08
11 9	1000	521.6328395458476	0.38	0.38
2 12	1000	521.6328395458476	0.25	0.25
14 1	1000	521.6328395458476	0.13	0.13
13 1	1000	521.6328395458476	0.27	0.27
1 14	1000	521.6328395458476	0.14	0.14
11 10	1000	521.6328395458476	0.16	0.16
1 13	1000	521.6328395458476	0.19	0.19
2 1	1000	521.6328395458476	0.11	0.11
1 2	1000	521.6328395458476	0.07	0.07
9 11	1000	521.6328395458476	0.24	0.24
3 13	1000	521.6328395458476	0.28	0.28
12 3	1000	521.6328395458476	0.22	0.22
8 3	1000	521.6328395458476	0.27	0.27
3 12	1000	521.6328395458476	0.25	0.25
3 8	1000	521.6328395458476	0.16	0.16
14 2	1000	521.6328395458476	0.09	0.09
12 2	1000	521.6328395458476	0.19	0.19
2 14	1000	521.6328395458476	0.13	0.13
9 4	1000	521.6328395458476	0.26	0.26
13 3	1000	521.6328395458476	0.21	0.21
4 9	1000	521.6328395458476	0.23	0.23
4 12	1000	521.6328395458476	0.28	0.28
10 4	1000	521.6328395458476	0.2	0.2
4 10	1000	521.6328395458476	0.07	0.07
9 7	1000	521.6328395458476	0.21	0.21
7 10	1000	521.6328395458476	0.16	0.16
10 7	1000	521.6328395458476	0.09	0.09
7 13	1000	521.6328395458476	0.39	0.39
6 14	1000	521.6328395458476	0.26	0.26
11 6	1000	521.6328395458476	0.45	0.45
7 9	1000	521.6328395458476	0.19	0.19
14 6	1000	521.6328395458476	0.22	0.22
6 8	1000	521.6328395458476	0.18	0.18
12 5	1000	521.6328395458476	0.12	0.12
12 4	1000	521.6328395458476	0.35	0.35
8 6	1000	521.6328395458476	0.29	0.29
6 11	1000	521.6328395458476	0.37	0.37
5 11	1000	521.6328395458476	0.17	0.17
11 5	1000	521.6328395458476	0.07	0.07
5 12	1000	521.6328395458476	0.16	0.16
13 7	1000	521.6328395458476	0.29	0.29
10 11	1000	562.2553945086784	0.17	0.17
11 9	1000	562.2553945086784	0.18	0.18
2 12	1000	562.2553945086784	0.35	0.35
14 1	1000	562.2553945086784	0.25	0.25
13 1	1000	562.2553945086784	0.11	0.11
1 14	1000	562.2553945086784	0.21	0.21
11 10	1000	562.2553945086784	0.11	0.11
1 13	1000	562.2553945086784	0.29	0.29
2 1	1000	562.2553945086784	0.21	0.21
1 2	1000	562.2553945086784	0.29	0.29
9 11	1000	562.2553945086784	0.22	0.22
3 13	1000	562.2553945086784	0.13	0.13
12 3	1000	562.2553945086784	0.13	0.13
8 3	1000	562.2553945086784	0.16	0.16
3 12	1000	562.2553945086784	0.21	0.21
3 8	1000	562.2553945086784	0.25	0.25
14 2	1000	562.2553945086784	0.06	0.06
12 2	1000	562.2553945086784	0.15	0.15
2 14	1000	562.2553945086784	0.06	0.06
9 4	1000	562.2553945086784	0.32	0.32
13 3	1000	562.2553945086784	0.27	0.27
4 9	1000	562.2553945086784	0.32	0.32
4 12	1000	562.2553945086784	0.14	0.14
10 4	1000	562.2553945086784	0.11	0.11
4 10	1000	562.2553945086784	0.11	0.11
9 7	1000	562.2553945086784	0.14	0.14
7 10	1000	562.2553945086784	0.09	0.09
10 7	1000	562.2553945086784	0.05	0.05
7 13	1000	562.2553945086784	0.2	0.2
6 14	1000	562.2553945086784	0.34	0.34
11 6	1000	562.2553945086784	0.34	0.34
7 9	1000	562.2553945086784	0.14	0.14
14 6	1000	562.2553945086784	0.34	0.34
6 8	1000	562.2553945086784	0.17	0.17
12 5	1000	562.2553945086784	0.15	0.15
12 4	1000	562.2553945086784	0.47	0.47
8 6	1000	562.2553945086784	0.25	0.25
6 11	1000	562.2553945086784	0.55	0.55
5 11	1000	562.2553945086784	0.1	0.1
11 5	1000	562.2553945086784	0.3	0.3
5 12	1000	562.2553945086784	0.23	0.23
13 7	1000	562.2553945086784	0.36	0.36
10 11	1000	601.9529077414126	0.05	0.05
11 9	1000	601.9529077414126	0.23	0.23
2 12	1000	601.9529077414126	0.38	0.38
14 1	1000	601.9529077414126	0.17	0.17
13 1	1000	601.9529077414126	0.05	0.05
1 14	1000	601.9529077414126	0.12	0.12
11 10	1000	601.9529077414126	0.18	0.18
1 13	1000	601.9529077414126	0.23	0.23
2 1	1000	601.9529077414126	0.08	0.08
1 2	1000	601.9529077414126	0.15	0.15
9 11	1000	601.9529077414126	0.24	0.24
3 13	1000	601.9529077414126	0.29	0.29
12 3	1000	601.9529077414126	0.26	0.26
8 3	1000	601.9529077414126	0.23	0.23
3 12	1000	601.9529077414126	0.19	0.19
3 8	1000	601.9529077414126	0.16	0.16
14 2	1000	601.9529077414126	0.12	0.12
12 2	1000	601.9529077414126	0.25	0.25
